INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,ENG,"ENGLAND",4.0197,19
I01966,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.5977,19
I01966,RCF,"AIREDALE NHS FOUNDATION TRUST",3.9015,13
I01966,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",4.5614,11
I01966,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",4.2266,13
I01966,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",3.6724,19
I01966,R1H,"BARTS HEALTH NHS TRUST",3.8717,19
I01966,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.0420,13
I01966,RC1,"BEDFORD HOSPITAL NHS TRUST",4.0370,19
I01966,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",4.8467,13
I01966,RMC,"BOLTON NHS FOUNDATION TRUST",4.2435,19
I01966,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",2.9840,15
I01966,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",3.8936,13
I01966,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",3.2643,19
I01966,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",3.0903,13
I01966,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.1960,15
I01966,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.7626,19
I01966,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.0484,12
I01966,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",3.7966,19
I01966,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",3.6445,19
I01966,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",3.8578,12
I01966,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",5.2630,19
I01966,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.8283,12
I01966,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3.5962,13
I01966,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.7280,15
I01966,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",2.7449,15
I01966,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3.7286,9
I01966,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",4.0400,19
I01966,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.3275,13
I01966,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.6847,19
I01966,RJN,"EAST CHESHIRE NHS TRUST",3.6094,12
I01966,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3.0453,13
I01966,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",4.3417,13
I01966,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",4.0237,12
I01966,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",4.1172,19
I01966,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3.3399,19
I01966,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",4.2862,13
I01966,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",4.2796,11
I01966,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3.4175,12
I01966,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",3.9092,13
I01966,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",4.8326,13
I01966,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",3.4094,15
I01966,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",4.0250,12
I01966,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",3.2559,19
I01966,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",3.9942,19
I01966,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.6317,19
I01966,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",4.3458,19
I01966,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",4.0373,19
I01966,RGQ,"IPSWICH HOSPITAL NHS TRUST",3.8517,13
I01966,R1F,"ISLE OF WIGHT NHS TRUST",5.9754,13
I01966,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.9392,12
I01966,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",3.5734,13
I01966,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",4.5053,19
I01966,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",3.2410,19
I01966,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",3.8211,12
I01966,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4.4502,19
I01966,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2.8088,13
I01966,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",3.8793,12
I01966,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.3414,13
I01966,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",4.2697,19
I01966,RPA,"MEDWAY NHS FOUNDATION TRUST",3.9295,19
I01966,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",4.0198,12
I01966,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",4.2858,13
I01966,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3.8931,13
I01966,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.6571,14
I01966,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.7949,13
I01966,RVJ,"NORTH BRISTOL NHS TRUST",4.5841,19
I01966,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",4.2667,13
I01966,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",3.5783,19
I01966,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",3.7446,19
I01966,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",3.7466,13
I01966,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",3.9475,12
I01966,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",4.1338,19
I01966,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",4.2975,19
I01966,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",5.4056,19
I01966,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.8105,12
I01966,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",4.9088,13
I01966,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",3.6330,13
I01966,RK9,"PLYMOUTH HOSPITALS NHS TRUST",4.7134,19
I01966,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",3.6258,13
I01966,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",4.1002,13
I01966,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2.8097,12
I01966,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",4.9890,12
I01966,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",3.6944,13
I01966,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",4.5613,19
I01966,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",4.5947,19
I01966,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",3.7522,13
I01966,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",4.1250,13
I01966,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",5.7258,13
I01966,RNZ,"SALISBURY NHS FOUNDATION TRUST",3.5470,19
I01966,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",4.1107,19
I01966,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.9805,19
I01966,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",4.5306,13
I01966,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",4.2746,19
I01966,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",3.8534,13
