INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,"ENGLAND",3.6366,19
I01965,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.7927,19
I01965,RCF,"AIREDALE NHS FOUNDATION TRUST",4.2188,13
I01965,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3.1682,11
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3.7632,13
I01965,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",2.8930,19
I01965,R1H,"BARTS HEALTH NHS TRUST",3.6378,19
I01965,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.0507,13
I01965,RC1,"BEDFORD HOSPITAL NHS TRUST",3.4971,19
I01965,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",4.9994,13
I01965,RMC,"BOLTON NHS FOUNDATION TRUST",4.7263,19
I01965,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",2.5806,15
I01965,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",3.4877,13
I01965,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",3.8234,18
I01965,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",2.9616,13
I01965,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.2700,15
I01965,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2.7767,19
I01965,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.7050,12
I01965,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",3.7554,19
I01965,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",2.8128,19
I01965,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",3.3134,12
I01965,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",4.3028,19
I01965,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.9404,12
I01965,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",2.9577,13
I01965,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.1519,15
I01965,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1.8451,15
I01965,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3.2391,9
I01965,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",3.3706,19
I01965,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.2586,13
I01965,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.0829,19
I01965,RJN,"EAST CHESHIRE NHS TRUST",2.8622,12
I01965,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",2.5475,13
I01965,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",4.1995,13
I01965,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",3.1477,12
I01965,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",3.6411,19
I01965,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",2.7474,19
I01965,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",3.4161,13
I01965,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",3.1840,11
I01965,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3.1758,12
I01965,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",3.1741,13
I01965,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",4.2082,13
I01965,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",3.0402,15
I01965,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",3.6365,12
I01965,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",1.9691,19
I01965,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",2.8287,19
I01965,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2.9719,19
I01965,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3.6766,19
I01965,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",4.0356,19
I01965,RGQ,"IPSWICH HOSPITAL NHS TRUST",3.1692,13
I01965,R1F,"ISLE OF WIGHT NHS TRUST",4.6169,13
I01965,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2.8574,12
I01965,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",3.0409,13
I01965,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",4.0834,19
I01965,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",2.8465,19
I01965,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",4.3731,12
I01965,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",3.5438,19
I01965,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2.4562,13
I01965,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",3.5186,12
I01965,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2.6613,12
I01965,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",3.4123,19
I01965,RPA,"MEDWAY NHS FOUNDATION TRUST",3.5616,19
I01965,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",4.3228,12
I01965,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",3.4118,13
I01965,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",4.1220,13
I01965,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.9984,14
I01965,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.7878,13
I01965,RVJ,"NORTH BRISTOL NHS TRUST",4.3895,19
I01965,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",3.7473,13
I01965,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",3.8967,19
I01965,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",3.7933,19
I01965,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",4.0641,13
I01965,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",2.9660,12
I01965,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",3.5549,19
I01965,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",4.0381,19
I01965,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4.8146,19
I01965,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.6914,12
I01965,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",4.1314,13
I01965,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",2.8419,13
