INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,ENGLAND,8972241,8365,151889,153278,0.0932,1.6929,1.7084
I00720,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,51323,255,1621,1743,0.4969,3.1584,3.3961
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,33196,0,509,509,0,1.5333,1.5333
I00720,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,42355,16,1249,1249,0.0378,2.9489,2.9489
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",86832,1,2107,2108,0.0012,2.4265,2.4277
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42742,0,586,586,0,1.371,1.371
I00720,R1H,BARTS HEALTH NHS TRUST,157921,436,2537,2557,0.2761,1.6065,1.6192
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64972,969,956,1486,1.4914,1.4714,2.2871
I00720,RC1,BEDFORD HOSPITAL NHS TRUST,36364,0,496,496,0,1.364,1.364
I00720,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,56558,7,954,957,0.0124,1.6868,1.6921
I00720,RMC,BOLTON NHS FOUNDATION TRUST,62034,1,867,868,0.0016,1.3976,1.3992
I00720,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,81871,0,828,828,0,1.0113,1.0113
I00720,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,71196,1,845,845,0.0014,1.1869,1.1869
I00720,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,57015,279,1158,1171,0.4893,2.031,2.0538
I00720,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,43798,3,649,651,0.0068,1.4818,1.4864
I00720,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,68702,0,1390,1390,0,2.0232,2.0232
I00720,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,75065,0,1421,1421,0,1.893,1.893
I00720,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,91076,27,1318,1319,0.0296,1.4471,1.4482
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,50477,0,692,692,0,1.3709,1.3709
I00720,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,56572,0,667,667,0,1.179,1.179
I00720,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,54957,0,1159,1159,0,2.1089,2.1089
I00720,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,47065,0,818,818,0,1.738,1.738
I00720,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,82047,0,1769,1769,0,2.1561,2.1561
I00720,RJ6,CROYDON HEALTH SERVICES NHS TRUST,43620,0,780,780,0,1.7882,1.7882
I00720,RN7,DARTFORD AND GRAVESHAM NHS TRUST,54869,0,1190,1190,0,2.1688,2.1688
I00720,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,87254,558,1176,1221,0.6395,1.3478,1.3994
I00720,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,73724,0,1748,1748,0,2.371,2.371
I00720,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,30686,0,580,580,0,1.8901,1.8901
I00720,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,66411,318,1581,1584,0.4788,2.3806,2.3851
I00720,RJN,EAST CHESHIRE NHS TRUST,19836,0,364,364,0,1.835,1.835
I00720,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,106295,0,1519,1519,0,1.429,1.429
I00720,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,79463,4,1502,1505,0.005,1.8902,1.894
I00720,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,55639,0,927,927,0,1.6661,1.6661
I00720,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,63956,1,1195,1196,0.0016,1.8685,1.87
I00720,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,124758,1,2384,2384,0.0008,1.9109,1.9109
I00720,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,33383,211,429,450,0.6321,1.2851,1.348
I00720,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,21780,0,287,287,0,1.3177,1.3177
I00720,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,89556,3,1566,1569,0.0033,1.7486,1.752
I00720,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,59418,90,978,982,0.1515,1.646,1.6527
I00720,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,89997,7,1298,1304,0.0078,1.4423,1.4489
I00720,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,61686,271,1173,1246,0.4393,1.9016,2.0199
I00720,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,26941,0,298,298,0,1.1061,1.1061
I00720,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,185424,0,1815,1815,0,0.9788,0.9788
I00720,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,43889,0,405,405,0,0.9228,0.9228
I00720,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,85531,264,1774,1880,0.3087,2.0741,2.198
I00720,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,108506,2,2633,2634,0.0018,2.4266,2.4275
I00720,RGQ,IPSWICH HOSPITAL NHS TRUST,51980,0,929,929,0,1.7872,1.7872
I00720,R1F,ISLE OF WIGHT NHS TRUST,17335,0,381,381,0,2.1979,2.1979
I00720,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31136,0,686,686,0,2.2032,2.2032
I00720,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,51344,0,766,766,0,1.4919,1.4919
I00720,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,111258,3,2449,2452,0.0027,2.2012,2.2039
I00720,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,56235,0,667,667,0,1.1861,1.1861
I00720,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,74819,0,1521,1521,0,2.0329,2.0329
I00720,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,127423,1,1983,1983,0.0008,1.5562,1.5562
I00720,RJ2,LEWISHAM AND GREENWICH NHS TRUST,92322,0,913,913,0,0.9889,0.9889
I00720,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,90837,0,1529,1529,0,1.6832,1.6832
I00720,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,77370,0,905,905,0,1.1697,1.1697
I00720,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,68644,0,1111,1111,0,1.6185,1.6185
I00720,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,172679,5,3489,3491,0.0029,2.0205,2.0217
I00720,RPA,MEDWAY NHS FOUNDATION TRUST,56887,0,778,778,0,1.3676,1.3676
I00720,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,49138,0,698,698,0,1.4205,1.4205
I00720,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,57674,0,476,476,0,0.8253,0.8253
I00720,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,98427,0,1539,1539,0,1.5636,1.5636
I00720,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,44137,0,954,954,0,2.1615,2.1615
I00720,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,87814,3,1645,1645,0.0034,1.8733,1.8733
I00720,RVJ,NORTH BRISTOL NHS TRUST,82653,0,1068,1068,0,1.2921,1.2921
I00720,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,46936,0,946,946,0,2.0155,2.0155
I00720,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,46280,0,443,443,0,0.9572,0.9572
I00720,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,58381,0,1081,1081,0,1.8516,1.8516
I00720,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,77356,1,1727,1728,0.0013,2.2325,2.2338
I00720,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,70643,0,1034,1034,0,1.4637,1.4637
I00720,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,29410,4,584,588,0.0136,1.9857,1.9993
I00720,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,54601,0,861,861,0,1.5769,1.5769
I00720,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,69550,852,1948,2012,1.225,2.8009,2.8929
I00720,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,134174,366,2179,2182,0.2728,1.624,1.6262
I00720,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,115858,375,2212,2214,0.3237,1.9092,1.911
I00720,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,119745,66,1369,1371,0.0551,1.1433,1.1449
I00720,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,50812,343,557,645,0.675,1.0962,1.2694
I00720,RHU,PORTSMOUTH HOSPITALS NHS TRUST,79687,0,1137,1137,0,1.4268,1.4268
I00720,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,67417,2,1385,1387,0.003,2.0544,2.0573
I00720,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,68169,0,998,998,0,1.464,1.464
I00720,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,61513,2,814,816,0.0033,1.3233,1.3265
I00720,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,102279,1,1737,1738,0.001,1.6983,1.6993
I00720,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47327,423,1425,1453,0.8938,3.011,3.0701
I00720,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,47645,66,1153,1154,0.1385,2.42,2.4221
I00720,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,56635,0,798,798,0,1.409,1.409
I00720,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,48366,0,1292,1292,0,2.6713,2.6713
I00720,RNZ,SALISBURY NHS FOUNDATION TRUST,35717,277,753,780,0.7755,2.1082,2.1838
I00720,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,67697,0,990,990,0,1.4624,1.4624
I00720,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,115632,387,1755,1844,0.3347,1.5177,1.5947
I00720,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,55150,0,540,540,0,0.9791,0.9791
I00720,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,66858,0,1212,1212,0,1.8128,1.8128
I00720,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,87919,2,1297,1297,0.0023,1.4752,1.4752
I00720,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22892,294,548,570,1.2843,2.3938,2.49
I00720,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,35106,2,331,333,0.0057,0.9429,0.9486
I00720,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,55404,79,1210,1217,0.1426,2.184,2.1966
I00720,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,30446,0,411,411,0,1.3499,1.3499
I00720,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,88651,0,1675,1675,0,1.8894,1.8894
I00720,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,75513,0,1199,1199,0,1.5878,1.5878
