INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,"ENGLAND",3.9686,19
I01965,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.7766,19
I01965,RCF,"AIREDALE NHS FOUNDATION TRUST",4.0667,13
I01965,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3.3128,11
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",4.2518,13
I01965,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",3.1190,19
I01965,R1H,"BARTS HEALTH NHS TRUST",4.5363,19
I01965,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.1308,19
I01965,RC1,"BEDFORD HOSPITAL NHS TRUST",3.5755,19
I01965,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",5.3037,13
I01965,RMC,"BOLTON NHS FOUNDATION TRUST",4.6255,19
I01965,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.1231,15
I01965,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",3.9383,19
I01965,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",3.6619,19
I01965,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",3.4033,13
I01965,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.7699,19
I01965,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.7917,19
I01965,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",3.9653,19
I01965,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",3.7089,19
I01965,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",3.2526,19
I01965,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",5.1296,19
I01965,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.8408,12
I01965,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",2.9615,13
I01965,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.5823,15
I01965,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",2.0458,15
I01965,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3.7559,19
I01965,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",3.9689,19
I01965,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.6006,13
I01965,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.3050,19
I01965,RJN,"EAST CHESHIRE NHS TRUST",3.9864,12
I01965,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3.0981,13
I01965,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",4.5173,13
I01965,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",3.8852,19
I01965,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",5.0368,19
I01965,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",2.7155,19
I01965,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",3.8218,13
I01965,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",3.7884,11
I01965,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",2.7554,19
I01965,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",2.9099,13
I01965,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",4.3792,19
I01965,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",3.4355,19
I01965,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",3.2108,12
I01965,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",1.9461,19
I01965,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.6775,19
I01965,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",4.0753,19
I01965,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",4.4551,19
I01965,RGQ,"IPSWICH HOSPITAL NHS TRUST",3.1380,13
I01965,R1F,"ISLE OF WIGHT NHS TRUST",4.0675,13
I01965,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.1809,12
I01965,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",3.6979,13
I01965,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",4.2543,19
I01965,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",3.0452,19
I01965,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",4.9654,19
I01965,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",3.7047,19
I01965,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2.7642,13
I01965,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",4.1644,19
I01965,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.1495,13
I01965,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",4.0305,19
I01965,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",4.4724,19
I01965,RPA,"MEDWAY NHS FOUNDATION TRUST",4.2337,19
I01965,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",5.1624,12
I01965,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",3.4923,13
I01965,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",4.5119,13
I01965,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.0395,14
I01965,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.6491,13
I01965,RVJ,"NORTH BRISTOL NHS TRUST",4.2084,19
I01965,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",3.7117,13
I01965,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",3.9763,18
I01965,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",4.4548,19
I01965,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2.8380,19
I01965,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",4.4880,13
I01965,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",3.0016,19
I01965,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",3.7603,19
I01965,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",4.0892,19
I01965,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",5.4041,19
I01965,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.4443,19
I01965,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",4.5192,13
I01965,RK9,"PLYMOUTH HOSPITALS NHS TRUST",6.0126,19
I01965,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",3.2663,13
I01965,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3.6986,13
I01965,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2.6466,12
I01965,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",4.7879,12
I01965,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",3.2437,13
I01965,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",4.4457,19
I01965,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",4.3462,19
I01965,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",3.8308,19
I01965,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",3.7310,13
I01965,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",5.3514,13
I01965,RNZ,"SALISBURY NHS FOUNDATION TRUST",3.3830,19
I01965,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",4.0777,13
I01965,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.9988,19
I01965,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",4.4363,13
