INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,ENG,"ENGLAND",3.8861,19
I01966,R1F,"ISLE OF WIGHT NHS TRUST",5.7035,13
I01966,R1H,"BARTS HEALTH NHS TRUST",3.7190,19
I01966,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",3.8582,12
I01966,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",3.7555,13
I01966,RA3,"WESTON AREA HEALTH NHS TRUST",3.9805,19
I01966,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",3.6112,19
I01966,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",3.8457,12
I01966,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",4.5559,19
I01966,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",2.9660,13
I01966,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.3555,19
I01966,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",3.9070,19
I01966,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",3.7969,19
I01966,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",3.8277,12
I01966,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",3.3232,19
I01966,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",3.2029,19
I01966,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.2724,12
I01966,RBK,"WALSALL HEALTHCARE NHS TRUST",3.9045,14
I01966,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",4.8065,19
I01966,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",4.5219,13
I01966,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",3.7866,12
I01966,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",4.0492,12
I01966,RC1,"BEDFORD HOSPITAL NHS TRUST",4.2210,19
I01966,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.6281,13
I01966,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3.1662,12
I01966,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",4.0709,12
I01966,RCF,"AIREDALE NHS FOUNDATION TRUST",3.9389,13
I01966,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",3.2958,13
I01966,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",4.1390,13
I01966,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",3.5265,13
I01966,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.5049,14
I01966,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.2048,13
I01966,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",5.1538,19
I01966,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3.5231,19
I01966,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",3.8499,13
I01966,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",3.9237,12
I01966,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",4.7366,12
I01966,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.3539,19
I01966,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",4.1877,13
I01966,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",3.5428,19
I01966,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",3.9199,19
I01966,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",3.3819,19
I01966,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",3.4973,13
I01966,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.0040,12
I01966,RGQ,"IPSWICH HOSPITAL NHS TRUST",3.9602,13
I01966,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",5.0814,12
I01966,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.0326,19
I01966,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",3.6184,13
I01966,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",5.0434,19
I01966,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.9330,19
I01966,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",4.0276,13
I01966,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2.8004,12
I01966,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",4.4918,13
I01966,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2.6520,13
I01966,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",2.9889,15
I01966,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.7598,19
I01966,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",3.8494,11
I01966,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",3.3243,13
I01966,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",3.3326,12
I01966,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",4.0685,19
I01966,RJN,"EAST CHESHIRE NHS TRUST",3.0953,12
I01966,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",3.1223,12
I01966,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",4.2972,13
I01966,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",3.9182,13
I01966,RK9,"PLYMOUTH HOSPITALS NHS TRUST",4.5143,19
I01966,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",3.3747,13
I01966,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",3.2896,19
I01966,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",4.3738,19
I01966,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",3.7530,13
I01966,RLQ,"WYE VALLEY NHS TRUST",4.5832,12
I01966,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",4.0184,11
I01966,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.4085,13
I01966,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",4.9924,19
I01966,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",5.5964,13
I01966,RMC,"BOLTON NHS FOUNDATION TRUST",4.0694,19
I01966,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",4.9232,19
I01966,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",3.6411,13
I01966,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",3.5356,15
I01966,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",2.6156,15
I01966,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",4.1160,19
I01966,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",3.9722,13
I01966,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",3.5088,13
I01966,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",3.6022,13
I01966,RNZ,"SALISBURY NHS FOUNDATION TRUST",3.5625,19
I01966,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",3.9069,19
I01966,RPA,"MEDWAY NHS FOUNDATION TRUST",3.6581,19
I01966,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",4.9399,19
I01966,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",4.0049,13
I01966,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",3.6270,19
I01966,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",3.7956,19
I01966,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",3.5786,13
I01966,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.2280,19
I01966,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",3.1347,12
I01966,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",3.7832,13
I01966,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4.5818,19
I01966,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",5.1298,13
I01966,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",5.5591,13
I01966,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",4.2347,19
I01966,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",3.7322,13
I01966,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3.1004,12
I01966,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",4.1896,19
I01966,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3.5441,9
I01966,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.6676,12
I01966,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",4.5032,11
I01966,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",5.5281,19
I01966,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",3.8423,13
I01966,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",4.0587,19
I01966,RVJ,"NORTH BRISTOL NHS TRUST",4.0727,19
I01966,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",4.0380,19
I01966,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",2.8530,13
I01966,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",3.5329,19
I01966,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",3.5322,19
I01966,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.2360,12
I01966,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",4.5674,13
I01966,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",4.1732,19
I01966,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",3.2524,16
I01966,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",3.6109,15
I01966,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",4.0828,19
I01966,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",4.2301,12
I01966,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.2210,19
I01966,RWJ,"STOCKPORT NHS FOUNDATION TRUST",3.8965,13
I01966,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",4.2177,13
I01966,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",4.3987,19
I01966,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",3.3100,15
I01966,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",5.2062,19
I01966,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",3.6668,12
I01966,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3.8504,13
I01966,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",3.8203,13
I01966,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",3.9789,13
I01966,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",4.6925,13
I01966,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",3.6374,12
I01966,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3.3763,13
I01966,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",3.0571,19
I01966,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",4.1099,13
I01966,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",4.1848,19
I01966,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",3.8631,19
I01966,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",3.8544,19
