INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,"ENGLAND",3.4483,19
I01965,R1F,"ISLE OF WIGHT NHS TRUST",4.3768,13
I01965,R1H,"BARTS HEALTH NHS TRUST",3.1941,19
I01965,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",3.4995,12
I01965,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",3.1427,13
I01965,RA3,"WESTON AREA HEALTH NHS TRUST",2.7771,19
I01965,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",2.7195,19
I01965,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",3.9200,12
I01965,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",5.1343,12
I01965,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",2.5838,13
I01965,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.4170,19
I01965,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",3.1770,19
I01965,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",4.1186,19
I01965,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",3.6109,12
I01965,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",3.0565,19
I01965,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",2.9061,19
I01965,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",2.9056,12
I01965,RBK,"WALSALL HEALTHCARE NHS TRUST",3.2383,14
I01965,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",4.0996,19
I01965,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",4.0715,13
I01965,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",3.5204,12
I01965,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",3.1129,11
I01965,RC1,"BEDFORD HOSPITAL NHS TRUST",3.6666,19
I01965,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2.9985,13
I01965,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",2.7557,12
I01965,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",3.5308,12
I01965,RCF,"AIREDALE NHS FOUNDATION TRUST",4.5710,13
I01965,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",2.6353,13
I01965,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",3.6492,13
I01965,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",2.6557,13
I01965,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.5327,14
I01965,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.9649,13
I01965,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",4.1827,19
I01965,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",2.7894,19
I01965,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2.9440,13
I01965,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",4.0102,12
I01965,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",4.8800,12
I01965,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.6407,19
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3.7605,13
I01965,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",2.9158,19
I01965,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",3.9363,15
I01965,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",2.5908,19
I01965,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",2.7558,13
I01965,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2.9152,12
I01965,RGQ,"IPSWICH HOSPITAL NHS TRUST",3.1821,13
I01965,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",3.7814,12
I01965,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2.3908,19
I01965,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",2.9084,13
I01965,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",4.1727,19
I01965,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.4244,19
