INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,2,YEAR_INDEX_1,0,,,0,
I00699,2,YEAR_INDEX_2,0.1529,0.0189,65.6912,1,0
I00699,2,YEAR_INDEX_3,0.3701,0.0199,346.9865,1,0
I00699,3,ADMIMETH_1,0,,,0,
I00699,3,ADMIMETH_3,0.6605,0.2835,5.4272,1,0.0198
I00699,3,CHARLSON_INDEX_1,0,,,0,
I00699,3,CHARLSON_INDEX_2,-0.2044,0.171,1.4289,1,0.2319
I00699,3,CHARLSON_INDEX_3,0.8029,0.111,52.3063,1,0
I00699,3,GENDER_1,0,,,0,
I00699,3,GENDER_2,0.1977,0.0867,5.1988,1,0.0226
I00699,3,Intercept,-5.842,0.6485,81.1499,1,0
I00699,3,STARTAGE_1,0,,,0,
I00699,3,STARTAGE_10,1.7103,0.6679,6.5567,1,0.0104
I00699,3,STARTAGE_11,1.2801,0.6866,3.4764,1,0.0622
I00699,3,STARTAGE_12,1.6111,0.6427,6.2841,1,0.0122
I00699,3,STARTAGE_13,2.0396,0.6227,10.7267,1,0.0011
I00699,3,STARTAGE_14,2.0648,0.6117,11.394,1,0.0007
I00699,3,STARTAGE_15,2.2746,0.6037,14.1953,1,0.0002
I00699,3,STARTAGE_16,2.3139,0.6027,14.742,1,0.0001
I00699,3,STARTAGE_17,2.7434,0.5968,21.1313,1,0
I00699,3,STARTAGE_18,3.1267,0.5949,27.6277,1,0
I00699,3,STARTAGE_19,3.4437,0.5941,33.6025,1,0
I00699,3,STARTAGE_2,-1.7008,0.9147,3.4572,1,0.063
I00699,3,STARTAGE_20,3.7882,0.5978,40.1582,1,0
I00699,3,STARTAGE_21,0.9635,1.1707,0.6773,1,0.4105
I00699,3,STARTAGE_3,-13.5946,362.6402,0.0014,1,0.9701
I00699,3,STARTAGE_4,-13.5766,637.386,0.0005,1,0.983
I00699,3,STARTAGE_5,-0.1344,1.1596,0.0134,1,0.9077
I00699,3,STARTAGE_6,-13.6784,851.3547,0.0003,1,0.9872
I00699,3,STARTAGE_7,-13.6363,896.7882,0.0002,1,0.9879
I00699,3,STARTAGE_8,0.5923,0.9198,0.4147,1,0.5196
I00699,3,STARTAGE_9,-0.3689,1.1603,0.1011,1,0.7505
I00699,3,YEAR_INDEX_1,0,,,0,
I00699,3,YEAR_INDEX_2,0.1261,0.1069,1.3923,1,0.238
I00699,3,YEAR_INDEX_3,0.3458,0.1056,10.7228,1,0.0011
I00699,4,ADMIMETH_1,0,,,0,
I00699,4,ADMIMETH_2,-14.64,6219.2916,0,1,0.9981
I00699,4,ADMIMETH_3,0.9106,0.2172,17.5728,1,0
I00699,4,CHARLSON_INDEX_1,0,,,0,
I00699,4,CHARLSON_INDEX_2,0.0869,0.1642,0.2799,1,0.5968
I00699,4,CHARLSON_INDEX_3,0.6814,0.1349,25.5143,1,0
I00699,4,GENDER_1,0,,,0,
I00699,4,GENDER_2,-0.3341,0.1028,10.5595,1,0.0012
I00699,4,Intercept,-19.8266,366.5055,0.0029,1,0.9569
I00699,4,STARTAGE_1,0,,,0,
I00699,4,STARTAGE_10,14.5537,366.5058,0.0016,1,0.9683
I00699,4,STARTAGE_11,15.3408,366.5056,0.0018,1,0.9666
I00699,4,STARTAGE_12,15.8648,366.5055,0.0019,1,0.9655
I00699,4,STARTAGE_13,15.6248,366.5055,0.0018,1,0.966
I00699,4,STARTAGE_14,16.1974,366.5055,0.002,1,0.9647
I00699,4,STARTAGE_15,16.2423,366.5055,0.002,1,0.9647
I00699,4,STARTAGE_16,16.4411,366.5055,0.002,1,0.9642
I00699,4,STARTAGE_17,16.6379,366.5055,0.0021,1,0.9638
I00699,4,STARTAGE_18,16.5182,366.5055,0.002,1,0.9641
I00699,4,STARTAGE_19,16.8009,366.5055,0.0021,1,0.9634
I00699,4,STARTAGE_2,13.1019,366.5061,0.0013,1,0.9715
I00699,4,STARTAGE_20,17.1099,366.5055,0.0022,1,0.9628
I00699,4,STARTAGE_21,15.2805,366.5058,0.0017,1,0.9667
I00699,4,STARTAGE_3,13.1831,366.5068,0.0013,1,0.9713
I00699,4,STARTAGE_4,13.8926,366.5068,0.0014,1,0.9698
I00699,4,STARTAGE_5,0.0296,1007.4527,0,1,1
I00699,4,STARTAGE_6,13.5324,366.5068,0.0014,1,0.9705
I00699,4,STARTAGE_7,0.0465,929.6688,0,1,1
I00699,4,STARTAGE_8,14.2345,366.5061,0.0015,1,0.969
I00699,4,STARTAGE_9,15.0152,366.5057,0.0017,1,0.9673
I00699,4,YEAR_INDEX_1,0,,,0,
I00699,4,YEAR_INDEX_2,0.2005,0.1237,2.6271,1,0.1051
I00699,4,YEAR_INDEX_3,0.2586,0.1238,4.3625,1,0.0367
I00699,5,ADMIMETH_1,0,,,0,
I00699,5,ADMIMETH_2,-7.6114,390.8666,0.0004,1,0.9845
I00699,5,ADMIMETH_3,1.6953,0.2687,39.8078,1,0
I00699,5,CHARLSON_INDEX_1,0,,,0,
I00699,5,CHARLSON_INDEX_2,0.6355,0.1754,13.1338,1,0.0003
I00699,5,CHARLSON_INDEX_3,1.6944,0.1371,152.7836,1,0
I00699,5,GENDER_1,0,,,0,
I00699,5,GENDER_2,-0.0139,0.1276,0.0118,1,0.9134
I00699,5,GENDER_3,-9.9375,781.7682,0.0002,1,0.9899
I00699,5,Intercept,-5.7165,0.3025,356.9932,1,0
I00699,5,STARTAGE_21,0,,,0,
I00699,5,YEAR_INDEX_1,0,,,0,
I00699,5,YEAR_INDEX_2,0.0326,0.1428,0.0521,1,0.8195
I00699,5,YEAR_INDEX_3,0.1098,0.1366,0.6467,1,0.4213
I00699,6,ADMIMETH_1,0,,,0,
I00699,6,ADMIMETH_2,-11.6299,1517.4814,0.0001,1,0.9939
I00699,6,ADMIMETH_3,0.9328,0.2132,19.1445,1,0
I00699,6,CHARLSON_INDEX_1,0,,,0,
I00699,6,CHARLSON_INDEX_2,0.3607,0.1454,6.1516,1,0.0131
I00699,6,CHARLSON_INDEX_3,1.6995,0.1067,253.6367,1,0
I00699,6,GENDER_1,0,,,0,
I00699,6,GENDER_2,0.1138,0.0812,1.9623,1,0.1613
I00699,6,GENDER_3,-13.5023,5954.0883,0,1,0.9982
I00699,6,Intercept,-9.5986,0.3753,654.2107,1,0
I00699,6,STARTAGE_1,0,,,0,
I00699,6,STARTAGE_10,1.9526,0.44,19.6956,1,0
I00699,6,STARTAGE_11,2.5185,0.3838,43.0585,1,0
I00699,6,STARTAGE_12,2.8216,0.3645,59.9359,1,0
I00699,6,STARTAGE_13,2.9429,0.3626,65.8584,1,0
I00699,6,STARTAGE_14,3.3343,0.3484,91.5918,1,0
I00699,6,STARTAGE_15,3.8117,0.3367,128.1614,1,0
I00699,6,STARTAGE_16,3.9474,0.338,136.4159,1,0
I00699,6,STARTAGE_17,4.1961,0.3335,158.2698,1,0
I00699,6,STARTAGE_18,4.2569,0.3349,161.5613,1,0
I00699,6,STARTAGE_19,4.7259,0.3318,202.9192,1,0
I00699,6,STARTAGE_2,-1.115,0.4496,6.1505,1,0.0131
I00699,6,STARTAGE_20,5.0245,0.3358,223.8648,1,0
I00699,6,STARTAGE_21,2.681,0.416,41.5413,1,0
I00699,6,STARTAGE_3,-1.6276,1.0447,2.427,1,0.1193
I00699,6,STARTAGE_4,0.0104,0.7693,0.0002,1,0.9892
I00699,6,STARTAGE_5,-0.0716,0.7694,0.0086,1,0.9259
I00699,6,STARTAGE_6,-11.11,186.8791,0.0035,1,0.9526
I00699,6,STARTAGE_7,1.3327,0.5086,6.8658,1,0.0088
I00699,6,STARTAGE_8,-0.3473,1.0452,0.1104,1,0.7397
I00699,6,STARTAGE_9,2.2711,0.4121,30.3782,1,0
I00699,6,YEAR_INDEX_1,0,,,0,
I00699,6,YEAR_INDEX_2,0.1294,0.097,1.7808,1,0.1821
I00699,6,YEAR_INDEX_3,0.1977,0.0961,4.2347,1,0.0396
I00699,7,ADMIMETH_1,0,,,0,
I00699,7,ADMIMETH_2,2.3834,1.0709,4.9535,1,0.026
I00699,7,ADMIMETH_3,2.8348,0.0537,2786.6264,1,0
I00699,7,CHARLSON_INDEX_1,0,,,0,
I00699,7,CHARLSON_INDEX_2,0.1641,0.0775,4.4879,1,0.0341
I00699,7,CHARLSON_INDEX_3,0.9062,0.0504,323.018,1,0
I00699,7,GENDER_1,0,,,0,
I00699,7,GENDER_2,0.0336,0.0509,0.4364,1,0.5089
I00699,7,GENDER_3,-11.1901,2883.8465,0,1,0.9969
I00699,7,Intercept,-17.023,609.1129,0.0008,1,0.9777
I00699,7,STARTAGE_1,0,,,0,
I00699,7,STARTAGE_10,11.3904,609.1129,0.0003,1,0.9851
I00699,7,STARTAGE_11,11.6918,609.1129,0.0004,1,0.9847
I00699,7,STARTAGE_12,11.825,609.1129,0.0004,1,0.9845
I00699,7,STARTAGE_13,11.9608,609.1129,0.0004,1,0.9843
I00699,7,STARTAGE_14,12.1271,609.1129,0.0004,1,0.9841
I00699,7,STARTAGE_15,12.2793,609.1129,0.0004,1,0.9839
I00699,7,STARTAGE_16,12.4152,609.1129,0.0004,1,0.9837
I00699,7,STARTAGE_17,12.7129,609.1129,0.0004,1,0.9833
I00699,7,STARTAGE_18,12.7917,609.1129,0.0004,1,0.9832
I00699,7,STARTAGE_19,13.2824,609.1129,0.0005,1,0.9826
I00699,7,STARTAGE_2,-0.1855,656.4295,0,1,0.9998
I00699,7,STARTAGE_20,13.5403,609.1129,0.0005,1,0.9823
I00699,7,STARTAGE_21,11.2581,609.1133,0.0003,1,0.9853
I00699,7,STARTAGE_3,-0.2659,643.2205,0,1,0.9997
I00699,7,STARTAGE_4,10.5145,609.1137,0.0003,1,0.9862
I00699,7,STARTAGE_5,0.3981,643.892,0,1,0.9995
I00699,7,STARTAGE_6,11.617,609.1131,0.0004,1,0.9848
I00699,7,STARTAGE_7,11.3593,609.1131,0.0003,1,0.9851
I00699,7,STARTAGE_8,11.3187,609.113,0.0003,1,0.9852
I00699,7,STARTAGE_9,11.2292,609.1129,0.0003,1,0.9853
I00699,7,YEAR_INDEX_1,0,,,0,
I00699,7,YEAR_INDEX_2,0.139,0.0557,6.2237,1,0.0126
I00699,7,YEAR_INDEX_3,0.0554,0.0569,0.9467,1,0.3306
I00699,8,ADMIMETH_1,0,,,0,
I00699,8,ADMIMETH_3,2.1726,0.0427,2589.2055,1,0
I00699,8,CHARLSON_INDEX_1,0,,,0,
I00699,8,CHARLSON_INDEX_2,0.185,0.0556,11.09,1,0.0009
I00699,8,CHARLSON_INDEX_3,1.0703,0.0368,847.3527,1,0
I00699,8,GENDER_1,0,,,0,
I00699,8,GENDER_2,-0.0277,0.0357,0.5997,1,0.4387
I00699,8,GENDER_3,-9.2527,138.9197,0.0044,1,0.9469
I00699,8,Intercept,9.0313,274.209,0.0011,1,0.9737
I00699,8,STARTAGE_10,-13.0644,274.2091,0.0023,1,0.962
I00699,8,STARTAGE_11,-13.0246,274.209,0.0023,1,0.9621
I00699,8,STARTAGE_12,-12.9407,274.209,0.0022,1,0.9624
I00699,8,STARTAGE_13,-12.8163,274.209,0.0022,1,0.9627
I00699,8,STARTAGE_14,-12.7706,274.209,0.0022,1,0.9629
I00699,8,STARTAGE_15,-12.777,274.209,0.0022,1,0.9628
I00699,8,STARTAGE_16,-12.773,274.209,0.0022,1,0.9628
I00699,8,STARTAGE_17,-12.5336,274.209,0.0021,1,0.9635
I00699,8,STARTAGE_18,-12.2452,274.209,0.002,1,0.9644
I00699,8,STARTAGE_19,-12.0977,274.209,0.0019,1,0.9648
I00699,8,STARTAGE_20,-11.9137,274.209,0.0019,1,0.9653
I00699,8,STARTAGE_21,-13.193,274.2095,0.0023,1,0.9616
I00699,8,STARTAGE_5,0,,,0,
I00699,8,STARTAGE_6,-12.957,274.2115,0.0022,1,0.9623
I00699,8,STARTAGE_7,-12.7285,274.2097,0.0022,1,0.963
I00699,8,STARTAGE_8,-12.7549,274.2093,0.0022,1,0.9629
I00699,8,STARTAGE_9,-12.8576,274.2091,0.0022,1,0.9626
I00699,8,YEAR_INDEX_1,0,,,0,
I00699,8,YEAR_INDEX_2,0.0114,0.0402,0.0811,1,0.7758
I00699,8,YEAR_INDEX_3,0.0516,0.0397,1.6883,1,0.1938
I00699,9,ADMIMETH_1,0,,,0,
I00699,9,ADMIMETH_2,2.4254,1.2677,3.6603,1,0.0557
I00699,9,ADMIMETH_3,2.2748,0.0512,1974.0913,1,0
I00699,9,CHARLSON_INDEX_1,0,,,0,
I00699,9,CHARLSON_INDEX_2,-0.0018,0.0738,0.0006,1,0.9809
I00699,9,CHARLSON_INDEX_3,0.9342,0.0462,409.2941,1,0
I00699,9,GENDER_1,0,,,0,
I00699,9,GENDER_2,0.0449,0.0412,1.1844,1,0.2765
I00699,9,GENDER_3,-12.2545,608.4149,0.0004,1,0.9839
I00699,9,Intercept,-15.1282,304.1535,0.0025,1,0.9603
I00699,9,STARTAGE_1,0,,,0,
I00699,9,STARTAGE_10,11.0736,304.1535,0.0013,1,0.971
I00699,9,STARTAGE_11,11.1052,304.1535,0.0013,1,0.9709
I00699,9,STARTAGE_12,11.1341,304.1535,0.0013,1,0.9708
I00699,9,STARTAGE_13,11.2324,304.1535,0.0014,1,0.9705
I00699,9,STARTAGE_14,11.2787,304.1535,0.0014,1,0.9704
I00699,9,STARTAGE_15,11.3517,304.1535,0.0014,1,0.9702
I00699,9,STARTAGE_16,11.5324,304.1535,0.0014,1,0.9698
I00699,9,STARTAGE_17,11.6703,304.1535,0.0015,1,0.9694
I00699,9,STARTAGE_18,11.7716,304.1535,0.0015,1,0.9691
I00699,9,STARTAGE_19,12.0281,304.1535,0.0016,1,0.9685
I00699,9,STARTAGE_20,12.2238,304.1535,0.0016,1,0.9679
I00699,9,STARTAGE_21,12.1476,304.1539,0.0016,1,0.9681
I00699,9,STARTAGE_3,2.2662,680.2044,0,1,0.9973
I00699,9,STARTAGE_4,1.1235,341.1784,0,1,0.9974
I00699,9,STARTAGE_5,1.7586,369.1727,0,1,0.9962
I00699,9,STARTAGE_6,11.0917,304.1539,0.0013,1,0.9709
I00699,9,STARTAGE_7,10.6024,304.1537,0.0012,1,0.9722
I00699,9,STARTAGE_8,11.0556,304.1535,0.0013,1,0.971
I00699,9,STARTAGE_9,11.4315,304.1535,0.0014,1,0.97
I00699,9,YEAR_INDEX_1,0,,,0,
I00699,9,YEAR_INDEX_2,0.0004,0.0478,0.0001,1,0.9937
I00699,9,YEAR_INDEX_3,0.0403,0.0475,0.7206,1,0.3959
I00699,10,ADMIMETH_1,0,,,0,
I00699,10,ADMIMETH_2,-9.2421,433.346,0.0005,1,0.983
I00699,10,ADMIMETH_3,2.3772,0.0336,5005.6867,1,0
I00699,10,CHARLSON_INDEX_1,0,,,0,
I00699,10,CHARLSON_INDEX_2,0.3584,0.0599,35.8412,1,0
I00699,10,CHARLSON_INDEX_3,1.3189,0.037,1269.9817,1,0
I00699,10,GENDER_1,0,,,0,
I00699,10,GENDER_2,-0.0331,0.0271,1.4881,1,0.2225
I00699,10,GENDER_3,-8.8451,773.5717,0.0001,1,0.9909
I00699,10,Intercept,-15.7104,773.5713,0.0004,1,0.9838
I00699,10,STARTAGE_10,10.2712,773.5713,0.0002,1,0.9894
I00699,10,STARTAGE_11,10.4592,773.5713,0.0002,1,0.9892
I00699,10,STARTAGE_12,10.458,773.5713,0.0002,1,0.9892
I00699,10,STARTAGE_13,10.6641,773.5713,0.0002,1,0.989
I00699,10,STARTAGE_14,10.7898,773.5713,0.0002,1,0.9889
I00699,10,STARTAGE_15,10.9541,773.5713,0.0002,1,0.9887
I00699,10,STARTAGE_16,11.1419,773.5713,0.0002,1,0.9885
I00699,10,STARTAGE_17,11.2976,773.5713,0.0002,1,0.9883
I00699,10,STARTAGE_18,11.701,773.5713,0.0002,1,0.9879
I00699,10,STARTAGE_19,11.8976,773.5713,0.0002,1,0.9877
I00699,10,STARTAGE_20,12.1958,773.5713,0.0002,1,0.9874
I00699,10,STARTAGE_21,10.9968,773.5716,0.0002,1,0.9887
I00699,10,STARTAGE_3,0,,,0,
I00699,10,STARTAGE_4,0.2114,792.5536,0,1,0.9998
I00699,10,STARTAGE_5,-0.0155,779.8831,0,1,1
I00699,10,STARTAGE_6,8.4141,773.572,0.0001,1,0.9913
I00699,10,STARTAGE_7,10.5594,773.5714,0.0002,1,0.9891
I00699,10,STARTAGE_8,10.2414,773.5714,0.0002,1,0.9894
I00699,10,STARTAGE_9,9.8586,773.5714,0.0002,1,0.9898
I00699,10,YEAR_INDEX_1,0,,,0,
I00699,10,YEAR_INDEX_2,0.0312,0.0333,0.8784,1,0.3486
I00699,10,YEAR_INDEX_3,0.1115,0.0332,11.2875,1,0.0008
I00699,11,ADMIMETH_1,0,,,0,
I00699,11,ADMIMETH_2,1.8634,1.1105,2.8154,1,0.0934
I00699,11,ADMIMETH_3,2.5748,0.0428,3613.6074,1,0
I00699,11,CHARLSON_INDEX_1,0,,,0,
I00699,11,CHARLSON_INDEX_2,0.375,0.0789,22.59,1,0
I00699,11,CHARLSON_INDEX_3,1.3746,0.0489,790.2158,1,0
I00699,11,GENDER_1,0,,,0,
I00699,11,GENDER_2,-0.1144,0.0387,8.7496,1,0.0031
I00699,11,GENDER_3,21.4773,26205.8891,0,1,0.9993
I00699,11,Intercept,-14.6372,154.5317,0.009,1,0.9245
I00699,11,STARTAGE_10,9.515,154.5318,0.0038,1,0.9509
I00699,11,STARTAGE_11,9.4538,154.5318,0.0037,1,0.9512
I00699,11,STARTAGE_12,9.5636,154.5318,0.0038,1,0.9507
I00699,11,STARTAGE_13,9.5818,154.5317,0.0038,1,0.9506
I00699,11,STARTAGE_14,9.696,154.5317,0.0039,1,0.95
I00699,11,STARTAGE_15,9.8343,154.5317,0.004,1,0.9493
I00699,11,STARTAGE_16,10.0908,154.5317,0.0043,1,0.9479
I00699,11,STARTAGE_17,10.2484,154.5317,0.0044,1,0.9471
I00699,11,STARTAGE_18,10.5819,154.5317,0.0047,1,0.9454
I00699,11,STARTAGE_19,10.8015,154.5317,0.0049,1,0.9443
I00699,11,STARTAGE_20,11.0324,154.5318,0.0051,1,0.9431
I00699,11,STARTAGE_21,9.1679,154.5325,0.0035,1,0.9527
I00699,11,STARTAGE_5,0,,,0,
I00699,11,STARTAGE_6,9.3023,154.533,0.0036,1,0.952
I00699,11,STARTAGE_7,9.2974,154.5322,0.0036,1,0.952
I00699,11,STARTAGE_8,9.5777,154.532,0.0038,1,0.9506
I00699,11,STARTAGE_9,9.4449,154.5319,0.0037,1,0.9513
I00699,11,YEAR_INDEX_1,0,,,0,
I00699,11,YEAR_INDEX_2,-0.0701,0.0453,2.3928,1,0.1219
I00699,11,YEAR_INDEX_3,-0.0055,0.0455,0.0144,1,0.9045
I00699,12,ADMIMETH_1,0,,,0,
I00699,12,ADMIMETH_2,-11.2607,908.1888,0.0002,1,0.9901
I00699,12,ADMIMETH_3,2.6105,0.0563,2150.3537,1,0
I00699,12,CHARLSON_INDEX_1,0,,,0,
I00699,12,CHARLSON_INDEX_2,0.2189,0.0734,8.9056,1,0.0028
I00699,12,CHARLSON_INDEX_3,0.7711,0.0508,230.3976,1,0
I00699,12,GENDER_1,0,,,0,
I00699,12,GENDER_2,0.0056,0.0449,0.0154,1,0.9012
I00699,12,GENDER_3,-13.5615,1008.9457,0.0002,1,0.9893
I00699,12,Intercept,-5.4559,0.7326,55.4552,1,0
I00699,12,STARTAGE_1,0,,,0,
I00699,12,STARTAGE_10,1.3037,0.7548,2.9827,1,0.0842
I00699,12,STARTAGE_11,1.4281,0.7416,3.708,1,0.0542
I00699,12,STARTAGE_12,1.5147,0.7364,4.2308,1,0.0397
I00699,12,STARTAGE_13,1.5846,0.734,4.6604,1,0.0309
I00699,12,STARTAGE_14,1.6345,0.7328,4.975,1,0.0257
I00699,12,STARTAGE_15,1.7906,0.7324,5.9776,1,0.0145
I00699,12,STARTAGE_16,1.9186,0.7323,6.864,1,0.0088
I00699,12,STARTAGE_17,2.1959,0.7321,8.9963,1,0.0027
I00699,12,STARTAGE_18,2.2981,0.7327,9.8373,1,0.0017
I00699,12,STARTAGE_19,2.8023,0.7351,14.5314,1,0.0001
I00699,12,STARTAGE_2,-0.9058,0.8902,1.0353,1,0.3089
I00699,12,STARTAGE_20,2.8184,0.7413,14.4548,1,0.0001
I00699,12,STARTAGE_21,1.2293,0.779,2.4899,1,0.1146
I00699,12,STARTAGE_3,0.042,1.0406,0.0016,1,0.9678
I00699,12,STARTAGE_4,-10.384,193.8865,0.0029,1,0.9573
I00699,12,STARTAGE_5,-1.228,1.2517,0.9625,1,0.3265
I00699,12,STARTAGE_6,0.1534,0.9525,0.0259,1,0.8721
I00699,12,STARTAGE_7,1.2463,0.8349,2.2281,1,0.1355
I00699,12,STARTAGE_8,1.1771,0.7942,2.1967,1,0.1383
I00699,12,STARTAGE_9,1.5118,0.7641,3.9148,1,0.0479
I00699,12,YEAR_INDEX_1,0,,,0,
I00699,12,YEAR_INDEX_2,0.0385,0.0517,0.5558,1,0.456
I00699,12,YEAR_INDEX_3,0.0011,0.0522,0.0004,1,0.9832
I00699,13,ADMIMETH_1,0,,,0,
I00699,13,ADMIMETH_2,3.6542,1.2144,9.0551,1,0.0026
I00699,13,ADMIMETH_3,1.7235,0.0453,1446.5936,1,0
I00699,13,CHARLSON_INDEX_1,0,,,0,
I00699,13,CHARLSON_INDEX_2,0.1612,0.0616,6.8457,1,0.0089
I00699,13,CHARLSON_INDEX_3,1.2004,0.0408,863.9082,1,0
I00699,13,GENDER_1,0,,,0,
I00699,13,GENDER_2,-0.0624,0.0319,3.8401,1,0.05
I00699,13,Intercept,-13.802,210.2328,0.0043,1,0.9477
I00699,13,STARTAGE_10,9.9365,210.2328,0.0022,1,0.9623
I00699,13,STARTAGE_11,10.2565,210.2328,0.0024,1,0.9611
I00699,13,STARTAGE_12,10.4042,210.2328,0.0024,1,0.9605
I00699,13,STARTAGE_13,10.4868,210.2328,0.0025,1,0.9602
I00699,13,STARTAGE_14,10.6133,210.2328,0.0025,1,0.9597
I00699,13,STARTAGE_15,10.6949,210.2328,0.0026,1,0.9594
I00699,13,STARTAGE_16,10.9167,210.2328,0.0027,1,0.9586
I00699,13,STARTAGE_17,11.0842,210.2328,0.0028,1,0.958
I00699,13,STARTAGE_18,11.3788,210.2328,0.0029,1,0.9568
I00699,13,STARTAGE_19,11.6181,210.2328,0.0031,1,0.9559
I00699,13,STARTAGE_2,0,,,0,
I00699,13,STARTAGE_20,12.0518,210.2328,0.0033,1,0.9543
I00699,13,STARTAGE_21,-1.2624,287.9055,0,1,0.9965
I00699,13,STARTAGE_3,-0.1907,346.0934,0,1,0.9996
I00699,13,STARTAGE_4,-1.2278,364.4547,0,1,0.9973
I00699,13,STARTAGE_5,10.0388,210.2358,0.0023,1,0.9619
I00699,13,STARTAGE_6,7.9265,210.2353,0.0014,1,0.9699
I00699,13,STARTAGE_7,9.6539,210.2335,0.0021,1,0.9634
I00699,13,STARTAGE_8,9.7185,210.2332,0.0021,1,0.9631
I00699,13,STARTAGE_9,10.1474,210.2329,0.0023,1,0.9615
