INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,RCF,AIREDALE NHS FOUNDATION TRUST,0.8842,2,33765,1005,1135,0.9108,1.0952,0.8745,1.1436
I00699,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,0.9721,2,45360,1675,1720,0.9272,1.0768,0.8783,1.1386
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1.0345,2,84730,3030,2925,0.9439,1.0584,0.8815,1.1345
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1.0185,2,49130,1625,1595,0.9244,1.0798,0.8777,1.1393
I00699,R1H,BARTS HEALTH NHS TRUST,0.9319,2,176855,3705,3975,0.9517,1.05,0.8827,1.1329
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0423,2,78560,2220,2130,0.9343,1.0688,0.8797,1.1367
I00699,RC1,BEDFORD HOSPITAL NHS TRUST,1.1222,2,36950,1330,1185,0.9126,1.0931,0.8749,1.143
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1.1241,2,56120,2415,2150,0.9347,1.0685,0.8798,1.1366
I00699,RMC,BOLTON NHS FOUNDATION TRUST,1.1646,1,61190,1725,1480,0.9216,1.0829,0.8771,1.1402
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,0.9606,2,96415,1900,1980,0.932,1.0714,0.8793,1.1373
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,0.9789,2,70050,2295,2345,0.9374,1.0655,0.8803,1.136
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1.0151,2,63935,1620,1595,0.9244,1.0798,0.8777,1.1393
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,0.982,2,71130,2265,2305,0.9369,1.066,0.8802,1.1361
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.8449,3,75815,2210,2615,0.9407,1.0619,0.8809,1.1352
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,0.7493,3,98030,1615,2155,0.9348,1.0684,0.8798,1.1366
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,0.9879,2,51645,1810,1830,0.9293,1.0744,0.8787,1.138
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1.0913,2,49070,1555,1425,0.9202,1.0846,0.8767,1.1406
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1.1513,1,80970,3125,2715,0.9418,1.0607,0.8811,1.1349
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,0.9582,2,35710,1310,1365,0.9184,1.0865,0.8763,1.1411
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1.0633,2,57055,1510,1420,0.92,1.0847,0.8767,1.1406
I00699,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1.1183,2,74005,2865,2565,0.9401,1.0626,0.8808,1.1353
I00699,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1.158,1,29015,1110,960,0.9031,1.1039,0.8724,1.1462
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,0.8897,2,68715,2205,2480,0.9391,1.0636,0.8806,1.1356
I00699,RJN,EAST CHESHIRE NHS TRUST,1.1513,1,20070,940,815,0.8954,1.1129,0.8703,1.1491
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1.0683,2,110485,4075,3815,0.9507,1.0511,0.8825,1.1331
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,1.071,2,90355,2770,2585,0.9403,1.0623,0.8809,1.1353
I00699,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1.0831,2,111440,4445,4105,0.9525,1.0492,0.8828,1.1328
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,0.9725,2,64720,2675,2750,0.9421,1.0604,0.8812,1.1349
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,0.9245,2,63995,1820,1970,0.9318,1.0716,0.8793,1.1373
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,0.973,2,126640,3635,3735,0.9502,1.0516,0.8825,1.1332
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1.0482,2,32900,1415,1350,0.9179,1.0871,0.8762,1.1413
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1.1263,2,24065,1135,1010,0.9056,1.1011,0.8731,1.1453
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1.0526,2,94335,3015,2865,0.9433,1.0591,0.8814,1.1346
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,0.9497,2,62735,1795,1890,0.9304,1.0731,0.879,1.1377
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,0.7456,3,97350,1480,1980,0.932,1.0714,0.8793,1.1373
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1.0081,2,69125,2195,2175,0.9351,1.068,0.8799,1.1365
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,0.9722,2,28450,975,1000,0.9052,1.1015,0.873,1.1455
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,0.7703,3,45625,530,690,0.8864,1.1234,0.8676,1.1527
I00699,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,1.0393,2,85630,3400,3270,0.9468,1.0552,0.8819,1.1339
I00699,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,0.6889,3,111445,2140,3105,0.9455,1.0567,0.8817,1.1342
I00699,R1F,ISLE OF WIGHT NHS TRUST,1.053,2,18270,895,850,0.8975,1.1105,0.8709,1.1483
I00699,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0774,2,34000,1685,1565,0.9237,1.0806,0.8775,1.1396
I00699,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1.0142,2,51470,1695,1670,0.9261,1.078,0.8781,1.1389
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,0.9411,2,113565,3080,3270,0.9468,1.0552,0.8819,1.1339
I00699,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,0.768,3,62265,1195,1555,0.9235,1.0809,0.8775,1.1396
I00699,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,0.9783,2,79350,2370,2425,0.9384,1.0644,0.8805,1.1357
I00699,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1.0838,2,120875,4170,3850,0.9509,1.0508,0.8826,1.1331
I00699,RJ2,LEWISHAM AND GREENWICH NHS TRUST,0.9467,2,92655,2395,2530,0.9397,1.0629,0.8807,1.1354
I00699,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0125,2,117055,4105,4055,0.9522,1.0495,0.8827,1.1328
I00699,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,0.8256,3,106020,2535,3075,0.9452,1.057,0.8817,1.1342
I00699,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.0159,2,84305,1790,1765,0.928,1.0758,0.8785,1.1383
I00699,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,0.9519,2,177400,3405,3575,0.9491,1.0528,0.8823,1.1334
I00699,RPA,MEDWAY NHS FOUNDATION TRUST,1.1146,2,55520,1960,1755,0.9279,1.0759,0.8784,1.1384
I00699,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1.0038,2,52430,1520,1510,0.9224,1.082,0.8773,1.1399
I00699,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,1.1094,2,55800,2020,1825,0.9292,1.0745,0.8787,1.138
I00699,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1.0637,2,93450,3020,2840,0.943,1.0594,0.8813,1.1347
I00699,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.158,1,43445,1390,1200,0.9132,1.0924,0.8751,1.1428
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.1338,2,90635,3655,3225,0.9465,1.0556,0.8819,1.1339
I00699,RVJ,NORTH BRISTOL NHS TRUST,0.8776,3,92215,2205,2510,0.9395,1.0632,0.8807,1.1355
I00699,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,0.9982,2,47125,1935,1940,0.9313,1.0722,0.8791,1.1375
I00699,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0.8742,3,48540,1275,1460,0.921,1.0836,0.8769,1.1403
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,0.9793,2,60030,2085,2125,0.9343,1.0688,0.8797,1.1367
I00699,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1.1282,2,83265,2945,2610,0.9406,1.062,0.8809,1.1352
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1.0051,2,75925,2110,2100,0.9339,1.0693,0.8797,1.1368
I00699,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1.0189,2,29315,1005,985,0.9045,1.1023,0.8728,1.1457
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1.1629,1,59575,2540,2185,0.9352,1.0679,0.8799,1.1365
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1.0286,2,83040,3295,3200,0.9463,1.0558,0.8818,1.134
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1.044,2,140285,4525,4330,0.9537,1.0478,0.883,1.1326
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.9175,2,121005,3245,3535,0.9488,1.0531,0.8822,1.1335
I00699,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1.076,2,130775,4065,3780,0.9505,1.0513,0.8825,1.1332
I00699,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,0.8871,2,50875,1600,1800,0.9288,1.075,0.8786,1.1381
I00699,RHU,PORTSMOUTH HOSPITALS NHS TRUST,1.0554,2,83795,3150,2985,0.9444,1.0579,0.8815,1.1344
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1.1184,2,69090,2180,1950,0.9315,1.072,0.8792,1.1374
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,0.9021,2,70670,2270,2515,0.9395,1.0631,0.8807,1.1355
