INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,ENG,"ENGLAND",293659,62545,58884,59007,57699,51997,3527,21,20,20,20,18,1
I00743,RCF,"AIREDALE NHS FOUNDATION TRUST",1030,190,125,265,230,215,*,18,12,26,22,21,*
I00743,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1650,10,215,315,420,685,*,1,13,19,25,42,*
I00743,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2980,435,655,805,560,340,180,15,22,27,19,11,6
I00743,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1625,620,460,275,180,70,20,38,28,17,11,4,1
I00743,R1H,"BARTS HEALTH NHS TRUST",3610,875,1470,515,400,260,95,24,41,14,11,7,3
I00743,RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",3065,385,715,595,575,780,20,13,23,19,19,25,1
I00743,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2400,805,645,345,400,195,10,34,27,14,17,8,0
I00743,RMC,"BOLTON NHS FOUNDATION TRUST",1725,805,295,195,255,165,10,47,17,11,15,10,1
I00743,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1850,920,465,230,145,75,15,50,25,12,8,4,1
I00743,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2295,235,280,470,610,625,80,10,12,20,27,27,3
I00743,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1665,20,155,240,455,785,*,1,9,14,27,47,*
I00743,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2260,640,500,445,460,205,15,28,22,20,20,9,1
I00743,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2235,75,215,525,630,775,15,3,10,23,28,35,1
I00743,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1660,135,505,485,245,180,115,8,30,29,15,11,7
I00743,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1830,340,410,380,320,345,35,19,22,21,17,19,2
I00743,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1540,250,225,165,265,395,240,16,15,11,17,26,16
I00743,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3075,945,875,440,390,415,10,31,28,14,13,13,0
I00743,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1315,260,365,280,235,160,10,20,28,21,18,12,1
I00743,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1535,210,320,345,345,310,*,14,21,22,22,20,*
I00743,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2830,1055,630,500,475,170,*,37,22,18,17,6,*
I00743,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1140,105,235,380,320,80,20,9,21,33,28,7,2
I00743,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2230,70,355,595,445,755,10,3,16,27,20,34,0
I00743,RJN,"EAST CHESHIRE NHS TRUST",940,30,170,135,235,370,*,3,18,14,25,39,*
I00743,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4085,805,895,1045,985,345,15,20,22,26,24,8,0
I00743,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2780,1170,690,305,400,210,*,42,25,11,14,8,*
I00743,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4400,740,820,1200,845,710,90,17,19,27,19,16,2
I00743,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2670,450,570,760,625,255,10,17,21,28,23,10,0
I00743,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1810,35,210,230,480,855,*,2,12,13,27,47,*
I00743,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3740,75,455,595,795,1770,55,2,12,16,21,47,1
I00743,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1480,490,415,210,255,105,*,33,28,14,17,7,*
I00743,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1160,180,340,295,235,110,*,16,29,25,20,9,*
I00743,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3105,260,420,695,780,935,15,8,14,22,25,30,0
I00743,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1875,200,250,345,590,485,*,11,13,18,31,26,*
I00743,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1515,335,595,260,150,125,45,22,39,17,10,8,3
I00743,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2245,15,265,320,635,995,10,1,12,14,28,44,0
I00743,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",980,30,30,180,325,410,*,3,3,18,33,42,*
I00743,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",530,265,225,25,*,*,*,50,42,5,*,*,*
I00743,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",3405,1060,710,480,585,555,10,31,21,14,17,16,0
I00743,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2205,475,720,470,330,165,45,22,33,21,15,7,2
I00743,R1F,"ISLE OF WIGHT NHS TRUST",875,95,325,245,170,35,*,11,37,28,19,4,*
I00743,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1635,395,420,550,185,85,*,24,26,34,11,5,*
I00743,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1685,250,365,415,345,265,50,15,22,25,20,16,3
I00743,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3125,470,675,540,675,670,95,15,22,17,22,21,3
I00743,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1200,15,115,205,305,550,*,1,10,17,25,46,*
I00743,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2470,480,505,350,585,545,*,19,20,14,24,22,*
I00743,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4105,1555,560,670,755,540,25,38,14,16,18,13,1
I00743,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2415,445,755,545,385,265,15,18,31,23,16,11,1
I00743,REM,"LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4195,2565,575,395,485,140,35,61,14,9,12,3,1
I00743,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",2595,345,695,810,470,250,20,13,27,31,18,10,1
I00743,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2375,100,275,575,585,835,*,4,12,24,25,35,*
I00743,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",3460,1210,665,470,575,490,45,35,19,14,17,14,1
I00743,RPA,"MEDWAY NHS FOUNDATION TRUST",1945,470,535,405,335,195,*,24,28,21,17,10,*
I00743,RAJ,"MID AND SOUTH ESSEX NHS FOUNDATION TRUST",6510,750,1270,1380,1525,1515,70,12,20,21,23,23,1
I00743,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1555,240,295,265,355,385,10,15,19,17,23,25,1
I00743,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3000,1065,695,485,560,175,20,36,23,16,19,6,1
I00743,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1370,155,230,245,465,270,10,11,17,18,34,20,1
I00743,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3630,380,635,1175,855,560,25,10,17,32,24,15,1
I00743,RVJ,"NORTH BRISTOL NHS TRUST",2280,280,420,395,480,685,20,12,18,17,21,30,1
I00743,RNN,"NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST",1935,345,530,430,350,260,20,18,27,22,18,13,1
I00743,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1310,465,350,175,190,60,70,35,27,13,15,5,5
I00743,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2040,925,365,250,285,210,*,45,18,12,14,10,*
I00743,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",3030,400,445,810,755,590,30,13,15,27,25,19,1
I00743,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",2130,260,425,335,650,445,10,12,20,16,31,21,0
I00743,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1005,100,395,260,195,55,*,10,39,26,19,5,*
I00743,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2450,660,520,455,505,305,*,27,21,19,21,12,*
I00743,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",3280,785,770,595,550,575,*,24,23,18,17,18,*
I00743,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4520,1145,805,740,755,1050,30,25,18,16,17,23,1
I00743,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3230,180,235,530,890,1360,30,6,7,16,28,42,1
I00743,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",3985,1950,835,475,485,225,15,49,21,12,12,6,0
I00743,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1550,70,210,395,465,405,*,5,14,25,30,26,*
I00743,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",3215,470,510,650,645,930,10,15,16,20,20,29,0
I00743,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",2190,75,270,275,395,1060,115,3,12,13,18,48,5
I00743,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2305,360,980,610,300,55,*,16,43,26,13,2,*
I00743,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",2350,90,335,765,640,515,*,4,14,33,27,22,*
I00743,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2670,235,535,780,655,415,45,9,20,29,25,16,2
I00743,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1265,15,45,160,310,725,*,1,4,13,25,57,*
I00743,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",2080,95,255,565,520,635,10,5,12,27,25,31,0
I00743,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",1690,735,360,225,225,145,10,43,21,13,13,9,1
I00743,RNZ,"SALISBURY NHS FOUNDATION TRUST",1030,40,135,335,235,280,*,4,13,33,23,27,*
I00743,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",2160,1370,395,260,55,*,70,63,18,12,3,*,3
I00743,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",3630,1385,490,705,590,450,10,38,13,19,16,12,0
I00743,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",2105,660,570,415,295,160,*,31,27,20,14,8,*
I00743,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",2790,330,590,675,625,265,305,12,21,24,22,9,11
I00743,RH5,"SOMERSET NHS FOUNDATION TRUST",2050,250,530,690,380,200,*,12,26,34,19,10,*
I00743,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",2685,955,445,385,560,335,*,36,17,14,21,12,*
