INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.2815,0.3045,17.7062,1,0
I00699,1,ADMIMETH_2,0,,,0,
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,AGE_GROUP_1,-14.2194,2026.9637,0,1,0.9944
I00699,1,AGE_GROUP_2,-14.2641,1373.0957,0.0001,1,0.9917
I00699,1,AGE_GROUP_3,-14.1956,1305.759,0.0001,1,0.9913
I00699,1,AGE_GROUP_4,-14.4131,1272.9985,0.0001,1,0.991
I00699,1,AGE_GROUP_5,-14.5598,756.0788,0.0004,1,0.9846
I00699,1,AGE_GROUP_6,-1.8437,1.0374,3.1589,1,0.0755
I00699,1,AGE_GROUP_7,0,,,0,
I00699,1,AGE_GROUP_8,0.1985,0.4189,0.2245,1,0.6356
I00699,1,AGE_GROUP_9,0.6105,0.3835,2.5342,1,0.1114
I00699,1,AGE_GROUP_10,-0.3183,0.5255,0.3669,1,0.5447
I00699,1,AGE_GROUP_11,0.7787,0.364,4.5775,1,0.0324
I00699,1,AGE_GROUP_12,1.0675,0.3663,8.4934,1,0.0036
I00699,1,AGE_GROUP_13,0.8526,0.3842,4.9251,1,0.0265
I00699,1,AGE_GROUP_14,1.4,0.3593,15.1844,1,0.0001
I00699,1,AGE_GROUP_15,1.5333,0.3558,18.5768,1,0
I00699,1,AGE_GROUP_16,1.9428,0.3404,32.5806,1,0
I00699,1,AGE_GROUP_17,1.8953,0.3385,31.3478,1,0
I00699,1,AGE_GROUP_18,2.2607,0.3416,43.798,1,0
I00699,1,AGE_GROUP_19,2.8515,0.3642,61.2951,1,0
I00699,1,AGE_GROUP_20,3.1223,0.4569,46.6964,1,0
I00699,1,AGE_GROUP_21,0,,,0,
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.7883,0.185,18.1512,1,0
I00699,1,CHARLSON_INDEX_3,1.3463,0.1717,61.5032,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.1858,0.1372,1.8344,1,0.1756
I00699,1,GENDER_3,0,,,0,
I00699,1,Intercept,-4.4841,0.2998,223.7244,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,0.0289,0.1617,0.0318,1,0.8584
I00699,1,YEAR_INDEX_3,0.0283,0.1598,0.0315,1,0.8592
I00699,2,ADMIMETH_1,-0.5451,0.0461,139.8534,1,0
I00699,2,ADMIMETH_2,0,,,0,
I00699,2,ADMIMETH_3,0,,,0,
I00699,2,AGE_GROUP_1,-3.9799,0.1809,483.8401,1,0
I00699,2,AGE_GROUP_2,-3.3137,0.1683,387.5277,1,0
I00699,2,AGE_GROUP_3,-3,0.2061,211.8306,1,0
I00699,2,AGE_GROUP_4,-2.4429,0.2214,121.7851,1,0
I00699,2,AGE_GROUP_5,-2.5819,0.1882,188.1647,1,0
I00699,2,AGE_GROUP_6,-2.5846,0.1646,246.4844,1,0
I00699,2,AGE_GROUP_7,-2.4051,0.1399,295.3461,1,0
I00699,2,AGE_GROUP_8,-1.9136,0.0981,380.31,1,0
I00699,2,AGE_GROUP_9,-1.7995,0.0873,425.1594,1,0
I00699,2,AGE_GROUP_10,-1.4157,0.0632,501.3291,1,0
I00699,2,AGE_GROUP_11,-1.2039,0.0471,654.5548,1,0
I00699,2,AGE_GROUP_12,-1.0621,0.0394,725.4429,1,0
I00699,2,AGE_GROUP_13,-0.8329,0.0334,620.0422,1,0
I00699,2,AGE_GROUP_14,-0.6899,0.0289,568.1406,1,0
I00699,2,AGE_GROUP_15,-0.4557,0.0246,344.1909,1,0
I00699,2,AGE_GROUP_16,-0.2274,0.0231,97.0564,1,0
I00699,2,AGE_GROUP_17,0,,,0,
I00699,2,AGE_GROUP_18,0.4585,0.0208,487.4272,1,0
I00699,2,AGE_GROUP_19,0.7656,0.0211,1321.0398,1,0
I00699,2,AGE_GROUP_20,1.1172,0.0223,2520.0575,1,0
I00699,2,AGE_GROUP_21,0,,,0,
I00699,2,CHARLSON_INDEX_1,0,,,0,
I00699,2,CHARLSON_INDEX_2,0.0512,0.0254,4.0693,1,0.0437
I00699,2,CHARLSON_INDEX_3,0.5173,0.0175,874.7941,1,0
I00699,2,GENDER_1,-0.0351,0.0119,8.6412,1,0.0033
I00699,2,GENDER_2,0,,,0,
I00699,2,GENDER_3,0,,,0,
I00699,2,Intercept,-1.6157,0.0238,4619.612,1,0
I00699,2,YEAR_INDEX_1,0,,,0,
I00699,2,YEAR_INDEX_2,0.021,0.014,2.2569,1,0.133
I00699,2,YEAR_INDEX_3,0.0776,0.0147,27.9806,1,0
I00699,3,ADMIMETH_1,-0.4161,0.2737,2.3102,1,0.1285
I00699,3,ADMIMETH_2,0,,,0,
I00699,3,ADMIMETH_3,0,,,0,
I00699,3,AGE_GROUP_1,0.2133,1.1191,0.0363,1,0.8488
I00699,3,AGE_GROUP_2,0,,,0,
I00699,3,AGE_GROUP_3,-0.6046,1.1187,0.2921,1,0.5889
I00699,3,AGE_GROUP_4,0.6908,1.1199,0.3805,1,0.5373
I00699,3,AGE_GROUP_5,1.2368,1.1212,1.2167,1,0.27
I00699,3,AGE_GROUP_6,-10.3407,325.5354,0.001,1,0.9747
I00699,3,AGE_GROUP_7,1.122,1.1215,1.0008,1,0.3171
I00699,3,AGE_GROUP_8,2.4042,0.7133,11.359,1,0.0008
I00699,3,AGE_GROUP_9,-10.3619,290.5104,0.0013,1,0.9715
I00699,3,AGE_GROUP_10,2.7711,0.6191,20.0351,1,0
I00699,3,AGE_GROUP_11,2.7189,0.5987,20.6234,1,0
I00699,3,AGE_GROUP_12,3.0332,0.5605,29.2886,1,0
I00699,3,AGE_GROUP_13,3.378,0.5418,38.8655,1,0
I00699,3,AGE_GROUP_14,3.5885,0.5332,45.3,1,0
I00699,3,AGE_GROUP_15,3.5119,0.5257,44.6273,1,0
I00699,3,AGE_GROUP_16,3.584,0.5233,46.9061,1,0
I00699,3,AGE_GROUP_17,3.8619,0.5192,55.3178,1,0
I00699,3,AGE_GROUP_18,4.1337,0.517,63.9338,1,0
I00699,3,AGE_GROUP_19,4.5117,0.5161,76.4231,1,0
I00699,3,AGE_GROUP_20,5.0215,0.517,94.3245,1,0
I00699,3,AGE_GROUP_21,0,,,0,
I00699,3,CHARLSON_INDEX_1,0,,,0,
I00699,3,CHARLSON_INDEX_2,0.248,0.1631,2.3122,1,0.1284
I00699,3,CHARLSON_INDEX_3,0.9376,0.1156,65.7861,1,0
I00699,3,GENDER_1,0,,,0,
I00699,3,GENDER_2,0.019,0.0813,0.0543,1,0.8157
I00699,3,GENDER_3,0,,,0,
I00699,3,Intercept,-6.7288,0.5054,177.2319,1,0
I00699,3,YEAR_INDEX_1,0,,,0,
I00699,3,YEAR_INDEX_2,0.165,0.0965,2.9265,1,0.0871
I00699,3,YEAR_INDEX_3,0.2265,0.0995,5.1821,1,0.0228
I00699,4,ADMIMETH_1,-1.2756,0.2985,18.266,1,0
I00699,4,ADMIMETH_2,0,,,0,
I00699,4,ADMIMETH_3,0,,,0,
I00699,4,AGE_GROUP_1,0,,,0,
I00699,4,AGE_GROUP_2,-13.2294,514.442,0.0007,1,0.9795
I00699,4,AGE_GROUP_3,-13.3263,807.027,0.0003,1,0.9868
I00699,4,AGE_GROUP_4,0.7067,1.1016,0.4115,1,0.5212
I00699,4,AGE_GROUP_5,1.6012,0.7389,4.6955,1,0.0302
I00699,4,AGE_GROUP_6,-13.2706,911.8347,0.0002,1,0.9884
I00699,4,AGE_GROUP_7,0.9897,0.8416,1.3828,1,0.2396
I00699,4,AGE_GROUP_8,1.3401,0.7385,3.2925,1,0.0696
I00699,4,AGE_GROUP_9,1.4769,0.6806,4.7088,1,0.03
I00699,4,AGE_GROUP_10,1.5923,0.6178,6.6435,1,0.01
I00699,4,AGE_GROUP_11,1.4863,0.5838,6.4804,1,0.0109
I00699,4,AGE_GROUP_12,1.7467,0.5326,10.7562,1,0.001
I00699,4,AGE_GROUP_13,2.3259,0.502,21.4654,1,0
I00699,4,AGE_GROUP_14,2.5626,0.4923,27.095,1,0
I00699,4,AGE_GROUP_15,2.3379,0.492,22.5766,1,0
I00699,4,AGE_GROUP_16,2.6994,0.487,30.7228,1,0
I00699,4,AGE_GROUP_17,2.9083,0.4852,35.9248,1,0
I00699,4,AGE_GROUP_18,2.8085,0.4861,33.3756,1,0
I00699,4,AGE_GROUP_19,2.8176,0.4932,32.6313,1,0
I00699,4,AGE_GROUP_20,3.5867,0.4943,52.6518,1,0
I00699,4,AGE_GROUP_21,0,,,0,
I00699,4,CHARLSON_INDEX_1,0,,,0,
I00699,4,CHARLSON_INDEX_2,0.6699,0.1983,11.4095,1,0.0007
I00699,4,CHARLSON_INDEX_3,1.2515,0.1713,53.3464,1,0
