INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,R1F,"ISLE OF WIGHT NHS TRUST",0.9861,2,17384,826,837.6600,0.8966,1.1114,0.8934,1.1193
I00699,R1H,"BARTS HEALTH NHS TRUST",0.9056,3,152031,3947,4358.2307,0.9538,1.0477,0.9095,1.0995
I00699,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",0.9234,2,90706,2587,2801.7184,0.9426,1.0598,0.9072,1.1023
I00699,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",0.8059,3,49075,1280,1588.2431,0.9242,1.0800,0.9024,1.1081
I00699,RA3,"WESTON AREA HEALTH NHS TRUST",1.1221,1,17355,1001,892.0658,0.8997,1.1078,0.8945,1.1179
I00699,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",1.0267,2,24719,987,961.3503,0.9033,1.1037,0.8958,1.1163
I00699,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",0.9777,2,74893,1738,1777.6999,0.9283,1.0755,0.9036,1.1067
I00699,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",0.8119,3,45336,1866,2298.3579,0.9368,1.0661,0.9058,1.1040
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9725,2,74490,1782,1832.4402,0.9294,1.0743,0.9039,1.1064
I00699,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.1272,1,53613,2339,2075.1081,0.9335,1.0697,0.9050,1.1050
I00699,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",0.8623,3,100447,2794,3240.3126,0.9466,1.0555,0.9081,1.1013
I00699,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",0.9914,2,47003,1459,1471.6561,0.9214,1.0832,0.9016,1.1091
I00699,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",0.8846,3,40331,1030,1164.3543,0.9119,1.0939,0.8987,1.1128
I00699,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",0.9318,2,50089,1294,1388.6385,0.9191,1.0857,0.9009,1.1100
I00699,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",0.9831,2,51181,1665,1693.6521,0.9266,1.0774,0.9031,1.1073
I00699,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1.1290,1,30651,1160,1027.4476,0.9064,1.1002,0.8968,1.1150
I00699,RBK,"WALSALL HEALTHCARE NHS TRUST",1.0593,2,44445,1616,1525.4956,0.9227,1.0817,0.9020,1.1086
I00699,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9881,2,66626,2246,2273.0774,0.9364,1.0665,0.9057,1.1041
I00699,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",1.0286,2,68978,2252,2189.3246,0.9353,1.0678,0.9054,1.1045
I00699,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",0.9842,2,47177,1474,1497.6311,0.9220,1.0825,0.9018,1.1089
I00699,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",0.9811,2,28736,1260,1284.2077,0.9160,1.0893,0.9000,1.1112
I00699,RC1,"BEDFORD HOSPITAL NHS TRUST",0.9887,2,31406,1179,1192.4363,0.9129,1.0928,0.8990,1.1124
I00699,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0819,2,67309,1684,1556.4775,0.9235,1.0808,0.9022,1.1084
I00699,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",0.9869,2,81946,3192,3234.2576,0.9465,1.0555,0.9080,1.1013
I00699,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",0.9768,2,25879,985,1008.3855,0.9055,1.1012,0.8965,1.1154
I00699,RCF,"AIREDALE NHS FOUNDATION TRUST",0.9318,2,34513,1034,1109.6418,0.9098,1.0963,0.8980,1.1136
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0.9023,3,42378,1514,1678.0096,0.9263,1.0778,0.9030,1.1074
I00699,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",0.9690,2,54251,2000,2063.8874,0.9334,1.0699,0.9049,1.1051
I00699,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",0.9382,2,47432,1567,1670.2201,0.9261,1.0779,0.9030,1.1075
I00699,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0379,2,39434,1251,1205.2894,0.9133,1.0922,0.8991,1.1122
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.9238,2,54071,2075,2246.1771,0.9361,1.0669,0.9056,1.1042
I00699,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",1.0718,2,53852,2246,2095.6014,0.9339,1.0694,0.9051,1.1049
I00699,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",0.9339,2,118354,3473,3719.0054,0.9501,1.0517,0.9088,1.1004
I00699,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",1.0203,2,43398,2173,2129.8671,0.9344,1.0688,0.9052,1.1047
I00699,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1.1399,1,22533,1142,1001.8370,0.9052,1.1015,0.8964,1.1155
I00699,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",1.0810,2,66038,2405,2224.6933,0.9358,1.0673,0.9055,1.1043
I00699,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0015,2,48702,1975,1971.9976,0.9319,1.0716,0.9045,1.1055
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1.0071,2,54518,2283,2266.9484,0.9364,1.0666,0.9057,1.1041
I00699,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",0.9779,2,42259,1416,1448.0716,0.9208,1.0839,0.9014,1.1094
I00699,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",1.0835,2,42732,1568,1447.1732,0.9207,1.0839,0.9014,1.1094
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",0.9737,2,48428,1821,1870.1932,0.9301,1.0735,0.9041,1.1061
I00699,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",1.0351,2,52699,1900,1835.5829,0.9294,1.0742,0.9039,1.1063
I00699,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0990,2,29402,1464,1332.0747,0.9175,1.0876,0.9004,1.1106
