INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",9180619,8006,162156,163483,0.1,1.8,1.8
I00720,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",61275,115,1630,1630,0.2,2.7,2.7
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",32965,*,485,490,*,1.5,1.5
I00720,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",41625,10,1090,1095,0.0,2.6,2.6
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",86530,0,1795,1795,0.0,2.1,2.1
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",44815,0,670,670,0.0,1.5,1.5
I00720,R1H,"BARTS HEALTH NHS TRUST",174005,445,2720,2780,0.3,1.6,1.6
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",77545,845,980,1355,1.1,1.3,1.7
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",36485,0,525,525,0.0,1.4,1.4
I00720,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",54095,*,1065,1065,*,2.0,2.0
I00720,RMC,"BOLTON NHS FOUNDATION TRUST",60055,0,790,790,0.0,1.3,1.3
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",97405,*,775,780,*,0.8,0.8
I00720,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",69145,*,1270,1270,*,1.8,1.8
I00720,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",61555,325,1220,1275,0.5,2.0,2.1
I00720,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",70605,0,1660,1660,0.0,2.4,2.4
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",74825,0,1630,1630,0.0,2.2,2.2
I00720,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",93355,20,1475,1475,0.0,1.6,1.6
I00720,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",51115,0,875,875,0.0,1.7,1.7
I00720,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",47665,*,730,730,*,1.5,1.5
I00720,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",81840,0,1945,1945,0.0,2.4,2.4
I00720,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",38325,0,875,875,0.0,2.3,2.3
I00720,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",57790,0,1220,1220,0.0,2.1,2.1
I00720,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",73515,0,1805,1805,0.0,2.5,2.5
I00720,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",29365,0,520,520,0.0,1.8,1.8
I00720,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",66980,195,1410,1415,0.3,2.1,2.1
I00720,RJN,"EAST CHESHIRE NHS TRUST",19420,0,350,350,0.0,1.8,1.8
I00720,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",107390,*,1395,1395,*,1.3,1.3
I00720,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",81020,*,1545,1545,*,1.9,1.9
I00720,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",107920,0,2385,2385,0.0,2.2,2.2
I00720,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",61415,0,1225,1225,0.0,2.0,2.0
I00720,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",62040,*,1205,1205,*,1.9,1.9
I00720,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",130275,0,2450,2450,0.0,1.9,1.9
I00720,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",33210,210,595,610,0.6,1.8,1.8
