INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,R1F,ISLE OF WIGHT NHS TRUST,17983,0,390,390,0,2.2,2.2
I00720,R1H,BARTS HEALTH NHS TRUST,158212,401,1044,1116,0.3,0.7,0.7
I00720,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,97328,0,860,860,0,0.9,0.9
I00720,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,50408,12,507,512,0,1,1
I00720,RA3,WESTON AREA HEALTH NHS TRUST,19056,0,474,474,0,2.5,2.5
I00720,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,24166,0,420,420,0,1.7,1.7
I00720,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,73569,51,693,723,0.1,0.9,1
I00720,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,39391,2,524,525,0,1.3,1.3
I00720,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,77232,0,552,552,0,0.7,0.7
I00720,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,53765,123,652,689,0.2,1.2,1.3
I00720,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,97663,0,1293,1293,0,1.3,1.3
I00720,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,45833,0,642,642,0,1.4,1.4
I00720,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,40144,0,438,438,0,1.1,1.1
I00720,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,46888,0,495,495,0,1.1,1.1
I00720,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,50384,0,363,363,0,0.7,0.7
I00720,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,29399,0,307,307,0,1,1
I00720,RBK,WALSALL HEALTHCARE NHS TRUST,42930,0,789,789,0,1.8,1.8
I00720,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,66874,0,1006,1006,0,1.5,1.5
I00720,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,64448,0,797,797,0,1.2,1.2
I00720,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,46006,0,595,595,0,1.3,1.3
I00720,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,28999,0,285,285,0,1,1
I00720,RC1,BEDFORD HOSPITAL NHS TRUST,29394,0,401,401,0,1.4,1.4
I00720,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,64602,0,397,397,0,0.6,0.6
I00720,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,78806,0,958,958,0,1.2,1.2
I00720,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,25225,0,307,307,0,1.2,1.2
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,34095,0,505,505,0,1.5,1.5
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",41207,86,341,359,0.2,0.8,0.9
I00720,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,50199,0,593,593,0,1.2,1.2
I00720,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,48251,287,787,804,0.6,1.6,1.7
I00720,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,39158,0,590,590,0,1.5,1.5
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,54361,524,848,949,1,1.6,1.7
I00720,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,54661,0,890,890,0,1.6,1.6
I00720,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,114281,30,1826,1831,0,1.6,1.6
I00720,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,43923,440,1344,1373,1,3.1,3.1
I00720,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,22336,280,430,430,1.3,1.9,1.9
I00720,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,65906,1,866,866,0,1.3,1.3
I00720,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,44120,0,1423,1423,0,3.2,3.2
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",79188,2,912,914,0,1.2,1.2
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42146,0,510,510,0,1.2,1.2
I00720,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,40629,0,846,846,0,2.1,2.1
