INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.3299,0.3184,17.4509,1,0
I00699,1,ADMIMETH_2,0,,,0,
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,AGE_GROUP_1,-14.4477,1997.5644,0.0001,1,0.9942
I00699,1,AGE_GROUP_2,-14.5552,1431.594,0.0001,1,0.9919
I00699,1,AGE_GROUP_3,-14.4602,1391.5899,0.0001,1,0.9917
I00699,1,AGE_GROUP_4,-14.6932,1309.5116,0.0001,1,0.991
I00699,1,AGE_GROUP_5,-14.9923,836.4546,0.0003,1,0.9857
I00699,1,AGE_GROUP_6,-1.9443,1.0332,3.5413,1,0.0599
I00699,1,AGE_GROUP_7,0,,,0,
I00699,1,AGE_GROUP_8,-0.2647,0.4577,0.3346,1,0.563
I00699,1,AGE_GROUP_9,0.4437,0.3793,1.3688,1,0.242
I00699,1,AGE_GROUP_10,-0.3042,0.4838,0.3954,1,0.5295
I00699,1,AGE_GROUP_11,0.662,0.3554,3.4704,1,0.0625
I00699,1,AGE_GROUP_12,0.8974,0.3535,6.4442,1,0.0111
I00699,1,AGE_GROUP_13,0.6913,0.3783,3.3397,1,0.0676
I00699,1,AGE_GROUP_14,0.8092,0.3739,4.6826,1,0.0305
I00699,1,AGE_GROUP_15,1.5494,0.3383,20.9741,1,0
I00699,1,AGE_GROUP_16,1.7704,0.3307,28.6622,1,0
I00699,1,AGE_GROUP_17,1.7119,0.3308,26.7761,1,0
I00699,1,AGE_GROUP_18,2.1059,0.3331,39.9604,1,0
I00699,1,AGE_GROUP_19,2.9469,0.3504,70.7502,1,0
I00699,1,AGE_GROUP_20,3.215,0.4322,55.3241,1,0
I00699,1,AGE_GROUP_21,0,,,0,
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.7557,0.1885,16.0822,1,0.0001
I00699,1,CHARLSON_INDEX_3,1.1406,0.1786,40.8055,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.2895,0.1416,4.1774,1,0.041
I00699,1,GENDER_3,0,,,0,
I00699,1,Intercept,-4.3017,0.2847,228.2704,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,0.1695,0.1653,1.0515,1,0.3052
I00699,1,YEAR_INDEX_3,0.0775,0.1642,0.2229,1,0.6368
I00699,2,ADMIMETH_1,-0.5166,0.0402,165.3157,1,0
I00699,2,ADMIMETH_2,0,,,0,
I00699,2,ADMIMETH_3,0,,,0,
I00699,2,AGE_GROUP_1,-4.156,0.1676,615.1615,1,0
I00699,2,AGE_GROUP_2,-3.7349,0.1702,481.6647,1,0
I00699,2,AGE_GROUP_3,-3.2325,0.1907,287.4281,1,0
I00699,2,AGE_GROUP_4,-2.5478,0.1886,182.5484,1,0
I00699,2,AGE_GROUP_5,-2.9986,0.1786,281.8083,1,0
I00699,2,AGE_GROUP_6,-3.0717,0.1598,369.6216,1,0
I00699,2,AGE_GROUP_7,-2.7165,0.1214,500.383,1,0
I00699,2,AGE_GROUP_8,-2.1874,0.0852,659.286,1,0
I00699,2,AGE_GROUP_9,-2.0201,0.0728,770.9389,1,0
I00699,2,AGE_GROUP_10,-1.6243,0.0543,895.264,1,0
I00699,2,AGE_GROUP_11,-1.4466,0.0403,1290.362,1,0
I00699,2,AGE_GROUP_12,-1.2994,0.0329,1555.5434,1,0
I00699,2,AGE_GROUP_13,-1.0779,0.0275,1534.7084,1,0
I00699,2,AGE_GROUP_14,-0.9263,0.0237,1529.8051,1,0
I00699,2,AGE_GROUP_15,-0.7211,0.0199,1311.7376,1,0
I00699,2,AGE_GROUP_16,-0.5084,0.018,798.0072,1,0
I00699,2,AGE_GROUP_17,-0.2892,0.017,290.6929,1,0
I00699,2,AGE_GROUP_18,0,,,0,
I00699,2,AGE_GROUP_19,0.3388,0.016,449.6936,1,0
