INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,ENG,"ENGLAND",4.8181,19
I01966,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.7911,19
I01966,RCF,"AIREDALE NHS FOUNDATION TRUST",4.1029,13
I01966,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",5.0671,11
I01966,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",5.4789,13
I01966,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",4.6464,19
I01966,R1H,"BARTS HEALTH NHS TRUST",5.3520,19
I01966,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.1663,19
I01966,RC1,"BEDFORD HOSPITAL NHS TRUST",5.1626,19
I01966,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",5.6664,13
I01966,RMC,"BOLTON NHS FOUNDATION TRUST",4.4986,19
I01966,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.9709,19
I01966,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",4.8983,19
I01966,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",3.7025,19
I01966,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.9594,19
I01966,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.2986,19
I01966,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",4.6906,19
I01966,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",5.2164,19
I01966,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",3.0046,19
I01966,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3.9665,13
I01966,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",4.6053,15
I01966,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",3.7689,19
I01966,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",5.1838,19
I01966,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.0915,19
I01966,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",4.3997,19
I01966,RJN,"EAST CHESHIRE NHS TRUST",5.0604,12
I01966,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3.9595,19
I01966,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",5.3403,13
I01966,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",5.2734,19
I01966,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2.1513,19
I01966,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",4.9225,19
I01966,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3.7036,19
I01966,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",6.0468,13
I01966,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",4.9206,11
I01966,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",4.6018,19
I01966,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",3.6161,13
I01966,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",6.0982,19
I01966,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",4.3532,19
I01966,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",4.3501,12
I01966,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.8447,19
I01966,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",5.4235,19
I01966,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",6.2115,19
I01966,R1F,"ISLE OF WIGHT NHS TRUST",6.0945,13
I01966,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.2008,19
I01966,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",5.4809,19
I01966,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",5.5885,19
I01966,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",4.3967,19
I01966,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",4.8180,19
I01966,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4.5861,19
I01966,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",3.9013,13
I01966,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",4.6649,19
I01966,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.3621,19
I01966,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",4.8097,19
I01966,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",4.9894,19
I01966,RPA,"MEDWAY NHS FOUNDATION TRUST",4.7059,19
I01966,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",4.8118,12
I01966,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",4.9278,19
I01966,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",4.3837,19
I01966,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.6362,19
I01966,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.6996,19
I01966,RVJ,"NORTH BRISTOL NHS TRUST",4.9774,19
I01966,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",4.8516,13
I01966,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",4.0725,19
I01966,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",6.0043,19
I01966,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",4.2539,13
I01966,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",4.2999,19
I01966,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",4.3091,19
I01966,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",4.9063,19
I01966,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",4.6957,19
I01966,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",6.1828,19
I01966,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.2646,19
I01966,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",5.2854,13
I01966,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",4.5773,19
I01966,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",5.3107,19
I01966,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",3.3542,19
I01966,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",5.0390,12
I01966,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",4.1313,13
I01966,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",5.2799,19
I01966,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",5.5699,19
I01966,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",5.5936,19
I01966,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",4.6501,13
I01966,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",6.5116,13
I01966,RNZ,"SALISBURY NHS FOUNDATION TRUST",4.2226,19
I01966,RXK,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST",4.9888,19
I01966,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",5.3369,19
I01966,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",5.6385,19
I01966,RXW,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST",5.3485,19
I01966,RTR,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST",4.6985,13
I01966,R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST",5.3612,19
I01966,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",5.2279,19
I01966,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",5.3778,19
I01966,RVY,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST",4.8640,19
I01966,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.2661,19
I01966,RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST",4.5711,19
I01966,RWJ,"STOCKPORT NHS FOUNDATION TRUST",4.2073,13
I01966,RTP,"SURREY AND SUSSEX HEALTHCARE NHS TRUST",6.2091,19
I01966,RMP,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",5.2203,19
I01966,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",5.0795,19
I01966,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",5.2664,19
I01966,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",3.8862,12
I01966,RTD,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST",4.9172,19
I01966,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",3.8302,13
I01966,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",3.7534,13
I01966,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",6.0712,19
I01966,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",4.1568,13
I01966,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",5.0026,19
I01966,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",3.9744,12
I01966,RWD,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST",4.3689,19
I01966,RRV,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST",5.4933,19
I01966,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",6.4985,19
I01966,RRK,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST",4.1629,19
I01966,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",4.5869,13
I01966,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",4.0110,19
I01966,RTG,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST",4.6960,19
I01966,RWE,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",4.2786,19
I01966,RTX,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",4.6981,19
I01966,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",4.9660,19
I01966,RK9,"UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST",4.9916,19
I01966,RBK,"WALSALL HEALTHCARE NHS TRUST",5.1027,14
I01966,RWW,"WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST",5.4836,19
I01966,RWG,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST",5.4514,15
I01966,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",5.8704,19
I01966,RYR,"WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST",5.3574,19
I01966,RA3,"WESTON AREA HEALTH NHS TRUST",6.0551,19
I01966,RKE,"WHITTINGTON HEALTH NHS TRUST",4.7744,19
I01966,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",6.0466,19
I01966,RWP,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST",4.7952,19
I01966,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",5.6916,13
I01966,RLQ,"WYE VALLEY NHS TRUST",5.0962,19
I01966,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",4.7239,19
I01966,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",4.2556,12
