INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,"ENGLAND",4.6891,19
I01965,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.3275,19
I01965,RCF,"AIREDALE NHS FOUNDATION TRUST",4.2854,13
I01965,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3.6977,11
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",5.3999,13
I01965,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",4.1394,19
I01965,R1H,"BARTS HEALTH NHS TRUST",6.1624,19
I01965,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.6028,19
I01965,RC1,"BEDFORD HOSPITAL NHS TRUST",5.1937,19
I01965,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",5.9578,13
I01965,RMC,"BOLTON NHS FOUNDATION TRUST",4.8510,19
I01965,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",4.6454,19
I01965,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",4.3846,19
I01965,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",4.7564,19
I01965,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.6646,19
I01965,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.3932,19
I01965,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",4.4381,19
I01965,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",4.4429,19
I01965,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.9358,19
I01965,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3.8274,13
I01965,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.6423,15
I01965,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",2.7634,19
I01965,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",4.4839,19
I01965,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",2.8084,19
I01965,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.8984,19
I01965,RJN,"EAST CHESHIRE NHS TRUST",4.9814,12
I01965,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3.6014,19
I01965,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",6.0091,13
