INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,ENG,"ENGLAND",3.8308,19
I01966,R1F,"ISLE OF WIGHT NHS TRUST",5.5768,13
I01966,R1H,"BARTS HEALTH NHS TRUST",3.6698,19
I01966,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",3.8276,12
I01966,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",3.7427,13
I01966,RA3,"WESTON AREA HEALTH NHS TRUST",4.0931,19
I01966,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",3.4803,19
I01966,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",3.6560,12
I01966,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",4.6053,19
I01966,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",2.9364,13
I01966,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.3445,19
I01966,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",3.8618,19
I01966,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",3.8312,19
I01966,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",3.8663,12
I01966,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",3.3626,19
I01966,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",3.2149,19
I01966,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.2801,12
I01966,RBK,"WALSALL HEALTHCARE NHS TRUST",3.8308,14
I01966,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",4.6190,19
I01966,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",4.5281,13
I01966,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",3.7148,12
I01966,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",4.0836,11
I01966,RC1,"BEDFORD HOSPITAL NHS TRUST",4.1258,19
I01966,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.7036,13
I01966,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3.1280,12
I01966,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",4.0117,12
I01966,RCF,"AIREDALE NHS FOUNDATION TRUST",3.9391,13
I01966,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",3.3131,13
I01966,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",4.1073,13
I01966,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",3.5065,13
I01966,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.4997,14
I01966,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.2462,13
I01966,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",5.0827,19
I01966,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3.4757,19
I01966,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",3.7014,13
I01966,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",3.9326,12
I01966,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",4.6565,12
I01966,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.3935,19
I01966,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",4.2329,13
I01966,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",3.4540,19
I01966,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",3.6984,19
