INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",8915877,8420,144958,146393,0.0944,1.6258,1.6419
I00720,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",47292,252,1648,1746,0.5329,3.4847,3.6920
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",34493,0,541,541,0.0000,1.5684,1.5684
I00720,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",42591,7,1245,1245,0.0164,2.9232,2.9232
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",84869,0,1688,1688,0.0000,1.9889,1.9889
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",41934,0,617,617,0.0000,1.4714,1.4714
I00720,R1H,"BARTS HEALTH NHS TRUST",154656,428,2496,2511,0.2767,1.6139,1.6236
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",57986,1032,868,1436,1.7797,1.4969,2.4765
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",35509,0,444,444,0.0000,1.2504,1.2504
I00720,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",56840,9,864,867,0.0158,1.5201,1.5253
I00720,RMC,"BOLTON NHS FOUNDATION TRUST",63703,1,903,904,0.0016,1.4175,1.4191
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",76657,0,880,880,0.0000,1.1480,1.1480
I00720,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",71388,1,929,929,0.0014,1.3013,1.3013
I00720,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",56718,290,1085,1102,0.5113,1.9130,1.9429
I00720,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",43282,1,597,598,0.0023,1.3793,1.3816
I00720,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",66678,0,1220,1220,0.0000,1.8297,1.8297
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",74366,0,1352,1352,0.0000,1.8180,1.8180
I00720,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",89580,43,1093,1095,0.0480,1.2201,1.2224
I00720,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",49924,0,796,796,0.0000,1.5944,1.5944
I00720,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",56487,0,655,655,0.0000,1.1596,1.1596
I00720,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",55379,0,1012,1012,0.0000,1.8274,1.8274
I00720,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",48135,0,865,865,0.0000,1.7970,1.7970
I00720,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",82126,0,1496,1496,0.0000,1.8216,1.8216
I00720,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",43287,0,716,716,0.0000,1.6541,1.6541
I00720,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",54402,0,1073,1073,0.0000,1.9724,1.9724
I00720,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",87727,517,1080,1133,0.5893,1.2311,1.2915
I00720,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",75141,0,1742,1742,0.0000,2.3183,2.3183
I00720,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",31152,0,628,628,0.0000,2.0159,2.0159
I00720,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",67789,295,1635,1635,0.4352,2.4119,2.4119
I00720,RJN,"EAST CHESHIRE NHS TRUST",20398,1,348,348,0.0049,1.7060,1.7060
I00720,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",106218,0,1546,1546,0.0000,1.4555,1.4555
I00720,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",79176,3,1286,1288,0.0038,1.6242,1.6268
I00720,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",53192,0,778,778,0.0000,1.4626,1.4626
I00720,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",63575,1,1261,1262,0.0016,1.9835,1.9851
I00720,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",126839,0,2451,2451,0.0000,1.9324,1.9324
I00720,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",33860,190,361,374,0.5611,1.0662,1.1045
I00720,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",21711,0,457,457,0.0000,2.1049,2.1049
I00720,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",87579,3,1056,1059,0.0034,1.2058,1.2092
I00720,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",57255,95,948,952,0.1659,1.6558,1.6627
I00720,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",87212,1,1327,1327,0.0011,1.5216,1.5216
I00720,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",62011,250,932,1021,0.4032,1.5030,1.6465
I00720,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",26482,0,281,281,0.0000,1.0611,1.0611
I00720,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",186158,0,1921,1921,0.0000,1.0319,1.0319
I00720,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",44029,0,402,402,0.0000,0.9130,0.9130
I00720,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",84326,303,1679,1790,0.3593,1.9911,2.1227
I00720,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",108346,1,2543,2543,0.0009,2.3471,2.3471
I00720,RGQ,"IPSWICH HOSPITAL NHS TRUST",52870,0,689,689,0.0000,1.3032,1.3032
I00720,R1F,"ISLE OF WIGHT NHS TRUST",17067,0,415,415,0.0000,2.4316,2.4316
I00720,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",31359,0,573,573,0.0000,1.8272,1.8272
I00720,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",52249,0,687,687,0.0000,1.3149,1.3149
I00720,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",110120,3,2462,2465,0.0027,2.2357,2.2385
I00720,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",55579,0,627,627,0.0000,1.1281,1.1281
I00720,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",74874,0,1368,1368,0.0000,1.8271,1.8271
I00720,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",130209,0,1917,1917,0.0000,1.4722,1.4722
I00720,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",90666,0,889,889,0.0000,0.9805,0.9805
I00720,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",90990,0,1363,1363,0.0000,1.4980,1.4980
I00720,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",76492,0,874,874,0.0000,1.1426,1.1426
I00720,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",66106,0,1167,1167,0.0000,1.7653,1.7653
I00720,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",171853,4,3113,3117,0.0023,1.8114,1.8138
I00720,RPA,"MEDWAY NHS FOUNDATION TRUST",54650,0,916,916,0.0000,1.6761,1.6761
I00720,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",48663,0,630,630,0.0000,1.2946,1.2946
I00720,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",56654,0,440,440,0.0000,0.7766,0.7766
I00720,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",99475,0,1362,1362,0.0000,1.3692,1.3692
I00720,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",42620,0,867,867,0.0000,2.0343,2.0343
I00720,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",88006,1,1372,1372,0.0011,1.5590,1.5590
I00720,RVJ,"NORTH BRISTOL NHS TRUST",81385,3,1072,1074,0.0037,1.3172,1.3197
I00720,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",46698,0,981,981,0.0000,2.1007,2.1007
I00720,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",45450,0,540,540,0.0000,1.1881,1.1881
