INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,ENG,"ENGLAND",300219,60861,60794,61215,59468,52985,4896,20.2722,20.2499,20.3901,19.8082,17.6488,1.6308
I00743,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2263,1237,308,313,221,136,48,54.6620,13.6103,13.8312,9.7658,6.0097,2.1211
I00743,RCF,"AIREDALE NHS FOUNDATION TRUST",1017,161,100,203,351,195,7,15.8309,9.8328,19.9607,34.5133,19.1740,0.6883
I00743,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1706,14,139,278,380,886,9,0.8206,8.1477,16.2954,22.2743,51.9343,0.5275
I00743,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3246,578,932,753,670,282,31,17.8065,28.7123,23.1978,20.6408,8.6876,0.9550
I00743,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1578,459,528,349,153,62,27,29.0875,33.4601,22.1166,9.6958,3.9290,1.7110
I00743,R1H,"BARTS HEALTH NHS TRUST",3852,2003,803,394,247,191,214,51.9990,20.8463,10.2285,6.4123,4.9585,5.5556
I00743,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2294,323,612,474,371,500,14,14.0802,26.6783,20.6626,16.1726,21.7960,0.6103
I00743,RC1,"BEDFORD HOSPITAL NHS TRUST",1272,93,281,202,281,401,14,7.3113,22.0912,15.8805,22.0912,31.5252,1.1006
I00743,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2458,614,518,538,421,351,16,24.9797,21.0740,21.8877,17.1277,14.2799,0.6509
I00743,RMC,"BOLTON NHS FOUNDATION TRUST",1796,749,412,209,256,135,35,41.7038,22.9399,11.6370,14.2539,7.5167,1.9488
I00743,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1990,895,470,348,155,111,11,44.9749,23.6181,17.4874,7.7889,5.5779,0.5528
I00743,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2349,276,471,525,488,536,53,11.7497,20.0511,22.3499,20.7748,22.8182,2.2563
I00743,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1698,*,207,235,276,946,*,*,12.1908,13.8398,16.2544,55.7126,*
I00743,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2560,629,646,449,515,313,8,24.5703,25.2344,17.5391,20.1172,12.2266,0.3125
I00743,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2347,51,277,360,670,901,88,2.1730,11.8023,15.3387,28.5471,38.3894,3.7495
I00743,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1643,127,562,441,317,118,78,7.7298,34.2057,26.8411,19.2940,7.1820,4.7474
I00743,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1950,353,524,394,407,*,*,18.1026,26.8718,20.2051,20.8718,*,*
I00743,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2032,897,571,242,240,65,17,44.1437,28.1004,11.9094,11.8110,3.1988,0.8366
I00743,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1487,269,163,163,252,391,249,18.0901,10.9617,10.9617,16.9469,26.2946,16.7451
I00743,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3165,853,983,532,382,378,37,26.9510,31.0585,16.8088,12.0695,11.9431,1.1690
I00743,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1360,239,416,334,210,132,29,17.5735,30.5882,24.5588,15.4412,9.7059,2.1324
I00743,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1629,170,321,313,417,381,27,10.4359,19.7053,19.2142,25.5985,23.3886,1.6575
I00743,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2798,996,699,561,461,81,0,35.5969,24.9821,20.0500,16.4761,2.8949,0.0000
I00743,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1154,106,215,435,315,71,12,9.1854,18.6308,37.6950,27.2964,6.1525,1.0399
I00743,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2539,54,322,686,603,860,14,2.1268,12.6822,27.0185,23.7495,33.8716,0.5514
I00743,RJN,"EAST CHESHIRE NHS TRUST",970,56,133,178,190,407,6,5.7732,13.7113,18.3505,19.5876,41.9588,0.6186
I00743,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4242,689,891,1070,1243,299,50,16.2423,21.0042,25.2240,29.3022,7.0486,1.1787
I00743,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2807,1048,722,376,438,195,28,37.3352,25.7214,13.3951,15.6038,6.9469,0.9975
I00743,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4736,531,833,1073,1393,824,82,11.2120,17.5887,22.6563,29.4130,17.3986,1.7314
I00743,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2679,446,734,678,583,230,8,16.6480,27.3983,25.3080,21.7619,8.5853,0.2986
I00743,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1977,43,283,351,411,838,51,2.1750,14.3146,17.7542,20.7891,42.3875,2.5797
I00743,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3612,98,369,659,672,1803,11,2.7132,10.2159,18.2447,18.6047,49.9169,0.3045
I00743,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1569,573,499,161,254,*,*,36.5201,31.8037,10.2613,16.1887,*,*
I00743,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1067,169,296,269,212,112,9,15.8388,27.7413,25.2109,19.8688,10.4967,0.8435
I00743,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3019,222,335,801,736,913,12,7.3534,11.0964,26.5320,24.3789,30.2418,0.3975
I00743,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1855,124,220,303,567,615,26,6.6846,11.8598,16.3342,30.5660,33.1536,1.4016
