INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,ENG,"ENGLAND",292595,59276,58460,59739,57723,50613,6784,20.2587,19.9798,20.4170,19.7280,17.2980,2.3186
I00743,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2089,1195,284,275,192,106,37,57.2044,13.5950,13.1642,9.1910,5.0742,1.7712
I00743,RCF,"AIREDALE NHS FOUNDATION TRUST",1067,153,108,248,339,209,10,14.3393,10.1218,23.2427,31.7713,19.5876,0.9372
I00743,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1852,12,153,326,363,985,13,0.6479,8.2613,17.6026,19.6004,53.1857,0.7019
I00743,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3300,540,951,788,685,286,50,16.3636,28.8182,23.8788,20.7576,8.6667,1.5152
I00743,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1486,482,500,311,138,42,13,32.4361,33.6474,20.9287,9.2867,2.8264,0.8748
I00743,R1H,"BARTS HEALTH NHS TRUST",3715,1906,781,398,262,196,172,51.3055,21.0229,10.7133,7.0525,5.2759,4.6299
I00743,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2245,336,596,484,349,445,35,14.9666,26.5479,21.5590,15.5457,19.8218,1.5590
I00743,RC1,"BEDFORD HOSPITAL NHS TRUST",1194,88,277,167,288,362,12,7.3702,23.1993,13.9866,24.1206,30.3183,1.0050
I00743,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2444,628,501,502,447,335,31,25.6956,20.4992,20.5401,18.2897,13.7070,1.2684
I00743,RMC,"BOLTON NHS FOUNDATION TRUST",1723,753,365,223,225,131,26,43.7028,21.1840,12.9425,13.0586,7.6030,1.5090
I00743,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1812,839,410,308,125,102,28,46.3024,22.6269,16.9978,6.8985,5.6291,1.5453
I00743,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2473,275,479,559,516,610,34,11.1201,19.3692,22.6041,20.8653,24.6664,1.3748
I00743,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1582,*,213,228,276,843,*,*,13.4640,14.4121,17.4463,53.2870,*
I00743,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1292,125,241,359,356,204,7,9.6749,18.6533,27.7864,27.5542,15.7895,0.5418
I00743,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2436,623,606,393,474,297,43,25.5747,24.8768,16.1330,19.4581,12.1921,1.7652
I00743,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2296,60,249,352,642,908,85,2.6132,10.8449,15.3310,27.9617,39.5470,3.7021
I00743,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1600,142,537,414,313,116,78,8.8750,33.5625,25.8750,19.5625,7.2500,4.8750
I00743,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1976,364,537,358,421,277,19,18.4211,27.1761,18.1174,21.3057,14.0182,0.9615
I00743,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2028,924,505,276,243,56,24,45.5621,24.9014,13.6095,11.9822,2.7613,1.1834
I00743,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2327,258,585,656,542,258,28,11.0872,25.1397,28.1908,23.2918,11.0872,1.2033
I00743,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1493,294,156,161,238,367,277,19.6919,10.4488,10.7837,15.9411,24.5814,18.5532
I00743,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3010,892,900,495,338,357,28,29.6346,29.9003,16.4452,11.2292,11.8605,0.9302
I00743,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1244,210,362,313,211,109,39,16.8810,29.0997,25.1608,16.9614,8.7621,3.1350
I00743,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1611,150,344,321,424,350,22,9.3110,21.3532,19.9255,26.3191,21.7256,1.3656
I00743,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3240,518,586,767,632,681,56,15.9877,18.0864,23.6728,19.5062,21.0185,1.7284
I00743,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2772,952,682,570,470,70,28,34.3434,24.6032,20.5628,16.9553,2.5253,1.0101
I00743,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1124,109,216,423,301,68,7,9.6975,19.2171,37.6335,26.7794,6.0498,0.6228
I00743,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2409,63,320,630,571,783,42,2.6152,13.2835,26.1519,23.7028,32.5031,1.7435
I00743,RJN,"EAST CHESHIRE NHS TRUST",904,47,126,164,177,383,7,5.1991,13.9381,18.1416,19.5796,42.3673,0.7743
I00743,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4204,652,896,1104,1214,305,33,15.5090,21.3130,26.2607,28.8773,7.2550,0.7850
I00743,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2718,1044,673,335,451,175,40,38.4106,24.7609,12.3252,16.5931,6.4386,1.4717
I00743,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2610,372,736,692,587,188,35,14.2529,28.1992,26.5134,22.4904,7.2031,1.3410
I00743,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1936,41,243,367,439,819,27,2.1178,12.5517,18.9566,22.6756,42.3037,1.3946
I00743,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3552,90,335,645,719,1713,50,2.5338,9.4313,18.1588,20.2421,48.2264,1.4077
I00743,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1494,554,418,141,292,72,17,37.0817,27.9786,9.4378,19.5448,4.8193,1.1379
I00743,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",969,154,268,238,188,*,*,15.8927,27.6574,24.5614,19.4014,*,*
I00743,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3089,236,326,847,788,850,42,7.6400,10.5536,27.4199,25.5099,27.5170,1.3597
I00743,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1788,143,200,295,500,634,16,7.9978,11.1857,16.4989,27.9642,35.4586,0.8949
I00743,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1445,441,527,194,130,105,48,30.5190,36.4706,13.4256,8.9965,7.2664,3.3218
