INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01963,ENG,"ENGLAND",51101,9391321,0.5
I01963,RCF,"AIREDALE NHS FOUNDATION TRUST",*,33345,*
I01963,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",20,44750,0.0
I01963,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",35,84610,0.0
I01963,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",*,48195,*
I01963,R1H,"BARTS HEALTH NHS TRUST",665,176310,0.4
I01963,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",110,78410,0.1
I01963,RC1,"BEDFORD HOSPITAL NHS TRUST",0,36735,0.0
I01963,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",55,55575,0.1
I01963,RMC,"BOLTON NHS FOUNDATION TRUST",400,60630,0.7
I01963,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",3485,97660,3.6
I01963,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",25,69970,0.0
I01963,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",700,64295,1.1
I01963,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",15,71110,0.0
I01963,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",35,76655,0.0
I01963,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",435,96335,0.5
I01963,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",0,51665,0.0
I01963,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",55,48820,0.1
I01963,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",0,82365,0.0
I01963,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",95,36650,0.3
I01963,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",280,56655,0.5
I01963,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",25,73990,0.0
