INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.3545,0.3357,16.2831,1,0.0001
I00699,1,ADMIMETH_2,0,,,0,
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,ADMISSION_MONTH_1,-0.2517,0.3737,0.4537,1,0.5006
I00699,1,ADMISSION_MONTH_2,0.086,0.345,0.0622,1,0.8031
I00699,1,ADMISSION_MONTH_3,-0.1926,0.3609,0.285,1,0.5935
I00699,1,ADMISSION_MONTH_4,0.325,0.3183,1.043,1,0.3071
I00699,1,ADMISSION_MONTH_5,0,,,0,
I00699,1,ADMISSION_MONTH_6,-1.0634,0.4358,5.9538,1,0.0147
I00699,1,ADMISSION_MONTH_7,-0.1384,0.343,0.1629,1,0.6865
I00699,1,ADMISSION_MONTH_8,0.1464,0.3229,0.2055,1,0.6503
I00699,1,ADMISSION_MONTH_9,0.1827,0.3286,0.3092,1,0.5782
I00699,1,ADMISSION_MONTH_10,0.1596,0.3365,0.225,1,0.6353
I00699,1,ADMISSION_MONTH_11,-0.0944,0.3519,0.072,1,0.7885
I00699,1,ADMISSION_MONTH_12,0.0382,0.3392,0.0127,1,0.9104
I00699,1,AGE_GROUP_1,-14.2069,2205.4389,0,1,0.9949
I00699,1,AGE_GROUP_2,-14.2458,1400.5361,0.0001,1,0.9919
I00699,1,AGE_GROUP_3,-14.2004,1502.3526,0.0001,1,0.9925
I00699,1,AGE_GROUP_4,-14.393,1338.6527,0.0001,1,0.9914
I00699,1,AGE_GROUP_5,-14.7439,858.1056,0.0003,1,0.9863
I00699,1,AGE_GROUP_6,-1.6127,1.0444,2.3844,1,0.1225
I00699,1,AGE_GROUP_7,-0.4179,0.5839,0.5123,1,0.4741
I00699,1,AGE_GROUP_8,0,,,0,
I00699,1,AGE_GROUP_9,0.9322,0.401,5.4046,1,0.0201
I00699,1,AGE_GROUP_10,-0.2717,0.5379,0.2552,1,0.6135
I00699,1,AGE_GROUP_11,0.7517,0.4009,3.5164,1,0.0608
I00699,1,AGE_GROUP_12,0.9446,0.4108,5.2866,1,0.0215
I00699,1,AGE_GROUP_13,0.4784,0.4515,1.1226,1,0.2894
I00699,1,AGE_GROUP_14,0.978,0.4094,5.7063,1,0.0169
I00699,1,AGE_GROUP_15,1.361,0.4004,11.5557,1,0.0007
I00699,1,AGE_GROUP_16,2.015,0.3686,29.8806,1,0
I00699,1,AGE_GROUP_17,1.9794,0.3658,29.2736,1,0
I00699,1,AGE_GROUP_18,2.2951,0.3777,36.9318,1,0
I00699,1,AGE_GROUP_19,3.3063,0.3965,69.5417,1,0
I00699,1,AGE_GROUP_20,3.6488,0.4664,61.2063,1,0
I00699,1,AGE_GROUP_21,0,,,0,
I00699,1,BIRTHWEIGHT_6,0,,,0,
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.7809,0.2093,13.9188,1,0.0002
I00699,1,CHARLSON_INDEX_3,1.076,0.2012,28.5925,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.4737,0.1588,8.8944,1,0.0029
I00699,1,GENDER_3,0,,,0,
I00699,1,Intercept,-4.7593,0.3998,141.7129,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,0.4227,0.195,4.6997,1,0.0302
I00699,1,YEAR_INDEX_3,0.5975,0.1931,9.5776,1,0.002
I00699,2,ADMIMETH_1,-0.4503,0.0358,158.5072,1,0
I00699,2,ADMIMETH_2,0,,,0,
I00699,2,ADMIMETH_3,0,,,0,
I00699,2,ADMISSION_MONTH_1,0.3543,0.0205,299.6626,1,0
I00699,2,ADMISSION_MONTH_2,0.2961,0.0211,196.7115,1,0
I00699,2,ADMISSION_MONTH_3,0.2359,0.0206,131.4817,1,0
I00699,2,ADMISSION_MONTH_4,0.1155,0.0206,31.5336,1,0
I00699,2,ADMISSION_MONTH_5,0.073,0.0204,12.7601,1,0.0004
I00699,2,ADMISSION_MONTH_6,0.0428,0.0207,4.2902,1,0.0383
I00699,2,ADMISSION_MONTH_7,0,,,0,
I00699,2,ADMISSION_MONTH_8,-0.0068,0.0204,0.1117,1,0.7382
I00699,2,ADMISSION_MONTH_9,0.0408,0.0204,4.0111,1,0.0452
I00699,2,ADMISSION_MONTH_10,0.1045,0.02,27.224,1,0
I00699,2,ADMISSION_MONTH_11,0.1368,0.0201,46.1431,1,0
I00699,2,ADMISSION_MONTH_12,0.2582,0.0197,171.4373,1,0
I00699,2,AGE_GROUP_1,-4.173,0.1648,641.2207,1,0
I00699,2,AGE_GROUP_2,-3.7032,0.1632,514.9024,1,0
I00699,2,AGE_GROUP_3,-3.3754,0.1975,292.1603,1,0
I00699,2,AGE_GROUP_4,-2.712,0.1912,201.1057,1,0
I00699,2,AGE_GROUP_5,-2.9095,0.1661,306.9647,1,0
I00699,2,AGE_GROUP_6,-2.7735,0.1307,450.2046,1,0
I00699,2,AGE_GROUP_7,-2.4748,0.1018,590.8389,1,0
I00699,2,AGE_GROUP_8,-2.0718,0.0753,757.4312,1,0
I00699,2,AGE_GROUP_9,-1.8196,0.0609,892.9033,1,0
I00699,2,AGE_GROUP_10,-1.4772,0.0475,968.4037,1,0
I00699,2,AGE_GROUP_11,-1.3289,0.0357,1385.7139,1,0
I00699,2,AGE_GROUP_12,-1.197,0.0292,1678.4987,1,0
I00699,2,AGE_GROUP_13,-0.9992,0.0242,1705.6332,1,0
I00699,2,AGE_GROUP_14,-0.8306,0.0208,1590.2905,1,0
I00699,2,AGE_GROUP_15,-0.6389,0.0175,1328.9859,1,0
I00699,2,AGE_GROUP_16,-0.4428,0.0155,817.3503,1,0
I00699,2,AGE_GROUP_17,-0.2343,0.0147,254.8037,1,0
I00699,2,AGE_GROUP_18,0,,,0,
I00699,2,AGE_GROUP_19,0.332,0.0138,582.6786,1,0
I00699,2,AGE_GROUP_20,0.7056,0.0144,2403.4459,1,0
I00699,2,AGE_GROUP_21,0,,,0,
I00699,2,BIRTHWEIGHT_6,0,,,0,
I00699,2,CHARLSON_INDEX_1,0,,,0,
I00699,2,CHARLSON_INDEX_2,0.0839,0.018,21.6879,1,0
I00699,2,CHARLSON_INDEX_3,0.7456,0.0128,3385.0122,1,0
I00699,2,GENDER_1,0,,,0,
I00699,2,GENDER_2,0.0502,0.0084,35.9697,1,0
I00699,2,GENDER_3,0,,,0,
I00699,2,Intercept,-1.8157,0.0214,7218.6976,1,0
I00699,2,YEAR_INDEX_1,0,,,0,
I00699,2,YEAR_INDEX_2,0.0135,0.0094,2.0486,1,0.1523
I00699,2,YEAR_INDEX_3,0.1359,0.0116,137.0282,1,0
I00699,3,ADMIMETH_1,0.0168,0.2154,0.0061,1,0.9378
I00699,3,ADMIMETH_2,0,,,0,
I00699,3,ADMIMETH_3,0,,,0,
I00699,3,ADMISSION_MONTH_1,0.2632,0.1743,2.2799,1,0.1311
I00699,3,ADMISSION_MONTH_2,-0.0474,0.1883,0.0632,1,0.8015
I00699,3,ADMISSION_MONTH_3,0,,,0,
I00699,3,ADMISSION_MONTH_4,0.0057,0.1752,0.0011,1,0.974
I00699,3,ADMISSION_MONTH_5,-0.2011,0.1857,1.1726,1,0.2789
