INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1.0579,2,47557,2114,1998.2761,0.9323,1.0711,0.8929,1.1200
I00699,RCF,"AIREDALE NHS FOUNDATION TRUST",0.9594,2,34885,1052,1096.5631,0.9093,1.0969,0.8868,1.1276
I00699,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",0.9885,2,42579,1839,1860.4424,0.9299,1.0737,0.8923,1.1207
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1.0460,2,83703,3327,3180.5379,0.9461,1.0560,0.8957,1.1164
I00699,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1.0147,2,41484,1495,1473.3667,0.9214,1.0832,0.8902,1.1233
I00699,R1H,"BARTS HEALTH NHS TRUST",0.8796,3,155546,3756,4269.9814,0.9534,1.0482,0.8970,1.1148
I00699,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.0593,2,55128,2225,2100.4051,0.9339,1.0693,0.8932,1.1195
I00699,RC1,"BEDFORD HOSPITAL NHS TRUST",1.0609,2,34551,1209,1139.5838,0.9110,1.0950,0.8873,1.1270
I00699,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",1.1539,1,57077,2437,2112.0097,0.9341,1.0691,0.8933,1.1195
I00699,RMC,"BOLTON NHS FOUNDATION TRUST",1.0808,2,64950,1792,1658.0501,0.9258,1.0782,0.8913,1.1219
I00699,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",0.9577,2,75923,1850,1931.7464,0.9312,1.0723,0.8926,1.1203
I00699,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",0.9884,2,70983,2491,2520.2895,0.9396,1.0631,0.8944,1.1180
I00699,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",0.9316,2,56533,1555,1669.1728,0.9261,1.0780,0.8914,1.1219
I00699,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",0.9901,2,43079,1301,1313.9730,0.9169,1.0882,0.8890,1.1249
I00699,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",1.0547,2,66121,2355,2232.7619,0.9359,1.0671,0.8937,1.1190
I00699,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",0.8588,3,74619,2320,2701.5015,0.9416,1.0609,0.8949,1.1175
I00699,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1.1152,2,106097,1752,1571.0248,0.9238,1.0804,0.8908,1.1226
I00699,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",0.8357,3,89719,1613,1930.1312,0.9311,1.0724,0.8926,1.1203
I00699,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1.0124,2,50057,1938,1914.1699,0.9309,1.0727,0.8925,1.1204
