INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,ENG,ENGLAND,284962,59265,56986,58168,56498,50539,3506,21,20,20,20,18,1
I00743,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2040,1170,270,290,190,100,20,57,13,14,9,5,1
I00743,RCF,AIREDALE NHS FOUNDATION TRUST,975,160,115,250,240,210,*,16,12,26,25,22,*
I00743,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1670,*,175,325,350,810,*,*,10,19,21,49,*
I00743,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2905,535,800,720,440,245,160,18,28,25,15,8,6
I00743,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1580,490,545,260,190,75,15,31,34,16,12,5,1
I00743,R1H,BARTS HEALTH NHS TRUST,3635,1405,1205,420,295,225,90,39,33,12,8,6,2
I00743,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2100,335,655,420,315,335,45,16,31,20,15,16,2
I00743,RC1,BEDFORD HOSPITAL NHS TRUST,1275,115,340,155,295,360,*,9,27,12,23,28,*
I00743,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2325,680,560,495,355,220,10,29,24,21,15,9,0
I00743,RMC,BOLTON NHS FOUNDATION TRUST,1745,760,315,195,285,185,*,44,18,11,16,11,*
I00743,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1860,820,430,350,160,95,*,44,23,19,9,5,*
I00743,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2315,240,335,455,635,565,80,10,14,20,27,24,3
I00743,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1570,50,120,225,375,795,*,3,8,14,24,51,*
I00743,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2270,525,510,515,455,260,*,23,22,23,20,11,*
I00743,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2140,45,240,485,640,720,15,2,11,23,30,34,1
I00743,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1555,180,465,460,245,140,60,12,30,30,16,9,4
I00743,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1790,290,460,320,395,280,40,16,26,18,22,16,2
I00743,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1490,290,145,170,240,390,250,19,10,11,16,26,17
I00743,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2960,750,940,420,525,315,10,25,32,14,18,11,0
I00743,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1265,250,445,225,160,175,10,20,35,18,13,14,1
I00743,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1490,200,320,265,380,320,*,13,21,18,26,21,*
I00743,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2720,850,640,545,525,155,*,31,24,20,19,6,*
I00743,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1090,85,175,370,335,100,20,8,16,34,31,9,2
I00743,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2195,50,275,655,520,675,15,2,13,30,24,31,1
I00743,RJN,EAST CHESHIRE NHS TRUST,910,45,160,135,230,340,*,5,18,15,25,37,*
I00743,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,4035,695,845,1055,1065,360,20,17,21,26,26,9,0
I00743,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2660,1005,650,365,430,210,*,38,24,14,16,8,*
I00743,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,4385,700,795,1100,1005,700,85,16,18,25,23,16,2
I00743,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2520,320,560,640,710,285,*,13,22,25,28,11,*
I00743,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1915,50,280,290,410,870,10,3,15,15,21,45,1
I00743,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,3555,70,420,620,645,1770,35,2,12,17,18,50,1
I00743,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1385,390,405,215,220,155,*,28,29,16,16,11,*
I00743,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1095,170,320,285,195,120,*,16,29,26,18,11,*
I00743,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,3005,260,355,855,685,845,10,9,12,28,23,28,0
I00743,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1720,185,235,305,550,450,*,11,14,18,32,26,*
I00743,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1450,470,470,220,135,115,45,32,32,15,9,8,3
I00743,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2055,*,240,295,515,995,10,*,12,14,25,48,0
I00743,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,940,20,45,170,315,385,*,2,5,18,34,41,*
I00743,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,525,320,175,20,*,*,10,61,33,4,*,*,2
I00743,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3335,1040,695,510,535,545,*,31,21,15,16,16,*
I00743,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2080,600,585,465,265,120,35,29,28,22,13,6,2
I00743,R1F,ISLE OF WIGHT NHS TRUST,845,105,310,270,130,25,*,12,37,32,15,3,*
I00743,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1685,385,480,485,245,90,*,23,28,29,15,5,*
