INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00732,ENG,"ENGLAND",286153,7985115,3.6
I00732,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2100,54600,3.8
I00732,RCF,"AIREDALE NHS FOUNDATION TRUST",965,30140,3.2
I00732,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1680,35250,4.8
I00732,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2980,79405,3.8
I00732,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1610,41555,3.9
I00732,R1H,"BARTS HEALTH NHS TRUST",3670,151025,2.4
I00732,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2140,71315,3.0
I00732,RC1,"BEDFORD HOSPITAL NHS TRUST",1260,33535,3.8
I00732,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2385,47370,5.0
I00732,RMC,"BOLTON NHS FOUNDATION TRUST",1790,55500,3.2
I00732,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1910,91785,2.1
I00732,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2255,58355,3.9
I00732,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1595,55975,2.8
I00732,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2450,65055,3.8
I00732,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2155,59110,3.6
I00732,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1570,85330,1.8
I00732,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1850,46905,3.9
I00732,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1470,43315,3.4
I00732,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3055,75270,4.1
I00732,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1325,35255,3.8
I00732,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1535,46020,3.3
I00732,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2665,64650,4.1
I00732,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1095,25845,4.2
I00732,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2285,58530,3.9
I00732,RJN,"EAST CHESHIRE NHS TRUST",915,18080,5.1
I00732,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4080,91445,4.5
I00732,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2720,71285,3.8
I00732,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4515,95190,4.7
I00732,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2555,55200,4.6
I00732,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1980,53615,3.7
I00732,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3515,114790,3.1
I00732,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1430,28830,5.0
I00732,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1090,21110,5.2
I00732,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",2940,78265,3.8
I00732,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1700,56720,3.0
I00732,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1250,65235,1.9
I00732,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2060,56005,3.7
I00732,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",930,23265,4.0
I00732,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",520,42270,1.2
I00732,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",3305,68455,4.8
I00732,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2085,88495,2.4
I00732,R1F,"ISLE OF WIGHT NHS TRUST",845,15300,5.5
I00732,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1670,29075,5.7
I00732,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1740,47720,3.6
I00732,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3135,87795,3.6
I00732,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1145,54565,2.1
I00732,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",2245,67905,3.3
I00732,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4070,100920,4.0
I00732,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2415,85885,2.8
I00732,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",2545,93505,2.7
I00732,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1740,72155,2.4
I00732,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",2380,68190,3.5
I00732,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",3160,144495,2.2
I00732,RPA,"MEDWAY NHS FOUNDATION TRUST",1955,50510,3.9
I00732,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1510,47460,3.2
I00732,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",2065,48655,4.2
I00732,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",2930,85680,3.4
I00732,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1295,45575,2.8
I00732,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3365,76030,4.4
I00732,RVJ,"NORTH BRISTOL NHS TRUST",2335,75750,3.1
I00732,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",1785,42305,4.2
I00732,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1330,46080,2.9
I00732,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",2065,53260,3.9
I00732,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",2855,69345,4.1
I00732,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",1935,65050,3.0
I00732,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",985,26225,3.8
I00732,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",2450,51830,4.7
I00732,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",3120,66720,4.7
I00732,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",4325,116345,3.7
