INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01964,ENG,"ENGLAND",1176008,9180619,12.8
I01964,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",12100,61275,19.7
I01964,RCF,"AIREDALE NHS FOUNDATION TRUST",4635,32965,14.1
I01964,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3650,41625,8.8
I01964,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11980,86530,13.8
I01964,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",5660,44815,12.6
I01964,R1H,"BARTS HEALTH NHS TRUST",26050,174005,15.0
I01964,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",12265,77545,15.8
I01964,RC1,"BEDFORD HOSPITAL NHS TRUST",5395,36485,14.8
I01964,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",5830,54095,10.8
I01964,RMC,"BOLTON NHS FOUNDATION TRUST",5790,60055,9.6
I01964,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",13670,97405,14.0
I01964,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",8410,69145,12.2
I01964,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",8530,61555,13.9
I01964,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",7950,70605,11.3
I01964,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",9160,74825,12.2
I01964,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",14525,93355,15.6
I01964,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",6320,51115,12.4
