INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,ENG,"ENGLAND",293659,200991,92668,68,32
I00733,RCF,"AIREDALE NHS FOUNDATION TRUST",1030,625,405,61,39
I00733,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1650,1145,505,69,31
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2980,2115,865,71,29
I00733,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1625,1035,590,64,36
I00733,R1H,"BARTS HEALTH NHS TRUST",3610,2800,810,78,22
I00733,RC9,"BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",3065,2005,1060,65,35
I00733,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2400,1610,790,67,33
I00733,RMC,"BOLTON NHS FOUNDATION TRUST",1725,1170,555,68,32
I00733,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1850,1215,635,66,34
I00733,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2295,1600,695,70,30
I00733,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1665,1200,465,72,28
I00733,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2260,1470,790,65,35
I00733,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2235,1405,830,63,37
I00733,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1660,1190,470,72,28
I00733,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1830,1280,545,70,30
I00733,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1540,1110,430,72,28
I00733,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3075,1955,1120,64,36
I00733,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1315,965,350,73,27
I00733,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1535,1095,435,71,28
I00733,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2830,1880,950,66,34
I00733,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1140,745,395,65,35
I00733,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2230,1405,825,63,37
I00733,RJN,"EAST CHESHIRE NHS TRUST",940,600,345,64,37
I00733,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4085,2565,1520,63,37
