INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,"ENGLAND",4.5945,19
I01965,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.3467,19
I01965,RCF,"AIREDALE NHS FOUNDATION TRUST",4.2249,13
I01965,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3.6259,11
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",5.3349,13
I01965,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",4.0540,19
I01965,R1H,"BARTS HEALTH NHS TRUST",5.9312,19
I01965,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.4634,19
I01965,RC1,"BEDFORD HOSPITAL NHS TRUST",4.7114,19
I01965,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",5.8941,13
I01965,RMC,"BOLTON NHS FOUNDATION TRUST",4.7513,19
I01965,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",4.7640,19
I01965,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",4.3281,19
I01965,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",4.6238,19
I01965,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.5387,19
I01965,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.3063,19
I01965,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",4.3109,19
I01965,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",4.2717,19
I01965,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.9444,19
I01965,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3.6064,13
I01965,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.6102,15
I01965,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",2.5526,15
I01965,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",4.4814,19
I01965,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.0387,18
I01965,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.6879,19
I01965,RJN,"EAST CHESHIRE NHS TRUST",4.9866,12
I01965,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3.4778,19
I01965,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",5.8485,13
I01965,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4.5176,19
I01965,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",4.9638,19
I01965,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",5.7175,19
I01965,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3.0604,19
I01965,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",5.0299,13
I01965,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",4.0126,11
I01965,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3.9930,19
I01965,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",3.2783,13
I01965,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",5.3506,19
I01965,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",3.7733,19
I01965,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",3.7571,12
I01965,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.3603,19
I01965,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",5.4041,19
I01965,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",5.9904,19
I01965,R1F,"ISLE OF WIGHT NHS TRUST",5.3077,13
I01965,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.7141,19
I01965,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",4.6921,19
I01965,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",4.7189,19
I01965,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",3.9892,19
I01965,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",5.4225,19
I01965,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4.0160,19
I01965,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",3.4871,13
I01965,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",4.8883,19
I01965,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.2757,13
I01965,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",4.5555,19
I01965,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",5.4000,19
