INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,"ENGLAND",4.9074,19
I01965,RCF,"AIREDALE NHS FOUNDATION TRUST",4.2006,13
I01965,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3.9860,11
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",5.5100,19
I01965,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",4.6028,19
I01965,R1H,"BARTS HEALTH NHS TRUST",6.5830,19
I01965,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.7470,19
I01965,RC1,"BEDFORD HOSPITAL NHS TRUST",5.5545,19
I01965,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",6.1564,13
I01965,RMC,"BOLTON NHS FOUNDATION TRUST",5.0285,19
I01965,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",4.6167,19
I01965,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",4.6496,19
I01965,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",4.8866,19
I01965,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.6636,19
I01965,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",3.6076,19
I01965,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",4.5132,19
I01965,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",4.7650,19
I01965,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.9767,19
I01965,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",4.1902,13
I01965,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3.6842,19
I01965,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",2.8556,19
I01965,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",4.3605,19
I01965,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",2.9717,19
I01965,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",4.3297,19
I01965,RJN,"EAST CHESHIRE NHS TRUST",5.0832,12
I01965,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3.9677,19
I01965,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",5.9146,13
I01965,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4.9766,19
I01965,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",5.1850,19
I01965,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",5.8641,19
I01965,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3.4085,19
I01965,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",4.9935,13
I01965,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",4.3092,19
I01965,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",4.1409,19
I01965,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",3.1137,13
I01965,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",5.8801,19
I01965,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",3.8034,19
I01965,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",3.6819,12
I01965,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.5726,19
I01965,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",6.2317,19
I01965,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",6.7634,19
I01965,R1F,"ISLE OF WIGHT NHS TRUST",5.6457,13
I01965,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.3631,19
I01965,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",5.8119,19
I01965,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",5.1428,19
I01965,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",4.4818,19
