INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I00732,ENG,ENGLAND,266422,7518252,3.5
I00732,RCF,AIREDALE NHS FOUNDATION TRUST,930,27625,3.4
I00732,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1520,35485,4.3
I00732,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2700,70280,3.8
I00732,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1495,40145,3.7
I00732,R1H,BARTS HEALTH NHS TRUST,3220,140690,2.3
I00732,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,2715,100280,2.7
I00732,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2180,46000,4.7
I00732,RMC,BOLTON NHS FOUNDATION TRUST,1490,51460,2.9
I00732,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1695,78465,2.2
I00732,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2050,55785,3.7
I00732,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1565,52540,3
I00732,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2180,60055,3.6
I00732,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2050,54525,3.8
I00732,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1515,80745,1.9
I00732,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1625,44185,3.7
I00732,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1350,39885,3.4
I00732,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2855,65790,4.3
I00732,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1180,29285,4
I00732,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1365,43790,3.1
I00732,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2605,59035,4.4
I00732,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1055,23690,4.5
I00732,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2035,55545,3.7
