INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00732,R1F,ISLE OF WIGHT NHS TRUST,*,*,5.6
I00732,R1H,BARTS HEALTH NHS TRUST,3437,144594,2.4
I00732,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1194,31408,3.8
I00732,RA3,WESTON AREA HEALTH NHS TRUST,963,15724,6.1
I00732,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,945,20445,4.6
I00732,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1559,56437,2.8
I00732,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,1537,33165,4.6
I00732,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1778,63013,2.8
I00732,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2085,42258,4.9
I00732,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1077,29063,3.7
I00732,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,842,28343,3
I00732,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,916,35139,2.6
I00732,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1258,42614,3
I00732,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1473,42833,3.4
I00732,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1058,23605,4.5
I00732,RBK,WALSALL HEALTHCARE NHS TRUST,1450,38864,3.7
I00732,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2172,55968,3.9
I00732,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,2024,57982,3.5
I00732,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1386,32240,4.3
I00732,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1260,25573,4.9
I00732,RC1,BEDFORD HOSPITAL NHS TRUST,1125,24195,4.6
I00732,RC3,EALING HOSPITAL NHS TRUST,643,26840,2.4
I00732,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1487,53301,2.8
I00732,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2943,65461,4.5
I00732,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,825,19196,4.3
I00732,RCF,AIREDALE NHS FOUNDATION TRUST,964,28848,3.3
I00732,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1533,33004,4.6
I00732,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,1868,35354,5.3
I00732,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1482,45995,3.2
I00732,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,1432,45346,3.2
I00732,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,1124,38981,2.9
I00732,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1919,44423,4.3
I00732,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,2105,45380,4.6
I00732,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,1555,45451,3.4
I00732,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1969,31122,6.3
I00732,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,943,20546,4.6
I00732,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2096,55009,3.8
I00732,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1858,31518,5.9
I00732,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2971,69498,4.3
I00732,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1434,37858,3.8
I00732,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1426,32453,4.4
I00732,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1673,41698,4
I00732,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,942,33456,2.8
I00732,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1722,42784,4
I00732,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1421,26621,5.3
I00732,RGQ,IPSWICH HOSPITAL NHS TRUST,1805,40402,4.5
I00732,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1335,28245,4.7
I00732,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2009,54056,3.7
I00732,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,1663,46030,3.6
I00732,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2785,71606,3.9
I00732,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3289,84117,3.9
I00732,RHU,PORTSMOUTH HOSPITALS NHS TRUST,2936,72305,4.1
I00732,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1999,50972,3.9
I00732,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1200,58121,2.1
I00732,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1571,54691,2.9
I00732,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1168,43133,2.7
I00732,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,1770,58020,3.1
I00732,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1146,28703,4
