INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,ENGLAND,8520937,7374,159762,161274,0.1,1.9,1.9
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,29500,0,395,395,0,1.3,1.3
I00720,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,40610,70,840,855,0.2,2.1,2.1
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",76775,*,1440,1445,*,1.9,1.9
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,43365,0,720,720,0,1.7,1.7
I00720,R1H,BARTS HEALTH NHS TRUST,157890,335,2145,2190,0.2,1.4,1.4
I00720,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,107905,0,1405,1405,0,1.3,1.3
I00720,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,51295,*,1005,1010,*,2,2
I00720,RMC,BOLTON NHS FOUNDATION TRUST,54890,0,635,635,0,1.2,1.2
I00720,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,83825,*,575,580,*,0.7,0.7
I00720,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,64960,0,1490,1490,0,2.3,2.3
I00720,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,56965,330,1175,1220,0.6,2.1,2.1
I00720,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,64550,0,1285,1285,0,2,2
I00720,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,66495,0,1710,1710,0,2.6,2.6
I00720,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,87780,10,1345,1345,0,1.5,1.5
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,47360,0,840,840,0,1.8,1.8
I00720,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,43540,0,650,650,0,1.5,1.5
I00720,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,70110,0,2200,2200,0,3.1,3.1
I00720,RJ6,CROYDON HEALTH SERVICES NHS TRUST,31695,0,905,905,0,2.9,2.9
I00720,RN7,DARTFORD AND GRAVESHAM NHS TRUST,53030,0,805,805,0,1.5,1.5
I00720,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,66595,0,1750,1750,0,2.6,2.6
I00720,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,26430,0,640,640,0,2.4,2.4
I00720,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,61135,10,970,970,0,1.6,1.6
I00720,RJN,EAST CHESHIRE NHS TRUST,17305,0,340,340,0,2,2
I00720,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,98610,0,1885,1885,0,1.9,1.9
I00720,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,83150,*,1415,1420,*,1.7,1.7
I00720,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,101790,0,2185,2185,0,2.1,2.1
I00720,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,59105,0,1385,1385,0,2.3,2.3
I00720,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,54150,*,1095,1095,*,2,2
I00720,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,107795,0,2330,2330,0,2.2,2.2
I00720,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,29975,185,715,720,0.6,2.4,2.4
I00720,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,22030,0,400,400,0,1.8,1.8
I00720,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,85470,0,1350,1350,0,1.6,1.6
I00720,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,55520,60,1085,1090,0.1,2,2
I00720,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,83840,10,1455,1465,0,1.7,1.7
I00720,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,63260,290,1190,1285,0.5,1.9,2
I00720,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,25640,0,345,345,0,1.3,1.3
I00720,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41580,0,435,435,0,1,1
I00720,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,75595,310,1740,1935,0.4,2.3,2.6
I00720,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,97725,15,2290,2300,0,2.3,2.4
I00720,R1F,ISLE OF WIGHT NHS TRUST,17850,0,685,685,0,3.8,3.8
I00720,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,29085,*,710,710,*,2.4,2.4
I00720,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,43975,0,1020,1020,0,2.3,2.3
I00720,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,98470,*,2315,2315,*,2.4,2.4
I00720,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,58125,0,760,760,0,1.3,1.3
I00720,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,70685,0,1785,1785,0,2.5,2.5
I00720,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,107825,0,1885,1885,0,1.7,1.7
I00720,RJ2,LEWISHAM AND GREENWICH NHS TRUST,85525,0,1045,1045,0,1.2,1.2
I00720,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,107090,405,2545,2610,0.4,2.4,2.4
I00720,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,92325,*,1405,1405,*,1.5,1.5
I00720,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,79110,0,1285,1285,0,1.6,1.6
I00720,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,154955,*,4370,4375,*,2.8,2.8
I00720,RPA,MEDWAY NHS FOUNDATION TRUST,52980,0,1125,1125,0,2.1,2.1
I00720,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,178335,1000,2695,3190,0.6,1.5,1.8
I00720,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,49685,0,750,750,0,1.5,1.5
I00720,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,83880,*,1200,1200,*,1.4,1.4
I00720,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,37415,0,1055,1055,0,2.8,2.8
I00720,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,81935,*,2750,2750,*,3.4,3.4
I00720,RVJ,NORTH BRISTOL NHS TRUST,85765,0,1290,1290,0,1.5,1.5
I00720,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,41785,0,1065,1065,0,2.5,2.5
I00720,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,40705,0,655,655,0,1.6,1.6
I00720,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,53195,*,1250,1255,*,2.3,2.4
I00720,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,76935,*,1735,1735,*,2.3,2.3
I00720,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,68320,0,1010,1010,0,1.5,1.5
