INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,ENG,ENGLAND,272740,4867,98336,99029,2,36,36
I00721,RCF,AIREDALE NHS FOUNDATION TRUST,935,0,230,230,0,25,25
I00721,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1540,55,580,590,4,38,38
I00721,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2745,0,875,875,0,32,32
I00721,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1515,0,370,370,0,24,24
I00721,R1H,BARTS HEALTH NHS TRUST,3320,270,1180,1215,8,36,37
I00721,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,2745,0,955,955,0,35,35
I00721,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2220,*,620,620,*,28,28
I00721,RMC,BOLTON NHS FOUNDATION TRUST,1525,0,395,395,0,26,26
I00721,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1715,*,390,390,*,23,23
I00721,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2130,0,875,875,0,41,41
I00721,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1620,220,740,760,14,46,47
I00721,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2195,0,805,805,0,37,37
I00721,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2105,0,935,935,0,44,44
I00721,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1545,10,800,800,1,52,52
I00721,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1645,0,490,490,0,30,30
I00721,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1380,0,460,460,0,33,33
I00721,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2880,0,1405,1405,0,49,49
I00721,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1185,0,600,600,0,51,51
I00721,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1405,0,565,565,0,40,40
I00721,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2630,0,1250,1250,0,48,48
I00721,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1085,0,435,435,0,40,40
I00721,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2065,*,680,680,*,33,33
I00721,RJN,EAST CHESHIRE NHS TRUST,865,0,190,190,0,22,22
I00721,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,3710,0,1260,1260,0,34,34
I00721,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2615,0,890,890,0,34,34
I00721,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,4075,0,1305,1305,0,32,32
I00721,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2465,0,885,885,0,36,36
I00721,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1630,0,725,725,0,44,44
I00721,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,3440,0,1500,1500,0,44,44
I00721,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1395,145,480,485,10,34,35
I00721,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1045,0,275,275,0,26,26
I00721,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2800,0,790,790,0,28,28
I00721,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1735,50,585,595,3,34,34
I00721,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1350,*,755,755,*,56,56
I00721,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2080,165,770,810,8,37,39
I00721,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,865,0,240,240,0,28,28
I00721,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,510,0,240,240,0,47,47
I00721,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3230,120,1030,1080,4,32,33
I00721,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2015,*,1150,1150,*,57,57
I00721,R1F,ISLE OF WIGHT NHS TRUST,855,0,515,515,0,60,60
I00721,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1505,0,475,475,0,32,32
I00721,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1575,0,655,655,0,42,42
I00721,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2825,0,1475,1475,0,52,52
I00721,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1075,0,515,515,0,48,48
I00721,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2270,0,1195,1195,0,53,53
I00721,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,3760,0,1150,1150,0,31,31
I00721,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2270,0,650,650,0,29,29
I00721,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3840,310,1730,1780,8,45,46
I00721,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2340,*,845,845,*,36,36
I00721,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2255,0,885,885,0,39,39
I00721,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,3175,0,1510,1510,0,48,48
I00721,RPA,MEDWAY NHS FOUNDATION TRUST,1770,0,785,785,0,44,44
I00721,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,5980,395,1700,1835,7,28,31
I00721,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1445,0,380,380,0,26,26
I00721,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2785,*,690,690,*,25,25
I00721,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1260,0,680,680,0,54,54
I00721,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3485,*,1775,1775,*,51,51
I00721,RVJ,NORTH BRISTOL NHS TRUST,2160,0,880,880,0,41,41
I00721,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,1810,0,665,665,0,37,37
I00721,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1215,0,365,365,0,30,30
I00721,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,1880,*,775,775,*,41,41
I00721,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2840,*,930,930,*,33,33
I00721,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,1985,0,805,805,0,41,41
I00721,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,920,0,170,170,0,18,18
I00721,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2285,0,575,575,0,25,25
I00721,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3060,575,1115,1200,19,36,39
I00721,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,4210,300,1710,1715,7,41,41
I00721,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2995,310,1605,1605,10,54,54
I00721,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,3665,10,1180,1180,0,32,32
I00721,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1485,185,365,370,12,25,25
I00721,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,2975,0,1220,1220,0,41,41
I00721,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1960,0,970,970,0,49,49
I00721,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2145,*,680,680,*,32,32
I00721,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,2190,0,805,805,0,37,37
I00721,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2465,0,910,910,0,37,37
I00721,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1180,95,680,680,8,58,58
I00721,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1895,0,530,530,0,28,28
I00721,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,1585,0,880,880,0,56,56
I00721,RNZ,SALISBURY NHS FOUNDATION TRUST,970,150,485,500,15,50,52
I00721,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2020,0,410,410,0,20,20
I00721,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,3390,280,1050,1085,8,31,32
I00721,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1960,0,175,175,0,9,9
I00721,RH5,SOMERSET NHS FOUNDATION TRUST,1955,0,380,380,0,19,19
I00721,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2520,*,1150,1150,*,46,46
I00721,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,3080,195,870,910,6,28,30
I00721,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1130,0,295,295,0,26,26
I00721,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,1310,*,590,595,*,45,45
I00721,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1765,0,790,790,0,45,45
I00721,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2310,0,950,950,0,41,41
I00721,RWJ,STOCKPORT NHS FOUNDATION TRUST,1665,0,395,395,0,24,24
I00721,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1770,0,795,795,0,45,45
I00721,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1275,15,225,230,1,18,18
I00721,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2285,0,475,475,0,21,21
I00721,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,985,*,450,450,*,46,46
I00721,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2500,0,820,820,0,33,33
I00721,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,1480,*,480,480,*,32,32
I00721,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1605,15,165,170,1,10,11
I00721,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1415,20,440,455,1,31,32
I00721,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1995,295,1075,1090,15,54,55
I00721,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2425,0,665,665,0,27,27
I00721,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2625,0,865,865,0,33,33
I00721,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1645,*,560,560,*,34,34
I00721,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3480,0,860,860,0,25,25
I00721,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1180,*,405,405,*,34,34
I00721,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2415,15,1105,1105,1,46,46
I00721,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,6795,0,1905,1905,0,28,28
I00721,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,2390,0,815,815,0,34,34
I00721,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2775,0,850,850,0,31,31
I00721,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,4305,445,1090,1160,10,25,27
