INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,ENG,"ENGLAND",286524,4702,78614,79010,1.6410,27.4371,27.5754
I00721,R1F,"ISLE OF WIGHT NHS TRUST",826,0,277,277,0.0000,33.5351,33.5351
I00721,R1H,"BARTS HEALTH NHS TRUST",3823,261,858,867,6.8271,22.4431,22.6785
I00721,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2494,0,627,627,0.0000,25.1403,25.1403
I00721,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1320,38,646,648,2.8788,48.9394,49.0909
I00721,RA3,"WESTON AREA HEALTH NHS TRUST",1026,0,297,297,0.0000,28.9474,28.9474
I00721,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",962,0,340,340,0.0000,35.3430,35.3430
I00721,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1721,39,369,397,2.2661,21.4410,23.0680
I00721,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1844,2,359,359,0.1085,19.4685,19.4685
I00721,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1755,0,326,326,0.0000,18.5755,18.5755
I00721,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2326,60,516,524,2.5795,22.1840,22.5279
I00721,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2822,1,686,686,0.0354,24.3090,24.3090
I00721,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1400,0,315,315,0.0000,22.5000,22.5000
I00721,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",991,0,290,290,0.0000,29.2634,29.2634
I00721,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1261,0,369,369,0.0000,29.2625,29.2625
I00721,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1675,0,231,231,0.0000,13.7910,13.7910
I00721,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1158,0,208,208,0.0000,17.9620,17.9620
I00721,RBK,"WALSALL HEALTHCARE NHS TRUST",1572,0,611,611,0.0000,38.8677,38.8677
I00721,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2272,0,690,690,0.0000,30.3697,30.3697
I00721,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2226,0,603,603,0.0000,27.0889,27.0889
I00721,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1444,0,205,205,0.0000,14.1967,14.1967
I00721,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1244,0,432,432,0.0000,34.7267,34.7267
I00721,RC1,"BEDFORD HOSPITAL NHS TRUST",1169,0,330,330,0.0000,28.2293,28.2293
I00721,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1693,0,283,283,0.0000,16.7159,16.7159
I00721,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3185,0,721,721,0.0000,22.6374,22.6374
I00721,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",921,0,182,182,0.0000,19.7611,19.7611
I00721,RCF,"AIREDALE NHS FOUNDATION TRUST",990,0,281,281,0.0000,28.3838,28.3838
I00721,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1510,12,223,224,0.7947,14.7682,14.8344
I00721,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",1983,0,441,441,0.0000,22.2390,22.2390
I00721,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",1565,225,424,445,14.3770,27.0927,28.4345
I00721,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1238,0,541,541,0.0000,43.6995,43.6995
I00721,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2050,355,499,608,17.3171,24.3415,29.6585
I00721,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2205,0,509,509,0.0000,23.0839,23.0839
I00721,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3465,19,1587,1591,0.5483,45.8009,45.9163
I00721,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",2075,380,1007,1025,18.3133,48.5301,49.3976
I00721,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",1168,169,262,262,14.4692,22.4315,22.4315
I00721,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",2431,3,584,584,0.1234,24.0230,24.0230
I00721,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1979,0,971,971,0.0000,49.0652,49.0652
I00721,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3140,0,873,873,0.0000,27.8025,27.8025
I00721,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1437,0,212,212,0.0000,14.7530,14.7530
