INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",8784782,7372,126821,127811,0.0839,1.4436,1.4549
I00720,R1F,"ISLE OF WIGHT NHS TRUST",17225,0,475,475,0.0000,2.7576,2.7576
I00720,R1H,"BARTS HEALTH NHS TRUST",152373,330,1309,1347,0.2166,0.8591,0.8840
I00720,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",90348,0,1088,1088,0.0000,1.2042,1.2042
I00720,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",47159,41,920,922,0.0869,1.9508,1.9551
I00720,RA3,"WESTON AREA HEALTH NHS TRUST",17152,0,542,542,0.0000,3.1600,3.1600
I00720,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",24827,0,529,529,0.0000,2.1307,2.1307
I00720,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",75734,46,669,702,0.0607,0.8834,0.9269
I00720,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",46424,3,653,654,0.0065,1.4066,1.4088
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",74407,0,498,498,0.0000,0.6693,0.6693
I00720,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",53630,120,928,958,0.2238,1.7304,1.7863
I00720,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",96777,2,1091,1091,0.0021,1.1273,1.1273
I00720,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",48118,0,622,622,0.0000,1.2927,1.2927
I00720,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",40845,0,466,466,0.0000,1.1409,1.1409
I00720,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",51796,0,452,452,0.0000,0.8727,0.8727
I00720,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",52882,0,401,401,0.0000,0.7583,0.7583
I00720,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",30892,0,352,352,0.0000,1.1395,1.1395
I00720,RBK,"WALSALL HEALTHCARE NHS TRUST",45172,0,826,826,0.0000,1.8286,1.8286
I00720,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",66444,0,1042,1042,0.0000,1.5682,1.5682
I00720,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",68779,0,893,893,0.0000,1.2984,1.2984
I00720,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",48345,0,379,379,0.0000,0.7839,0.7839
I00720,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",28480,0,617,617,0.0000,2.1664,2.1664
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",32003,0,512,512,0.0000,1.5999,1.5999
I00720,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",68694,0,434,434,0.0000,0.6318,0.6318
I00720,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",82520,0,1167,1167,0.0000,1.4142,1.4142
I00720,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",26132,0,264,264,0.0000,1.0103,1.0103
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",34896,0,479,479,0.0000,1.3727,1.3727
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",42908,18,328,332,0.0420,0.7644,0.7737
I00720,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",54347,0,745,745,0.0000,1.3708,1.3708
I00720,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",48334,306,676,711,0.6331,1.3986,1.4710
I00720,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",40208,0,797,797,0.0000,1.9822,1.9822
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",53672,845,908,1233,1.5744,1.6918,2.2973
I00720,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",55129,0,807,807,0.0000,1.4638,1.4638
I00720,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",119077,28,2386,2390,0.0235,2.0037,2.0071
I00720,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",43935,499,1458,1520,1.1358,3.3185,3.4597
I00720,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",22961,287,453,453,1.2499,1.9729,1.9729
I00720,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",65989,4,937,938,0.0061,1.4199,1.4214
I00720,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",47595,0,1470,1470,0.0000,3.0886,3.0886
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",85496,1,1434,1435,0.0012,1.6773,1.6784
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",42744,0,391,391,0.0000,0.9147,0.9147
I00720,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",42622,1,647,647,0.0023,1.5180,1.5180
I00720,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",48354,0,935,935,0.0000,1.9337,1.9337
I00720,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",53061,0,1222,1222,0.0000,2.3030,2.3030
I00720,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",29247,1,601,601,0.0034,2.0549,2.0549
I00720,RGQ,"IPSWICH HOSPITAL NHS TRUST",53458,1,425,426,0.0019,0.7950,0.7969
I00720,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",34797,0,489,489,0.0000,1.4053,1.4053
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",81072,1,1224,1225,0.0012,1.5098,1.5110
I00720,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",61999,0,589,589,0.0000,0.9500,0.9500
I00720,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",93602,596,2182,2202,0.6367,2.3311,2.3525
I00720,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",111388,364,1749,1797,0.3268,1.5702,1.6133
I00720,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",83671,1,1093,1094,0.0012,1.3063,1.3075
I00720,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",77341,1,1403,1404,0.0013,1.8140,1.8153
I00720,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",87416,1,1270,1271,0.0011,1.4528,1.4540
I00720,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",90545,0,921,921,0.0000,1.0172,1.0172
I00720,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",44880,0,589,589,0.0000,1.3124,1.3124
I00720,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",81721,0,1110,1110,0.0000,1.3583,1.3583
I00720,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",30656,0,318,318,0.0000,1.0373,1.0373
I00720,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",122510,1,2163,2164,0.0008,1.7656,1.7664
I00720,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",41136,0,527,527,0.0000,1.2811,1.2811
I00720,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",57529,0,636,636,0.0000,1.1055,1.1055
I00720,RJN,"EAST CHESHIRE NHS TRUST",20816,0,285,285,0.0000,1.3691,1.3691
I00720,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",47600,0,764,764,0.0000,1.6050,1.6050
I00720,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",110926,2,2081,2083,0.0018,1.8760,1.8778
I00720,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",52902,0,512,512,0.0000,0.9678,0.9678
I00720,RK9,"PLYMOUTH HOSPITALS NHS TRUST",69963,1,773,774,0.0014,1.1049,1.1063
I00720,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",92170,0,1123,1123,0.0000,1.2184,1.2184
I00720,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",33363,0,1,1,0.0000,0.0030,0.0030
I00720,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",68217,0,910,910,0.0000,1.3340,1.3340
I00720,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",57776,0,911,911,0.0000,1.5768,1.5768
I00720,RLQ,"WYE VALLEY NHS TRUST",28183,19,338,357,0.0674,1.1993,1.2667
I00720,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",23220,0,669,669,0.0000,2.8811,2.8811
I00720,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",91139,3,1198,1200,0.0033,1.3145,1.3167
I00720,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",64261,3,774,777,0.0047,1.2045,1.2091
I00720,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",48426,0,1346,1346,0.0000,2.7795,2.7795
