INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",9391321,7599,169183,170576,0.1,1.8,1.8
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",33345,0,420,420,0.0,1.3,1.3
I00720,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",44750,50,990,995,0.1,2.2,2.2
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",84610,0,1840,1840,0.0,2.2,2.2
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",48195,0,790,790,0.0,1.6,1.6
I00720,R1H,"BARTS HEALTH NHS TRUST",176310,455,2530,2605,0.3,1.4,1.5
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",78410,870,1140,1455,1.1,1.5,1.9
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",36735,0,505,505,0.0,1.4,1.4
I00720,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",55575,*,1070,1070,*,1.9,1.9
I00720,RMC,"BOLTON NHS FOUNDATION TRUST",60630,0,845,845,0.0,1.4,1.4
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",97660,*,665,665,*,0.7,0.7
I00720,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",69970,0,1685,1685,0.0,2.4,2.4
I00720,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",64295,305,1340,1405,0.5,2.1,2.2
I00720,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",71110,0,1295,1295,0.0,1.8,1.8
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",76655,0,1795,1795,0.0,2.3,2.3
