INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,ENG,ENGLAND,4.9236,19
I01966,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3.8449,19
I01966,RCF,AIREDALE NHS FOUNDATION TRUST,4.1398,13
I01966,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,5.1064,11
I01966,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",5.5043,13
I01966,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,4.8102,19
I01966,R1H,BARTS HEALTH NHS TRUST,5.4262,19
I01966,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4.245,19
I01966,RC1,BEDFORD HOSPITAL NHS TRUST,5.426,19
I01966,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,5.7423,13
I01966,RMC,BOLTON NHS FOUNDATION TRUST,4.5442,19
I01966,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,4.0719,19
I01966,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,4.9956,19
I01966,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,3.7396,19
I01966,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,5.0416,19
I01966,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5.4133,19
I01966,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,4.8658,19
I01966,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5.3461,19
I01966,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,3.0687,19
I01966,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,4.0699,13
I01966,RJ6,CROYDON HEALTH SERVICES NHS TRUST,4.784,19
I01966,RN7,DARTFORD AND GRAVESHAM NHS TRUST,3.7527,19
I01966,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,5.1592,19
I01966,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3.2364,19
I01966,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,4.5038,19
I01966,RJN,EAST CHESHIRE NHS TRUST,5.1736,12
I01966,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,4.1115,19
I01966,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,5.2361,13
I01966,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,5.4317,19
I01966,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,3.6289,19
I01966,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,4.9946,19
I01966,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,3.8412,19
I01966,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,6.0078,13
I01966,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,5.0693,19
I01966,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,4.692,19
I01966,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,3.5614,13
I01966,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,6.1403,19
I01966,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,4.4506,19
I01966,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4.2352,12
I01966,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,4.8868,19
I01966,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,5.5788,19
I01966,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,6.4246,19
I01966,R1F,ISLE OF WIGHT NHS TRUST,6.1234,13
I01966,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5.254,19
I01966,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,5.8537,19
I01966,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,5.8263,19
I01966,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,4.4455,19
I01966,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,4.9433,19
I01966,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,4.6507,19
I01966,RJ2,LEWISHAM AND GREENWICH NHS TRUST,4.0382,19
I01966,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,4.7255,19
I01966,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,4.453,19
I01966,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,4.8928,19
I01966,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,5.0258,19
I01966,RPA,MEDWAY NHS FOUNDATION TRUST,4.8373,19
I01966,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,4.8651,12
I01966,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,4.9551,19
I01966,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,4.4565,19
I01966,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3.7872,19
I01966,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4.7388,19
I01966,RVJ,NORTH BRISTOL NHS TRUST,5.0522,19
I01966,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,4.8932,13
I01966,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,4.0083,19
I01966,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,6.3093,19
I01966,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,4.3047,13
I01966,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,4.4579,19
I01966,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,4.5581,19
I01966,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,4.949,19
I01966,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,4.6395,19
I01966,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,6.289,19
I01966,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5.378,19
I01966,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,5.3141,13
I01966,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,4.8698,19
I01966,RHU,PORTSMOUTH HOSPITALS NHS TRUST,5.3864,19
I01966,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,3.4654,19
I01966,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5.0064,12
I01966,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,4.1024,13
I01966,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,5.3519,19
I01966,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,5.5793,19
I01966,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5.7978,19
I01966,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,4.7154,13
I01966,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,6.5961,13
I01966,RNZ,SALISBURY NHS FOUNDATION TRUST,4.1774,19
I01966,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,5.1086,19
I01966,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,5.3923,19
I01966,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,5.5701,19
I01966,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,5.4063,19
I01966,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,4.6338,13
I01966,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,5.436,19
I01966,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,5.2237,19
I01966,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,5.3373,19
I01966,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,4.9042,19
I01966,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5.5322,19
I01966,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,4.5996,19
I01966,RWJ,STOCKPORT NHS FOUNDATION TRUST,4.3021,13
I01966,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,6.3395,19
I01966,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,5.3444,19
I01966,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,5.1766,19
I01966,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,5.4623,19
I01966,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,3.8853,19
I01966,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,4.8719,19
I01966,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,4.0264,19
I01966,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",3.8432,13
I01966,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,6.0837,19
I01966,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,4.1719,13
I01966,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,5.334,19
I01966,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4.02,12
I01966,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,4.6224,19
I01966,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,5.7031,19
I01966,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,6.7735,19
I01966,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,4.2128,19
I01966,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,4.6739,13
I01966,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,3.9449,19
I01966,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,4.9477,19
I01966,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,4.4188,19
I01966,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,5.0612,19
I01966,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,5.1067,19
I01966,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,5.0516,19
I01966,RBK,WALSALL HEALTHCARE NHS TRUST,5.2642,14
I01966,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,5.6515,19
I01966,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,5.5148,15
I01966,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,5.9699,19
I01966,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,5.4465,19
I01966,RA3,WESTON AREA HEALTH NHS TRUST,6.3693,19
I01966,RKE,WHITTINGTON HEALTH NHS TRUST,5.0869,19
I01966,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,6.0023,19
I01966,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,5.0445,19
I01966,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",5.9005,13
I01966,RLQ,WYE VALLEY NHS TRUST,5.0223,19
I01966,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4.7834,19
I01966,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,4.4252,19
