INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01965,ENG,ENGLAND,4.79,19
I01965,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3.2735,19
I01965,RCF,AIREDALE NHS FOUNDATION TRUST,4.2624,13
I01965,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,3.8293,11
I01965,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",5.3853,13
I01965,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,4.2758,19
I01965,R1H,BARTS HEALTH NHS TRUST,6.4295,19
I01965,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5.6609,19
I01965,RC1,BEDFORD HOSPITAL NHS TRUST,5.3628,19
I01965,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,6.0274,13
I01965,RMC,BOLTON NHS FOUNDATION TRUST,4.9651,19
I01965,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,4.6748,19
I01965,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,4.4086,19
I01965,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,4.834,19
I01965,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4.6618,19
I01965,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3.4748,19
I01965,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,4.4942,19
I01965,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,4.5541,19
I01965,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2.9357,19
I01965,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,4.0108,13
I01965,RJ6,CROYDON HEALTH SERVICES NHS TRUST,3.674,19
I01965,RN7,DARTFORD AND GRAVESHAM NHS TRUST,2.8034,19
