INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.114,0.2725,16.7151,1,0
I00699,1,ADMIMETH_2,-12.1368,3925.0657,0,1,0.9975
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,AGE_GROUP_1,-12.4123,934.4509,0.0002,1,0.9894
I00699,1,AGE_GROUP_10,0.2807,0.5436,0.2666,1,0.6056
I00699,1,AGE_GROUP_11,0.9914,0.4632,4.5816,1,0.0323
I00699,1,AGE_GROUP_12,1.7154,0.4258,16.2341,1,0.0001
I00699,1,AGE_GROUP_13,1.5572,0.4444,12.2796,1,0.0005
I00699,1,AGE_GROUP_14,2.1364,0.4225,25.5735,1,0
I00699,1,AGE_GROUP_15,2.5452,0.4063,39.2418,1,0
I00699,1,AGE_GROUP_16,2.7388,0.4042,45.9071,1,0
I00699,1,AGE_GROUP_17,2.7176,0.4051,44.9981,1,0
I00699,1,AGE_GROUP_18,3.1327,0.4057,59.6291,1,0
I00699,1,AGE_GROUP_19,3.6128,0.4139,76.1767,1,0
I00699,1,AGE_GROUP_2,0.3323,1.0651,0.0973,1,0.7551
I00699,1,AGE_GROUP_20,3.6774,0.4827,58.0407,1,0
I00699,1,AGE_GROUP_21,1.5466,0.4716,10.757,1,0.001
I00699,1,AGE_GROUP_3,-12.5146,852.337,0.0002,1,0.9883
I00699,1,AGE_GROUP_4,-12.6167,532.9741,0.0006,1,0.9811
I00699,1,AGE_GROUP_5,-0.4077,0.7926,0.2645,1,0.607
I00699,1,AGE_GROUP_6,0.0759,0.5194,0.0213,1,0.8839
I00699,1,AGE_GROUP_7,0,,,0,
I00699,1,AGE_GROUP_8,0.0097,0.542,0.0003,1,0.9858
I00699,1,AGE_GROUP_9,0.0517,0.5726,0.0082,1,0.928
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.4916,0.1627,9.1278,1,0.0025
I00699,1,CHARLSON_INDEX_3,1.0714,0.1532,48.9247,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.3703,0.1257,8.6716,1,0.0032
I00699,1,Intercept,-4.9514,0.3666,182.4438,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,-0.0329,0.1433,0.0528,1,0.8182
I00699,1,YEAR_INDEX_3,-0.1831,0.1462,1.5675,1,0.2106
I00699,2,ADMIMETH_1,-0.6301,0.0573,120.9991,1,0
