INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,ENG,"ENGLAND",292595,5547,91403,92055,1.8958,31.2387,31.4616
I00721,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2089,175,1018,1100,8.3772,48.7315,52.6568
I00721,RCF,"AIREDALE NHS FOUNDATION TRUST",1067,0,304,304,0.0000,28.4911,28.4911
I00721,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1852,14,872,872,0.7559,47.0842,47.0842
I00721,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3300,0,1193,1193,0.0000,36.1515,36.1515
I00721,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1486,0,322,322,0.0000,21.6689,21.6689
I00721,R1H,"BARTS HEALTH NHS TRUST",3715,351,1442,1450,9.4482,38.8156,39.0310
I00721,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2245,401,483,681,17.8619,21.5145,30.3341
I00721,RC1,"BEDFORD HOSPITAL NHS TRUST",1194,0,314,314,0.0000,26.2982,26.2982
I00721,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2444,5,575,576,0.2046,23.5270,23.5679
I00721,RMC,"BOLTON NHS FOUNDATION TRUST",1723,0,534,534,0.0000,30.9925,30.9925
I00721,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1812,0,543,543,0.0000,29.9669,29.9669
I00721,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2473,1,559,559,0.0404,22.6041,22.6041
I00721,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1582,141,700,705,8.9128,44.2478,44.5638
I00721,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1292,1,403,403,0.0774,31.1920,31.1920
I00721,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2436,0,739,739,0.0000,30.3366,30.3366
I00721,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2296,0,737,737,0.0000,32.0993,32.0993
I00721,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1600,20,728,729,1.2500,45.5000,45.5625
I00721,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1976,0,450,450,0.0000,22.7733,22.7733
I00721,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2028,0,314,314,0.0000,15.4832,15.4832
I00721,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2327,0,640,640,0.0000,27.5032,27.5032
I00721,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1493,0,565,565,0.0000,37.8433,37.8433
I00721,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3010,0,1089,1089,0.0000,36.1794,36.1794
I00721,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1244,0,429,429,0.0000,34.4855,34.4855
I00721,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1611,0,782,782,0.0000,48.5413,48.5413
I00721,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3240,377,706,731,11.6358,21.7901,22.5617
I00721,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2772,0,1248,1248,0.0000,45.0216,45.0216
I00721,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1124,0,399,399,0.0000,35.4982,35.4982
I00721,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2409,198,1025,1025,8.2192,42.5488,42.5488
I00721,RJN,"EAST CHESHIRE NHS TRUST",904,0,192,192,0.0000,21.2389,21.2389
I00721,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4204,0,1083,1083,0.0000,25.7612,25.7612
I00721,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2718,0,812,812,0.0000,29.8749,29.8749
I00721,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2610,0,528,528,0.0000,20.2299,20.2299
I00721,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",1936,0,816,816,0.0000,42.1488,42.1488
I00721,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3552,1,1598,1598,0.0282,44.9887,44.9887
I00721,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1494,158,270,282,10.5756,18.0723,18.8755
I00721,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",969,0,224,224,0.0000,23.1166,23.1166
I00721,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3089,1,806,807,0.0324,26.0926,26.1250
I00721,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1788,69,550,554,3.8591,30.7606,30.9843
I00721,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1445,1,731,731,0.0692,50.5882,50.5882
I00721,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2025,132,653,683,6.5185,32.2469,33.7284
I00721,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",917,0,186,186,0.0000,20.2835,20.2835
I00721,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",4598,0,1258,1258,0.0000,27.3597,27.3597
I00721,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",599,0,272,272,0.0000,45.4090,45.4090
I00721,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",3503,107,906,934,3.0545,25.8635,26.6629
I00721,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2247,1,1260,1260,0.0445,56.0748,56.0748
