INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.5918,0.3715,18.3563,1,0
I00699,1,ADMIMETH_2,0,,,0,
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,ADMISSION_MONTH_1,-0.0656,0.354,0.0343,1,0.853
I00699,1,ADMISSION_MONTH_2,0.1326,0.3475,0.1457,1,0.7027
I00699,1,ADMISSION_MONTH_3,-0.359,0.3728,0.9276,1,0.3355
I00699,1,ADMISSION_MONTH_4,0.3511,0.318,1.2192,1,0.2695
I00699,1,ADMISSION_MONTH_5,0,,,0,
I00699,1,ADMISSION_MONTH_6,-1.0373,0.4351,5.6838,1,0.0171
I00699,1,ADMISSION_MONTH_7,-0.1092,0.3428,0.1014,1,0.7501
I00699,1,ADMISSION_MONTH_8,0.0965,0.3258,0.0877,1,0.7671
I00699,1,ADMISSION_MONTH_9,0.2942,0.3225,0.832,1,0.3617
I00699,1,ADMISSION_MONTH_10,0.0854,0.3407,0.0629,1,0.802
I00699,1,ADMISSION_MONTH_11,-0.2098,0.3634,0.3334,1,0.5637
I00699,1,ADMISSION_MONTH_12,0.0129,0.3381,0.0014,1,0.9697
I00699,1,AGE_GROUP_1,-14.2523,2238.6698,0,1,0.9949
I00699,1,AGE_GROUP_2,-14.2532,1468.7975,0.0001,1,0.9923
I00699,1,AGE_GROUP_3,-14.2665,1614.1363,0.0001,1,0.9929
I00699,1,AGE_GROUP_4,-14.4171,1441.3405,0.0001,1,0.992
I00699,1,AGE_GROUP_5,-14.7369,883.9621,0.0003,1,0.9867
I00699,1,AGE_GROUP_6,-1.5467,1.0445,2.1927,1,0.1387
I00699,1,AGE_GROUP_7,-0.325,0.5841,0.3096,1,0.5779
I00699,1,AGE_GROUP_8,0,,,0,
I00699,1,AGE_GROUP_9,0.9426,0.4008,5.5316,1,0.0187
I00699,1,AGE_GROUP_10,-0.4149,0.5825,0.5073,1,0.4763
I00699,1,AGE_GROUP_11,0.7261,0.4074,3.1764,1,0.0747
I00699,1,AGE_GROUP_12,0.8464,0.4272,3.9259,1,0.0475
I00699,1,AGE_GROUP_13,0.7302,0.4283,2.9069,1,0.0882
I00699,1,AGE_GROUP_14,1.1955,0.3976,9.043,1,0.0026
I00699,1,AGE_GROUP_15,1.1806,0.418,7.9792,1,0.0047
I00699,1,AGE_GROUP_16,2.0777,0.3681,31.8634,1,0
I00699,1,AGE_GROUP_17,2.0801,0.363,32.8374,1,0
I00699,1,AGE_GROUP_18,2.518,0.376,44.8431,1,0
I00699,1,AGE_GROUP_19,3.2453,0.3937,67.9523,1,0
I00699,1,AGE_GROUP_20,3.6762,0.4857,57.2868,1,0
I00699,1,AGE_GROUP_21,0,,,0,
I00699,1,BIRTHWEIGHT_6,0,,,0,
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.8457,0.2079,16.5531,1,0
I00699,1,CHARLSON_INDEX_3,1.0013,0.2026,24.4245,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.4484,0.1589,7.9643,1,0.0048
I00699,1,GENDER_3,0,,,0,
I00699,1,Intercept,-4.6613,0.3981,137.0964,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,0.2451,0.1915,1.637,1,0.2007
I00699,1,YEAR_INDEX_3,0.4042,0.1871,4.6658,1,0.0308
I00699,2,ADMIMETH_1,-0.4531,0.0354,163.4932,1,0
I00699,2,ADMIMETH_2,0,,,0,
I00699,2,ADMIMETH_3,0,,,0,
I00699,2,ADMISSION_MONTH_1,0.0589,0.0185,10.1353,1,0.0015
I00699,2,ADMISSION_MONTH_2,0.0279,0.0192,2.116,1,0.1458
I00699,2,ADMISSION_MONTH_3,-0.0386,0.0191,4.0853,1,0.0433
I00699,2,ADMISSION_MONTH_4,-0.1233,0.0197,39.2393,1,0
I00699,2,ADMISSION_MONTH_5,-0.1661,0.0195,72.2443,1,0
I00699,2,ADMISSION_MONTH_6,-0.1958,0.0198,97.952,1,0
I00699,2,ADMISSION_MONTH_7,-0.2373,0.0195,148.5038,1,0
I00699,2,ADMISSION_MONTH_8,-0.2423,0.0195,154.5131,1,0
I00699,2,ADMISSION_MONTH_9,-0.1982,0.0195,103.7359,1,0
I00699,2,ADMISSION_MONTH_10,-0.1331,0.0191,48.558,1,0
I00699,2,ADMISSION_MONTH_11,-0.1029,0.0192,28.7272,1,0
I00699,2,ADMISSION_MONTH_12,0,,,0,
I00699,2,AGE_GROUP_1,-4.2201,0.1675,634.4851,1,0
I00699,2,AGE_GROUP_2,-3.7052,0.1632,515.534,1,0
I00699,2,AGE_GROUP_3,-3.3994,0.2013,285.113,1,0
I00699,2,AGE_GROUP_4,-2.6915,0.1879,205.1028,1,0
I00699,2,AGE_GROUP_5,-2.96,0.1706,300.9566,1,0
I00699,2,AGE_GROUP_6,-2.7633,0.1296,454.4275,1,0
I00699,2,AGE_GROUP_7,-2.4612,0.0998,607.6797,1,0
I00699,2,AGE_GROUP_8,-2.0948,0.0754,771.8548,1,0
I00699,2,AGE_GROUP_9,-1.7928,0.0594,910.2523,1,0
I00699,2,AGE_GROUP_10,-1.4792,0.0471,986.8068,1,0
I00699,2,AGE_GROUP_11,-1.3119,0.0351,1393.5573,1,0
I00699,2,AGE_GROUP_12,-1.18,0.0286,1705.0119,1,0
I00699,2,AGE_GROUP_13,-0.9801,0.0237,1716.8657,1,0
I00699,2,AGE_GROUP_14,-0.8014,0.0203,1556.1434,1,0
I00699,2,AGE_GROUP_15,-0.6432,0.0173,1387.2688,1,0
I00699,2,AGE_GROUP_16,-0.4449,0.0152,862.4228,1,0
I00699,2,AGE_GROUP_17,-0.2352,0.0144,267.854,1,0
I00699,2,AGE_GROUP_18,0,,,0,
I00699,2,AGE_GROUP_19,0.3208,0.0135,568.4789,1,0
I00699,2,AGE_GROUP_20,0.6963,0.0141,2451.4405,1,0
I00699,2,AGE_GROUP_21,0,,,0,
I00699,2,BIRTHWEIGHT_6,0,,,0,
I00699,2,CHARLSON_INDEX_1,0,,,0,
I00699,2,CHARLSON_INDEX_2,0.0762,0.0177,18.4716,1,0
I00699,2,CHARLSON_INDEX_3,0.7569,0.0126,3606.6746,1,0
I00699,2,GENDER_1,0,,,0,
I00699,2,GENDER_2,0.0475,0.0082,33.5182,1,0
I00699,2,GENDER_3,0,,,0,
I00699,2,Intercept,-1.601,0.0204,6139.6178,1,0
I00699,2,YEAR_INDEX_1,0,,,0,
I00699,2,YEAR_INDEX_2,0.0427,0.0091,21.8179,1,0
I00699,2,YEAR_INDEX_3,0.1633,0.0117,194.5862,1,0
I00699,3,ADMIMETH_1,-0.042,0.2148,0.0382,1,0.845
I00699,3,ADMIMETH_2,0,,,0,
I00699,3,ADMIMETH_3,0,,,0,
I00699,3,ADMISSION_MONTH_1,0.2735,0.1726,2.5096,1,0.1132
I00699,3,ADMISSION_MONTH_2,0.2383,0.1766,1.8208,1,0.1772
I00699,3,ADMISSION_MONTH_3,0,,,0,
I00699,3,ADMISSION_MONTH_4,0.2044,0.1759,1.3508,1,0.2451
I00699,3,ADMISSION_MONTH_5,-0.0096,0.1867,0.0026,1,0.959
I00699,3,ADMISSION_MONTH_6,0.1301,0.1803,0.5202,1,0.4708
I00699,3,ADMISSION_MONTH_7,0.0568,0.1774,0.1024,1,0.749
I00699,3,ADMISSION_MONTH_8,0.0034,0.1814,0.0004,1,0.9849
I00699,3,ADMISSION_MONTH_9,-0.0145,0.1867,0.006,1,0.938
I00699,3,ADMISSION_MONTH_10,0.0454,0.1791,0.0641,1,0.8001
I00699,3,ADMISSION_MONTH_11,0.1163,0.1786,0.4239,1,0.515
I00699,3,ADMISSION_MONTH_12,0.4117,0.1717,5.7516,1,0.0165
I00699,3,AGE_GROUP_1,-0.8138,1.0392,0.6133,1,0.4335
I00699,3,AGE_GROUP_2,0,,,0,
I00699,3,AGE_GROUP_3,-12.368,206.3308,0.0036,1,0.9522
I00699,3,AGE_GROUP_4,-0.3578,1.04,0.1184,1,0.7308
I00699,3,AGE_GROUP_5,-0.0563,1.0411,0.0029,1,0.9569
I00699,3,AGE_GROUP_6,-12.4459,506.801,0.0006,1,0.9804
I00699,3,AGE_GROUP_7,-0.3377,1.041,0.1052,1,0.7456
I00699,3,AGE_GROUP_8,1.4978,0.5005,8.9557,1,0.0028
I00699,3,AGE_GROUP_9,0.1578,0.7638,0.0427,1,0.8363
I00699,3,AGE_GROUP_10,0.9527,0.533,3.1955,1,0.0738
I00699,3,AGE_GROUP_11,1.5653,0.3951,15.6927,1,0.0001
I00699,3,AGE_GROUP_12,1.1823,0.4093,8.3449,1,0.0039
I00699,3,AGE_GROUP_13,2.0104,0.3325,36.5664,1,0
I00699,3,AGE_GROUP_14,2.0773,0.3294,39.7716,1,0
I00699,3,AGE_GROUP_15,2.0909,0.3182,43.167,1,0
I00699,3,AGE_GROUP_16,2.4373,0.3062,63.3583,1,0
I00699,3,AGE_GROUP_17,2.3777,0.3078,59.6741,1,0
I00699,3,AGE_GROUP_18,2.6509,0.3023,76.8821,1,0
I00699,3,AGE_GROUP_19,3.0516,0.3011,102.7418,1,0
I00699,3,AGE_GROUP_20,3.5201,0.3019,135.9551,1,0
I00699,3,AGE_GROUP_21,0,,,0,
I00699,3,BIRTHWEIGHT_6,0,,,0,
I00699,3,CHARLSON_INDEX_1,0,,,0,
I00699,3,CHARLSON_INDEX_2,0.334,0.1591,4.4087,1,0.0358
I00699,3,CHARLSON_INDEX_3,1.1406,0.1152,97.9635,1,0
I00699,3,GENDER_1,0,,,0,
I00699,3,GENDER_2,-0.0654,0.0732,0.8,1,0.3711
I00699,3,GENDER_3,0,,,0,
I00699,3,Intercept,-5.9813,0.3114,368.9558,1,0
I00699,3,YEAR_INDEX_1,0,,,0,
I00699,3,YEAR_INDEX_2,0.372,0.0862,18.64,1,0
I00699,3,YEAR_INDEX_3,0.407,0.0923,19.4293,1,0
I00699,4,ADMIMETH_1,-0.8616,0.2414,12.7405,1,0.0004
I00699,4,ADMIMETH_2,0,,,0,
I00699,4,ADMIMETH_3,0,,,0,
I00699,4,ADMISSION_MONTH_1,0.5669,0.2334,5.8999,1,0.0151
I00699,4,ADMISSION_MONTH_2,0.504,0.2405,4.392,1,0.0361
I00699,4,ADMISSION_MONTH_3,-0.0503,0.2653,0.0359,1,0.8498
I00699,4,ADMISSION_MONTH_4,0.2407,0.2472,0.9483,1,0.3301
I00699,4,ADMISSION_MONTH_5,0.1513,0.2498,0.3668,1,0.5448
I00699,4,ADMISSION_MONTH_6,0,,,0,
I00699,4,ADMISSION_MONTH_7,-0.0295,0.2582,0.013,1,0.9091
I00699,4,ADMISSION_MONTH_8,0.2296,0.2439,0.8858,1,0.3466
I00699,4,ADMISSION_MONTH_9,0.2013,0.2484,0.6568,1,0.4177
I00699,4,ADMISSION_MONTH_10,0.2869,0.2416,1.4105,1,0.235
I00699,4,ADMISSION_MONTH_11,0.1264,0.2468,0.2625,1,0.6084
I00699,4,ADMISSION_MONTH_12,0.1295,0.2478,0.273,1,0.6013
I00699,4,AGE_GROUP_1,0,,,0,
I00699,4,AGE_GROUP_2,-13.2124,307.8043,0.0018,1,0.9658
I00699,4,AGE_GROUP_3,-13.3673,440.6277,0.0009,1,0.9758
I00699,4,AGE_GROUP_4,-0.7885,1.0428,0.5717,1,0.4496
I00699,4,AGE_GROUP_5,-0.0223,0.7645,0.0009,1,0.9767
I00699,4,AGE_GROUP_6,0.6646,0.5744,1.339,1,0.2472
I00699,4,AGE_GROUP_7,-0.1301,0.7622,0.0291,1,0.8645
I00699,4,AGE_GROUP_8,0.5015,0.5318,0.889,1,0.3457
I00699,4,AGE_GROUP_9,0.3699,0.5332,0.4812,1,0.4879
I00699,4,AGE_GROUP_10,-0.8802,0.7669,1.3173,1,0.2511
I00699,4,AGE_GROUP_11,0.1237,0.4793,0.0666,1,0.7963
I00699,4,AGE_GROUP_12,0.7453,0.3787,3.8735,1,0.0491
I00699,4,AGE_GROUP_13,0.4932,0.3761,1.72,1,0.1897
I00699,4,AGE_GROUP_14,1.0696,0.343,9.7265,1,0.0018
I00699,4,AGE_GROUP_15,1.2227,0.3308,13.6638,1,0.0002
I00699,4,AGE_GROUP_16,1.4341,0.3235,19.6555,1,0
I00699,4,AGE_GROUP_17,1.6303,0.3244,25.26,1,0
I00699,4,AGE_GROUP_18,1.793,0.3206,31.271,1,0
I00699,4,AGE_GROUP_19,1.6436,0.3366,23.8409,1,0
I00699,4,AGE_GROUP_20,2.2921,0.3365,46.3969,1,0
I00699,4,AGE_GROUP_21,0,,,0,
I00699,4,BIRTHWEIGHT_6,0,,,0,
I00699,4,CHARLSON_INDEX_1,0,,,0,
I00699,4,CHARLSON_INDEX_2,1.0206,0.2063,24.4848,1,0
I00699,4,CHARLSON_INDEX_3,1.5895,0.1838,74.7752,1,0
I00699,4,GENDER_1,0.2978,0.1005,8.7764,1,0.0031
I00699,4,GENDER_2,0,,,0,
I00699,4,GENDER_3,0,,,0,
I00699,4,Intercept,-5.4799,0.3341,269.1032,1,0
I00699,4,YEAR_INDEX_1,0,,,0,
I00699,4,YEAR_INDEX_2,-0.0737,0.1229,0.3594,1,0.5488
I00699,4,YEAR_INDEX_3,0.0726,0.1192,0.3713,1,0.5423
I00699,5,ADMIMETH_1,-0.8044,0.2393,11.299,1,0.0008
I00699,5,ADMIMETH_2,0,,,0,
I00699,5,ADMIMETH_3,0,,,0,
I00699,5,ADMISSION_MONTH_1,-0.3114,0.3495,0.7938,1,0.373
I00699,5,ADMISSION_MONTH_2,0.1703,0.3272,0.2707,1,0.6029
I00699,5,ADMISSION_MONTH_3,-0.1974,0.3428,0.3316,1,0.5647
I00699,5,ADMISSION_MONTH_4,0.1086,0.322,0.1138,1,0.7359
I00699,5,ADMISSION_MONTH_5,0,,,0,
I00699,5,ADMISSION_MONTH_6,-0.1252,0.3309,0.1431,1,0.7052
I00699,5,ADMISSION_MONTH_7,0.2599,0.3074,0.7146,1,0.3979
I00699,5,ADMISSION_MONTH_8,-0.1081,0.3434,0.0992,1,0.7528
I00699,5,ADMISSION_MONTH_9,0.0133,0.3265,0.0017,1,0.9674
I00699,5,ADMISSION_MONTH_10,-0.1735,0.3367,0.2655,1,0.6064
I00699,5,ADMISSION_MONTH_11,-0.2002,0.3429,0.3409,1,0.5593
I00699,5,ADMISSION_MONTH_12,-0.0841,0.337,0.0622,1,0.803
I00699,5,AGE_GROUP_21,0,,,0,
I00699,5,BIRTHWEIGHT_6,0,,,0,
I00699,5,CHARLSON_INDEX_1,0,,,0,
I00699,5,CHARLSON_INDEX_2,0.3063,0.2127,2.0724,1,0.15
I00699,5,CHARLSON_INDEX_3,1.1353,0.1711,44.0249,1,0
I00699,5,GENDER_1,0,,,0,
I00699,5,GENDER_2,-0.2225,0.1577,1.9901,1,0.1583
I00699,5,GENDER_3,0,,,0,
I00699,5,Intercept,-3.8116,0.2836,180.653,1,0
I00699,5,YEAR_INDEX_1,0,,,0,
I00699,5,YEAR_INDEX_2,0.2335,0.1845,1.6009,1,0.2058
I00699,5,YEAR_INDEX_3,0.2911,0.1775,2.6898,1,0.101
I00699,6,ADMIMETH_1,-0.3661,0.2302,2.5293,1,0.1118
I00699,6,ADMIMETH_2,0,,,0,
I00699,6,ADMIMETH_3,0,,,0,
I00699,6,ADMISSION_MONTH_1,-0.1112,0.1468,0.5733,1,0.449
