INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,NUMERATOR,DENOMINATOR,RATE
I01964,ENG,"ENGLAND",1236504,9265338,13.3
I01964,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",10820,62600,17.3
I01964,RCF,"AIREDALE NHS FOUNDATION TRUST",4690,33230,14.1
I01964,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",3740,41810,8.9
I01964,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11765,85575,13.7
I01964,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",5875,45885,12.8
I01964,R1H,"BARTS HEALTH NHS TRUST",27780,175470,15.8
I01964,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",12815,79520,16.1
I01964,RC1,"BEDFORD HOSPITAL NHS TRUST",5400,36495,14.8
I01964,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",5975,54465,11.0
I01964,RMC,"BOLTON NHS FOUNDATION TRUST",5445,60800,9.0
I01964,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",16370,97625,16.8
I01964,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",8245,68980,12.0
I01964,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",9520,63735,14.9
I01964,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",7825,71195,11.0
I01964,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",9640,76110,12.7
I01964,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",14750,94100,15.7
I01964,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",6365,51145,12.4
I01964,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",4735,48370,9.8
I01964,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",11025,82480,13.4
I01964,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",3640,37280,9.8
I01964,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",8400,57880,14.5
I01964,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",9975,73675,13.5
I01964,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3795,29255,13.0
I01964,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",6045,67445,9.0
I01964,RJN,"EAST CHESHIRE NHS TRUST",1520,19715,7.7
I01964,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",12920,108120,11.9
I01964,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",10585,82820,12.8
I01964,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",13435,109845,12.2
I01964,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",43830,62155,70.5
I01964,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",8020,62900,12.8
I01964,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",19815,130935,15.1
I01964,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",4230,32970,12.8
I01964,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",2910,24180,12.0
I01964,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",8350,90035,9.3
I01964,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",9695,63630,15.2
I01964,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",9960,93985,10.6
I01964,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",7760,64550,12.0
I01964,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",3575,27105,13.2
I01964,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4450,45740,9.7
I01964,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",4640,85055,5.5
I01964,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",9005,108285,8.3
I01964,R1F,"ISLE OF WIGHT NHS TRUST",1945,17550,11.1
I01964,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4170,33520,12.4
I01964,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",6620,52645,12.6
I01964,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",10815,113710,9.5
I01964,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",5985,59135,10.1
I01964,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",8570,79450,10.8
I01964,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",13315,125170,10.6
I01964,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",10595,91320,11.6
I01964,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",19715,105010,18.8
I01964,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",11075,81200,13.6
