INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,ENG,"ENGLAND",284118,198298,85820,70,30
I00733,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2005,1480,520,74,26
I00733,RCF,"AIREDALE NHS FOUNDATION TRUST",1000,650,345,65,35
I00733,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1670,1195,470,72,28
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2930,2110,815,72,28
I00733,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1565,1070,495,68,32
I00733,R1H,"BARTS HEALTH NHS TRUST",3695,2895,800,78,22
I00733,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2120,1515,610,71,29
I00733,RC1,"BEDFORD HOSPITAL NHS TRUST",1270,860,410,68,32
I00733,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2345,1650,695,70,30
I00733,RMC,"BOLTON NHS FOUNDATION TRUST",1740,1245,500,72,29
I00733,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1885,1255,630,67,33
I00733,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2320,1635,690,70,30
I00733,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1600,1170,430,73,27
I00733,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2315,1475,840,64,36
I00733,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2145,1355,790,63,37
I00733,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1570,1100,475,70,30
I00733,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1770,1220,550,69,31
I00733,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1545,1150,395,74,26
I00733,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",2990,2000,990,67,33
I00733,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1225,940,280,77,23
I00733,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1510,1065,445,71,29
I00733,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2655,1810,845,68,32
