INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,ENG,"ENGLAND",289318,4708,76539,76920,1.6273,26.4550,26.5867
I00721,R1F,"ISLE OF WIGHT NHS TRUST",826,0,281,281,0.0000,34.0194,34.0194
I00721,R1H,"BARTS HEALTH NHS TRUST",3947,274,818,833,6.9420,20.7246,21.1046
I00721,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",2587,0,534,534,0.0000,20.6417,20.6417
I00721,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",1280,29,591,592,2.2656,46.1719,46.2500
I00721,RA3,"WESTON AREA HEALTH NHS TRUST",1001,0,279,279,0.0000,27.8721,27.8721
I00721,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",987,0,354,354,0.0000,35.8663,35.8663
I00721,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",1738,43,379,409,2.4741,21.8067,23.5328
I00721,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",1866,2,352,352,0.1072,18.8639,18.8639
I00721,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1782,0,314,314,0.0000,17.6207,17.6207
I00721,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2339,64,480,487,2.7362,20.5216,20.8209
I00721,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",2794,1,683,683,0.0358,24.4452,24.4452
I00721,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",1459,0,310,310,0.0000,21.2474,21.2474
I00721,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",1030,0,300,300,0.0000,29.1262,29.1262
I00721,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",1294,0,331,331,0.0000,25.5796,25.5796
I00721,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",1665,0,208,208,0.0000,12.4925,12.4925
I00721,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1160,0,171,171,0.0000,14.7414,14.7414
I00721,RBK,"WALSALL HEALTHCARE NHS TRUST",1616,0,601,601,0.0000,37.1906,37.1906
I00721,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",2246,0,662,662,0.0000,29.4746,29.4746
I00721,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",2252,0,559,559,0.0000,24.8224,24.8224
I00721,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",1474,0,234,234,0.0000,15.8752,15.8752
I00721,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",1260,0,332,332,0.0000,26.3492,26.3492
I00721,RC1,"BEDFORD HOSPITAL NHS TRUST",1179,0,323,323,0.0000,27.3961,27.3961
I00721,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",1684,0,232,232,0.0000,13.7767,13.7767
I00721,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",3192,0,728,728,0.0000,22.8070,22.8070
I00721,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",985,0,178,178,0.0000,18.0711,18.0711
I00721,RCF,"AIREDALE NHS FOUNDATION TRUST",1034,0,281,281,0.0000,27.1760,27.1760
I00721,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1514,25,224,228,1.6513,14.7952,15.0594
