INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",8748400,7351,123606,124516,0.0840,1.4129,1.4233
I00720,R1F,"ISLE OF WIGHT NHS TRUST",17384,0,474,474,0.0000,2.7266,2.7266
I00720,R1H,"BARTS HEALTH NHS TRUST",152031,342,1275,1316,0.2250,0.8386,0.8656
I00720,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",90706,0,936,936,0.0000,1.0319,1.0319
I00720,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",49075,31,872,873,0.0632,1.7769,1.7789
I00720,RA3,"WESTON AREA HEALTH NHS TRUST",17355,0,519,519,0.0000,2.9905,2.9905
I00720,RA4,"YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST",24719,0,527,527,0.0000,2.1320,2.1320
I00720,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",74893,51,676,712,0.0681,0.9026,0.9507
I00720,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",45336,3,649,650,0.0066,1.4315,1.4337
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",74490,0,469,469,0.0000,0.6296,0.6296
I00720,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",53613,112,858,875,0.2089,1.6004,1.6321
I00720,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",100447,2,1102,1102,0.0020,1.0971,1.0971
I00720,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",47003,0,618,618,0.0000,1.3148,1.3148
I00720,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",40331,0,490,490,0.0000,1.2149,1.2149
I00720,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",50089,0,415,415,0.0000,0.8285,0.8285
I00720,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",51181,0,344,344,0.0000,0.6721,0.6721
I00720,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",30651,0,306,306,0.0000,0.9983,0.9983
I00720,RBK,"WALSALL HEALTHCARE NHS TRUST",44445,0,824,824,0.0000,1.8540,1.8540
I00720,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",66626,0,1020,1020,0.0000,1.5309,1.5309
I00720,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",68978,0,823,823,0.0000,1.1931,1.1931
I00720,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",47177,0,430,430,0.0000,0.9115,0.9115
I00720,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",28736,0,458,458,0.0000,1.5938,1.5938
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",31406,0,498,498,0.0000,1.5857,1.5857
I00720,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",67309,0,365,365,0.0000,0.5423,0.5423
I00720,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",81946,0,1166,1166,0.0000,1.4229,1.4229
I00720,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",25879,0,264,264,0.0000,1.0201,1.0201
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",34513,0,477,477,0.0000,1.3821,1.3821
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",42378,42,330,344,0.0991,0.7787,0.8117
I00720,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",54251,0,728,728,0.0000,1.3419,1.3419
I00720,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",47432,295,724,758,0.6219,1.5264,1.5981
I00720,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",39434,0,780,780,0.0000,1.9780,1.9780
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",54071,766,903,1144,1.4167,1.6700,2.1157
I00720,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",53852,0,822,822,0.0000,1.5264,1.5264
I00720,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",118354,34,2209,2213,0.0287,1.8664,1.8698
I00720,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",43398,484,1547,1594,1.1153,3.5647,3.6730
I00720,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",22533,275,418,418,1.2204,1.8551,1.8551
I00720,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",66038,4,924,925,0.0061,1.3992,1.4007
I00720,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",48702,0,1472,1472,0.0000,3.0225,3.0225
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",54518,2,863,865,0.0037,1.5830,1.5866
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",42259,0,361,361,0.0000,0.8543,0.8543
I00720,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",42732,1,694,694,0.0023,1.6241,1.6241
I00720,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",48428,0,969,969,0.0000,2.0009,2.0009
I00720,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",52699,0,1169,1169,0.0000,2.2183,2.2183
I00720,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",29402,0,659,659,0.0000,2.2413,2.2413
I00720,RGQ,"IPSWICH HOSPITAL NHS TRUST",52895,1,432,433,0.0019,0.8167,0.8186
I00720,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",34551,0,467,467,0.0000,1.3516,1.3516
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",79159,1,1166,1167,0.0013,1.4730,1.4742
I00720,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",62023,0,564,564,0.0000,0.9093,0.9093
I00720,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",93087,600,2119,2145,0.6446,2.2764,2.3043
I00720,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",111091,370,1734,1776,0.3331,1.5609,1.5987
I00720,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",84255,1,1126,1127,0.0012,1.3364,1.3376
I00720,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",69920,1,1348,1349,0.0014,1.9279,1.9293
I00720,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",87479,1,1268,1269,0.0011,1.4495,1.4506
