INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,IN_HOSPITAL_NUMERATOR,OUT_HOSPITAL_NUMERATOR,IN_HOSPITAL_RATE,OUT_HOSPITAL_RATE
I00733,ENG,"ENGLAND",293180,206310,86870,70,30
I00733,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2155,1605,550,74,26
I00733,RCF,"AIREDALE NHS FOUNDATION TRUST",980,635,345,65,35
I00733,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1710,1220,490,71,29
I00733,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3035,2190,850,72,28
I00733,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1625,1100,525,68,32
I00733,R1H,"BARTS HEALTH NHS TRUST",3785,2965,825,78,22
I00733,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2185,1570,615,72,28
I00733,RC1,"BEDFORD HOSPITAL NHS TRUST",1275,900,375,71,29
I00733,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2435,1745,690,72,28
I00733,RMC,"BOLTON NHS FOUNDATION TRUST",1830,1295,540,71,30
I00733,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1940,1265,675,65,35
I00733,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2320,1625,695,70,30
I00733,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1620,1200,415,74,26
I00733,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2460,1610,855,65,35
I00733,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2215,1445,770,65,35
I00733,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1610,1155,460,72,29
I00733,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1870,1285,585,69,31
I00733,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1530,1130,400,74,26
I00733,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3090,2095,995,68,32
I00733,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1330,1015,315,76,24
I00733,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1570,1090,475,69,30
I00733,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2700,1800,900,67,33
I00733,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1130,715,415,63,37
I00733,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2335,1570,770,67,33
I00733,RJN,"EAST CHESHIRE NHS TRUST",930,640,290,69,31
I00733,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4185,2680,1505,64,36
I00733,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2770,1965,805,71,29
I00733,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4585,3095,1490,68,32
I00733,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2600,1695,905,65,35
I00733,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",2015,1490,525,74,26
I00733,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3585,2560,1025,71,29
I00733,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1485,1080,405,73,27
I00733,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1095,760,340,69,31
I00733,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3005,1885,1120,63,37
I00733,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1745,1270,475,73,27
I00733,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1435,1060,375,74,26
I00733,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2075,1585,490,76,24
I00733,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",945,665,280,70,30
I00733,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",540,405,135,75,25
I00733,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",3445,2405,1040,70,30
I00733,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2195,1600,590,73,27
I00733,R1F,"ISLE OF WIGHT NHS TRUST",855,485,370,57,43
I00733,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1695,1195,495,71,29
I00733,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",1765,1220,545,69,31
I00733,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",3240,2385,850,74,26
