INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00731,R1F,ISLE OF WIGHT NHS TRUST,15,3235,0.4637
I00731,R1H,BARTS HEALTH NHS TRUST,114,19737,0.5776
I00731,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,48,12310,0.3899
I00731,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,50,16181,0.309
I00731,RA3,WESTON AREA HEALTH NHS TRUST,14,1856,0.7543
I00731,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,28,3711,0.7545
I00731,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,190,14725,1.2903
I00731,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,47,5039,0.9327
I00731,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,56,12480,0.4487
I00731,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,91,10244,0.8883
I00731,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,106,16941,0.6257
I00731,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,17,2472,0.6877
I00731,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,19,3580,0.5307
I00731,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6,4014,0.1495
I00731,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,49,8026,0.6105
I00731,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,31,4563,0.6794
I00731,RBK,WALSALL HEALTHCARE NHS TRUST,23,4159,0.553
I00731,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,45,8983,0.5009
I00731,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,40,8081,0.495
I00731,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,9,3817,0.2358
I00731,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,22,3748,0.587
I00731,RC1,BEDFORD HOSPITAL NHS TRUST,34,3603,0.9437
I00731,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,40,8314,0.4811
I00731,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,53,10743,0.4933
I00731,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,10,3965,0.2522
I00731,RCF,AIREDALE NHS FOUNDATION TRUST,27,2982,0.9054
