INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,ENG,"ENGLAND",293180,61058,58902,60043,57490,51620,4067,21,20,20,20,18,1
I00743,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2155,1195,280,325,195,130,25,55,13,15,9,6,1
I00743,RCF,"AIREDALE NHS FOUNDATION TRUST",980,155,110,250,245,220,*,16,11,26,25,22,*
I00743,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1710,10,155,375,385,775,10,1,9,22,23,45,1
I00743,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3035,585,850,785,450,270,95,19,28,26,15,9,3
I00743,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1625,510,595,260,170,65,25,31,37,16,10,4,2
I00743,R1H,"BARTS HEALTH NHS TRUST",3785,1495,1245,420,295,215,115,39,33,11,8,6,3
I00743,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2185,355,710,420,325,360,15,16,32,19,15,16,1
I00743,RC1,"BEDFORD HOSPITAL NHS TRUST",1275,115,325,160,300,370,*,9,25,13,24,29,*
I00743,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2435,690,600,555,350,230,15,28,25,23,14,9,1
I00743,RMC,"BOLTON NHS FOUNDATION TRUST",1830,805,335,215,280,185,10,44,18,12,15,10,1
I00743,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1940,845,465,365,175,85,*,44,24,19,9,4,*
I00743,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2320,250,370,455,635,570,45,11,16,20,27,25,2
I00743,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1620,35,125,235,375,830,20,2,8,15,23,51,1
I00743,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2460,590,570,545,475,275,*,24,23,22,19,11,*
I00743,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2215,50,250,505,665,710,35,2,11,23,30,32,2
I00743,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1610,160,485,480,270,160,60,10,30,30,17,10,4
I00743,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1870,290,490,375,395,320,*,16,26,20,21,17,*
I00743,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1530,295,155,165,255,415,245,19,10,11,17,27,16
I00743,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3090,775,960,470,545,315,20,25,31,15,18,10,1
I00743,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1330,265,455,225,180,185,15,20,34,17,14,14,1
I00743,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1570,205,340,280,395,335,15,13,22,18,25,21,1
I00743,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",2700,890,635,525,490,155,*,33,24,19,18,6,*
I00743,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",1130,85,195,380,350,105,15,8,17,34,31,9,1
I00743,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",2335,50,305,680,615,675,15,2,13,29,26,29,1
I00743,RJN,"EAST CHESHIRE NHS TRUST",930,40,150,150,250,335,*,4,16,16,27,36,*
I00743,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",4185,750,830,1060,1130,380,35,18,20,25,27,9,1
I00743,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",2770,1030,690,400,410,220,15,37,25,14,15,8,1
I00743,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",4585,760,825,1140,1060,710,85,17,18,25,23,15,2
I00743,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",2600,340,570,670,705,310,*,13,22,26,27,12,*
I00743,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",2015,50,295,315,410,915,30,2,15,16,20,45,1
I00743,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3585,80,435,600,645,1805,20,2,12,17,18,50,1
I00743,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",1485,425,450,240,205,155,*,29,30,16,14,10,*
I00743,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",1095,170,325,285,205,105,10,16,30,26,19,10,1
I00743,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3005,270,360,810,670,885,10,9,12,27,22,29,0
I00743,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",1745,160,240,345,565,425,10,9,14,20,32,24,1
I00743,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",1435,450,475,205,130,130,45,31,33,14,9,9,3
I00743,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",2075,*,255,285,510,1005,15,*,12,14,25,48,1
I00743,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",945,20,45,160,330,385,*,2,5,17,35,41,*
I00743,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",540,310,195,20,*,0,15,57,36,4,*,0,3
I00743,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",3445,1090,695,520,545,585,*,32,20,15,16,17,*
I00743,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",2195,620,600,490,270,150,70,28,27,22,12,7,3
I00743,R1F,"ISLE OF WIGHT NHS TRUST",855,95,310,255,155,35,*,11,36,30,18,4,*
