INDICATOR_CODE,DIAGNOSIS_GROUP,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,1,RCF,"AIREDALE NHS FOUNDATION TRUST",*,0,0.5761
I00699,1,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",6,*,0.7019
I00699,1,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",65,*,3.0814
I00699,1,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",*,0,0.0493
I00699,1,R1H,"BARTS HEALTH NHS TRUST",151,*,5.8508
I00699,1,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",8,0,0.4888
I00699,1,RC1,"BEDFORD HOSPITAL NHS TRUST",*,*,0.1898
I00699,1,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",*,0,0.4569
I00699,1,RMC,"BOLTON NHS FOUNDATION TRUST",18,0,1.1200
I00699,1,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",31,0,1.2517
I00699,1,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",14,0,0.4362
I00699,1,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",6,*,0.5224
I00699,1,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",*,0,0.2040
I00699,1,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",13,0,0.5859
I00699,1,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",22,0,0.6912
I00699,1,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",58,*,0.7146
I00699,1,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",30,*,1.0727
I00699,1,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",*,0,0.2855
I00699,1,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",*,0,0.0291
I00699,1,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",*,0,0.0260
I00699,1,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",*,0,0.0152
I00699,1,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",*,0,0.1994
I00699,1,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",21,*,1.2431
I00699,1,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",18,0,0.4758
I00699,1,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",12,*,0.6366
I00699,1,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",*,0,0.3208
I00699,1,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",6,*,0.2497
I00699,1,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",7,0,0.2131
I00699,1,RJN,"EAST CHESHIRE NHS TRUST",*,*,0.5373
I00699,1,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",24,*,1.1368
I00699,1,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",18,*,1.8421
I00699,1,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",*,0,0.1736
I00699,1,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",11,*,0.5880
I00699,1,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",24,*,1.1733
I00699,1,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",*,0,0.0439
I00699,1,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",*,0,0.1759
I00699,1,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",9,*,0.3237
I00699,1,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",10,0,0.1858
I00699,1,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",33,*,1.4288
I00699,1,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",7,*,0.6289
I00699,1,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",*,0,0.1265
I00699,1,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",64,*,2.7922
I00699,1,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",*,0,0.0433
I00699,1,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",18,*,0.7495
I00699,1,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",14,*,0.8533
I00699,1,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",80,*,3.1437
I00699,1,RGQ,"IPSWICH HOSPITAL NHS TRUST",*,0,0.0518
I00699,1,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",7,0,0.0655
I00699,1,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",*,0,0.1450
I00699,1,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",36,*,0.6208
I00699,1,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",*,0,0.1951
I00699,1,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",16,0,1.2506
I00699,1,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",45,*,2.5956
I00699,1,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",41,*,1.6621
I00699,1,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",131,*,6.4440
I00699,1,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",22,*,0.9381
I00699,1,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",*,*,0.7833
I00699,1,RPA,"MEDWAY NHS FOUNDATION TRUST",*,*,0.1878
I00699,1,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",*,0,0.0905
