INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,MEAN,MAXIMUM
I01966,ENG,"ENGLAND",4.2309,19
I01966,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",4.6334,19
I01966,RCF,"AIREDALE NHS FOUNDATION TRUST",3.9085,13
I01966,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",4.5841,11
I01966,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",4.6625,13
I01966,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",3.9773,19
I01966,R1H,"BARTS HEALTH NHS TRUST",4.2786,19
I01966,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.1483,13
I01966,RC1,"BEDFORD HOSPITAL NHS TRUST",3.7480,19
I01966,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",4.9954,13
I01966,RMC,"BOLTON NHS FOUNDATION TRUST",4.4164,19
I01966,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",3.4218,15
I01966,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",4.0763,19
I01966,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",3.4067,19
I01966,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",3.1283,13
I01966,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",4.6879,19
I01966,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",5.9151,19
I01966,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",3.9289,19
I01966,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",4.3366,19
I01966,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",4.2146,19
I01966,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",5.5651,19
I01966,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",2.8175,12
I01966,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3.5673,13
I01966,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",4.0119,15
I01966,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",2.8661,15
I01966,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",4.0312,13
I01966,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",4.4439,19
I01966,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",3.4190,13
I01966,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",3.6148,19
I01966,RJN,"EAST CHESHIRE NHS TRUST",4.3718,12
I01966,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",3.4222,13
I01966,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",4.4989,13
I01966,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",4.5753,19
I01966,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",3.9626,19
I01966,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",3.3330,19
I01966,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",4.6679,13
I01966,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",4.6815,11
I01966,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",3.3531,12
I01966,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",3.8537,13
I01966,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",4.9088,13
I01966,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",3.5876,19
I01966,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",3.8503,12
I01966,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",3.4850,19
I01966,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.7273,19
I01966,RWA,"HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST",4.6418,19
I01966,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",4.6483,19
I01966,RGQ,"IPSWICH HOSPITAL NHS TRUST",3.9532,13
I01966,R1F,"ISLE OF WIGHT NHS TRUST",5.6946,13
I01966,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.1515,12
I01966,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",4.2308,13
I01966,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",4.7188,19
I01966,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",3.4527,19
I01966,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",3.9674,19
I01966,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",4.5974,19
I01966,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",2.8667,13
I01966,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",4.3934,19
I01966,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.4608,13
I01966,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",4.5613,19
I01966,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",4.5564,19
I01966,RPA,"MEDWAY NHS FOUNDATION TRUST",4.4308,19
I01966,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",4.5586,12
I01966,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",4.3617,13
I01966,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",3.9409,13
I01966,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",3.8285,14
I01966,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.1846,13
I01966,RVJ,"NORTH BRISTOL NHS TRUST",4.5886,19
I01966,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",4.4501,13
I01966,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",3.6229,19
I01966,RVW,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST",4.3150,19
I01966,RGN,"NORTH WEST ANGLIA NHS FOUNDATION TRUST",3.8991,19
I01966,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",3.8362,13
I01966,RBZ,"NORTHERN DEVON HEALTHCARE NHS TRUST",3.9844,19
I01966,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",4.2019,19
I01966,RTF,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST",4.5786,19
I01966,RX1,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST",5.7078,19
I01966,RTH,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",4.1648,19
I01966,RW6,"PENNINE ACUTE HOSPITALS NHS TRUST",5.1436,13
I01966,RK9,"PLYMOUTH HOSPITALS NHS TRUST",4.8433,19
I01966,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",4.0361,13
I01966,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",4.3907,13
I01966,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",3.1104,12
I01966,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",5.0713,12
I01966,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",3.7895,13
I01966,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",3.8892,19
I01966,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",5.5086,19
