INDICATOR_CODE,PROVIDER,PROVIDER NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,R1F,ISLE OF WIGHT NHS TRUST,19096,0,338,338,0,1.8,1.8
I00720,R1H,BARTS HEALTH NHS TRUST,162580,428,998,1051,0.3,0.6,0.6
I00720,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,45565,0,214,214,0,0.5,0.5
I00720,RA3,WESTON AREA HEALTH NHS TRUST,16827,0,347,347,0,2.1,2.1
I00720,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,24321,0,437,437,0,1.8,1.8
I00720,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,65116,23,528,545,0,0.8,0.8
I00720,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,39067,0,458,458,0,1.2,1.2
I00720,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,74451,0,454,454,0,0.6,0.6
I00720,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,49302,134,730,741,0.3,1.5,1.5
I00720,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,39884,0,578,578,0,1.4,1.4
I00720,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,29622,0,501,501,0,1.7,1.7
I00720,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,38871,0,379,379,0,1,1
I00720,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,46930,0,431,431,0,0.9,0.9
I00720,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,51894,0,1,1,0,0,0
I00720,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,29142,0,277,277,0,1,1
I00720,RBK,WALSALL HEALTHCARE NHS TRUST,42306,1,561,562,0,1.3,1.3
I00720,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,63749,0,639,639,0,1,1
I00720,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,68011,0,763,763,0,1.1,1.1
I00720,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,37012,0,462,462,0,1.2,1.2
I00720,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,29870,0,453,453,0,1.5,1.5
I00720,RC1,BEDFORD HOSPITAL NHS TRUST,28939,0,462,462,0,1.6,1.6
I00720,RC3,EALING HOSPITAL NHS TRUST,29238,0,298,298,0,1,1
I00720,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,60402,0,365,365,0,0.6,0.6
I00720,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,76092,0,1016,1016,0,1.3,1.3
I00720,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,23633,0,233,233,0,1,1
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,30386,0,441,441,0,1.5,1.5
I00720,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",37547,120,321,372,0.3,0.9,1
I00720,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,41572,0,568,568,0,1.4,1.4
I00720,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,51095,264,635,670,0.5,1.2,1.3
I00720,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,51330,20,781,786,0,1.5,1.5
I00720,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,41056,0,489,489,0,1.2,1.2
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,50461,430,644,669,0.9,1.3,1.3
I00720,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,51348,0,1053,1053,0,2.1,2.1
I00720,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,54239,1,734,734,0,1.4,1.4
I00720,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,46750,492,747,845,1.1,1.6,1.8
I00720,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,23192,227,471,479,1,2,2.1
I00720,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66903,1,675,676,0,1,1
I00720,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41192,0,1304,1304,0,3.2,3.2
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",80546,0,795,795,0,1,1
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42454,0,454,454,0,1.1,1.1
I00720,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,40763,5,678,683,0,1.7,1.7
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,34742,0,669,669,0,1.9,1.9
I00720,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35003,0,131,131,0,0.4,0.4
I00720,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,50940,0,832,832,0,1.6,1.6
I00720,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33688,1,355,356,0,1.1,1.1
I00720,RGQ,IPSWICH HOSPITAL NHS TRUST,47445,0,710,710,0,1.5,1.5
I00720,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32718,0,396,396,0,1.2,1.2
I00720,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,71017,0,632,632,0,0.9,0.9
I00720,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,59392,0,116,116,0,0.2,0.2
I00720,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,90207,526,1037,1124,0.6,1.1,1.2
I00720,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,107529,315,1292,1315,0.3,1.2,1.2
I00720,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86081,0,739,739,0,0.9,0.9
I00720,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,62694,0,667,667,0,1.1,1.1
I00720,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84473,16,1034,1048,0,1.2,1.2
I00720,RJ2,LEWISHAM AND GREENWICH NHS TRUST,82163,60,940,1000,0.1,1.1,1.2
I00720,RJ6,CROYDON HEALTH SERVICES NHS TRUST,44812,0,449,449,0,1,1
I00720,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,80233,0,637,637,0,0.8,0.8
I00720,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,33894,1,286,286,0,0.8,0.8
I00720,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,30372,0,394,394,0,1.3,1.3
I00720,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,100351,0,1422,1422,0,1.4,1.4
I00720,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,41074,0,247,247,0,0.6,0.6
I00720,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,57605,0,621,621,0,1.1,1.1
I00720,RJN,EAST CHESHIRE NHS TRUST,23774,0,216,216,0,0.9,0.9
I00720,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,47087,1,526,527,0,1.1,1.1
I00720,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,113656,0,1918,1918,0,1.7,1.7
I00720,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,50932,0,445,445,0,0.9,0.9
I00720,RK9,PLYMOUTH HOSPITALS NHS TRUST,70844,6,862,866,0,1.2,1.2
I00720,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,83567,0,462,462,0,0.6,0.6
I00720,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34885,0,77,77,0,0.2,0.2
I00720,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,59774,0,954,954,0,1.6,1.6
I00720,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,60498,0,448,448,0,0.7,0.7
I00720,RLQ,WYE VALLEY NHS TRUST,27570,0,330,330,0,1.2,1.2
I00720,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,24481,0,349,349,0,1.4,1.4
I00720,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,87467,2,957,958,0,1.1,1.1
I00720,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,59513,3,339,342,0,0.6,0.6
I00720,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,42717,0,1065,1065,0,2.5,2.5
I00720,RMC,BOLTON NHS FOUNDATION TRUST,62593,0,637,637,0,1,1
I00720,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,35257,0,768,768,0,2.2,2.2
