INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",9265338,7824,162895,164223,0.1,1.8,1.8
I00720,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",62600,50,1505,1510,0.1,2.4,2.4
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",33230,*,465,465,*,1.4,1.4
I00720,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",41810,20,1050,1050,0.0,2.5,2.5
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",85575,0,1795,1795,0.0,2.1,2.1
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",45885,0,775,775,0.0,1.7,1.7
I00720,R1H,"BARTS HEALTH NHS TRUST",175470,450,2670,2755,0.3,1.5,1.6
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",79520,860,1055,1405,1.1,1.3,1.8
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",36495,0,515,515,0.0,1.4,1.4
I00720,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",54465,*,1055,1055,*,1.9,1.9
I00720,RMC,"BOLTON NHS FOUNDATION TRUST",60800,0,805,805,0.0,1.3,1.3
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",97625,*,695,695,*,0.7,0.7
I00720,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",68980,*,1520,1520,*,2.2,2.2
I00720,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",63735,320,1270,1340,0.5,2.0,2.1
I00720,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",71195,0,1495,1495,0.0,2.1,2.1
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",76110,0,1685,1685,0.0,2.2,2.2
I00720,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",94100,25,1535,1535,0.0,1.6,1.6
I00720,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",51145,0,960,960,0.0,1.9,1.9
I00720,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",48370,*,735,740,*,1.5,1.5
I00720,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",82480,0,1800,1800,0.0,2.2,2.2
I00720,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",37280,0,890,890,0.0,2.4,2.4
I00720,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",57880,0,1200,1200,0.0,2.1,2.1
I00720,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",73675,0,1850,1850,0.0,2.5,2.5
I00720,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",29255,0,540,540,0.0,1.8,1.8
I00720,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",67445,140,1270,1275,0.2,1.9,1.9
I00720,RJN,"EAST CHESHIRE NHS TRUST",19715,0,365,365,0.0,1.9,1.9
I00720,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",108120,0,1380,1380,0.0,1.3,1.3
I00720,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",82820,*,1530,1530,*,1.8,1.8
I00720,RDE,"EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST",109845,0,2445,2445,0.0,2.2,2.2
I00720,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",62155,0,480,480,0.0,0.8,0.8
I00720,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",62900,*,1255,1260,*,2.0,2.0
I00720,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",130935,0,2320,2320,0.0,1.8,1.8
I00720,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",32970,210,640,655,0.6,1.9,2.0
I00720,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",24180,0,375,375,0.0,1.6,1.6
I00720,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",90035,*,1805,1805,*,2.0,2.0
I00720,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",63630,70,1150,1150,0.1,1.8,1.8
I00720,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",93985,15,1500,1510,0.0,1.6,1.6
I00720,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",64550,290,1265,1350,0.4,2.0,2.1
I00720,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",27105,0,425,425,0.0,1.6,1.6
I00720,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",45740,0,410,410,0.0,0.9,0.9
I00720,RWA,"HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST",85055,365,1750,1970,0.4,2.1,2.3
I00720,RYJ,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST",108285,*,2560,2560,*,2.4,2.4
I00720,R1F,"ISLE OF WIGHT NHS TRUST",17550,*,525,525,*,3.0,3.0
I00720,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",33520,*,765,765,*,2.3,2.3
I00720,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",52645,0,775,775,0.0,1.5,1.5
I00720,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",113710,0,2615,2615,0.0,2.3,2.3
I00720,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",59135,0,720,720,0.0,1.2,1.2
I00720,RXN,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST",79450,*,1790,1790,*,2.3,2.3
I00720,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",125170,0,2015,2015,0.0,1.6,1.6
I00720,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",91320,0,865,865,0.0,0.9,0.9
I00720,R1K,"LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",105010,*,1625,1625,*,1.5,1.5
I00720,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",81200,0,960,960,0.0,1.2,1.2
I00720,RWF,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST",76215,0,1325,1325,0.0,1.7,1.7
I00720,R0A,"MANCHESTER UNIVERSITY NHS FOUNDATION TRUST",177505,*,3555,3560,*,2.0,2.0
I00720,RPA,"MEDWAY NHS FOUNDATION TRUST",56060,0,890,890,0.0,1.6,1.6
I00720,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",51210,*,720,720,*,1.4,1.4
I00720,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",55915,0,775,775,0.0,1.4,1.4
I00720,RXF,"MID YORKSHIRE HOSPITALS NHS TRUST",94515,*,1565,1565,*,1.7,1.7
I00720,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",50245,0,940,940,0.0,1.9,1.9
I00720,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",90590,*,2590,2590,*,2.9,2.9
I00720,RVJ,"NORTH BRISTOL NHS TRUST",89165,0,1180,1180,0.0,1.3,1.3
