INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,SHMI_VALUE,SHMI_BANDING,SPELLS,OBSERVED,EXPECTED,PO_LL,PO_UL,OD_LL,OD_UL
I00699,R1F,ISLE OF WIGHT NHS TRUST,1.0083,2,17908,844,837.0398,0.8966,1.1115,0.8931,1.1197
I00699,R1H,BARTS HEALTH NHS TRUST,0.8777,3,152480,3810,4341.0451,0.9538,1.0478,0.9092,1.0999
I00699,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,0.915,2,95328,2616,2859.0925,0.9432,1.0592,0.907,1.1025
I00699,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,0.7964,3,50061,1254,1574.662,0.9239,1.0803,0.9021,1.1086
I00699,RA3,WESTON AREA HEALTH NHS TRUST,1.0534,2,18139,960,911.3155,0.9008,1.1067,0.8946,1.1178
I00699,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,1.0361,2,24272,979,944.9174,0.9025,1.1047,0.8952,1.117
I00699,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,0.9828,2,74620,1804,1835.5742,0.9294,1.0742,0.9036,1.1067
I00699,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,0.9798,2,38435,1733,1768.7397,0.9281,1.0757,0.9032,1.1071
I00699,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,0.968,2,75793,1764,1822.2432,0.9292,1.0745,0.9035,1.1068
I00699,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.094,2,53723,2230,2038.3718,0.9329,1.0704,0.9045,1.1056
I00699,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,0.8533,3,98043,2741,3212.0654,0.9464,1.0557,0.9077,1.1017
I00699,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0.9676,2,45961,1416,1463.3979,0.9212,1.0834,0.9013,1.1096
I00699,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,0.9155,2,39948,1037,1132.6862,0.9107,1.0953,0.898,1.1136
I00699,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,0.9071,2,47184,1226,1351.5843,0.918,1.0869,0.9003,1.1107
I00699,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,0.97,2,50384,1628,1678.4241,0.9263,1.0777,0.9027,1.1078
I00699,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1.0995,2,29945,1161,1055.8978,0.9076,1.0988,0.897,1.1149
I00699,RBK,WALSALL HEALTHCARE NHS TRUST,1.0781,2,43564,1668,1547.2299,0.9233,1.0811,0.9019,1.1088
I00699,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,0.9687,2,67030,2111,2179.1091,0.9351,1.068,0.9051,1.1049
I00699,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,1.0251,2,68368,2222,2167.6809,0.9349,1.0682,0.905,1.1049
I00699,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,0.9906,2,45924,1444,1457.7377,0.921,1.0836,0.9012,1.1096
I00699,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,0.9387,2,28898,1246,1327.2981,0.9173,1.0878,0.9001,1.111
I00699,RC1,BEDFORD HOSPITAL NHS TRUST,1.0227,2,30094,1163,1137.2224,0.9109,1.0951,0.898,1.1135
I00699,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.0316,2,65348,1639,1588.7368,0.9243,1.08,0.9022,1.1085
I00699,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1.0063,2,79696,3148,3128.2092,0.9457,1.0565,0.9075,1.1019
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,0.9911,2,25603,983,991.8059,0.9047,1.1021,0.896,1.1161
I00699,RCF,AIREDALE NHS FOUNDATION TRUST,0.9339,2,33771,1053,1127.4766,0.9105,1.0955,0.8979,1.1137
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",0.8826,3,41581,1462,1656.4086,0.9258,1.0783,0.9026,1.1079
I00699,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,0.9502,2,51920,1975,2078.4041,0.9336,1.0697,0.9047,1.1054
I00699,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,0.9885,2,47899,1612,1630.832,0.9252,1.0789,0.9024,1.1081
I00699,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.0267,2,38524,1213,1181.413,0.9125,1.0932,0.8986,1.1129
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.9174,2,54161,1978,2155.993,0.9348,1.0684,0.905,1.105
I00699,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,1.0669,2,53149,2236,2095.8346,0.9339,1.0694,0.9048,1.1053
I00699,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,0.9254,2,116354,3336,3605.017,0.9493,1.0525,0.9083,1.101
I00699,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1.0318,2,43784,2150,2083.6859,0.9337,1.0696,0.9047,1.1053
I00699,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,1.1773,1,22130,1176,998.9366,0.9051,1.1017,0.8961,1.1159
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,1.0713,2,65994,2303,2149.634,0.9347,1.0685,0.905,1.105
I00699,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1.0199,2,46095,1979,1940.3239,0.9313,1.0722,0.9041,1.1061
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.951,2,79994,3195,3359.6648,0.9475,1.0545,0.9079,1.1014
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,0.9919,2,41937,1432,1443.6217,0.9206,1.084,0.9011,1.1098
I00699,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1.0942,2,41314,1553,1419.2915,0.92,1.0848,0.9009,1.11
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,0.9282,2,48852,1777,1914.3763,0.9309,1.0727,0.904,1.1062
I00699,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,0.881,3,37679,901,1022.7461,0.9062,1.1004,0.8965,1.1155
I00699,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,1.0356,2,52228,1904,1838.4749,0.9295,1.0742,0.9036,1.1067
I00699,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.1183,1,30303,1522,1360.9609,0.9183,1.0866,0.9004,1.1106
I00699,RGQ,IPSWICH HOSPITAL NHS TRUST,0.982,2,51265,1898,1932.6922,0.9312,1.0723,0.9041,1.1061
I00699,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,0.9337,2,34733,1439,1541.1206,0.9231,1.0812,0.9018,1.1089
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.9039,3,74859,2289,2532.2483,0.9397,1.0629,0.9062,1.1035
I00699,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,0.9226,2,62954,1928,2089.7401,0.9338,1.0695,0.9047,1.1053
I00699,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,0.9926,2,92648,2819,2840.014,0.943,1.0594,0.907,1.1026
I00699,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,0.91,2,111019,3486,3830.7552,0.9508,1.0509,0.9086,1.1006
I00699,RHU,PORTSMOUTH HOSPITALS NHS TRUST,1.0801,2,84046,3050,2823.8845,0.9429,1.0595,0.9069,1.1026
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,1.0159,2,63305,2031,1999.1986,0.9323,1.0711,0.9044,1.1058
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,0.7925,3,82136,1411,1780.5254,0.9284,1.0754,0.9033,1.107
I00699,RJ2,LEWISHAM AND GREENWICH NHS TRUST,1.005,2,84219,2333,2321.3723,0.9371,1.0658,0.9056,1.1043
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1.1499,1,44246,1280,1113.0989,0.9099,1.0961,0.8977,1.1139
I00699,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.9154,2,79621,2130,2326.8489,0.9372,1.0657,0.9056,1.1043
I00699,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,1.0234,2,31475,1146,1119.767,0.9102,1.0958,0.8978,1.1138
I00699,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1.0395,2,125908,4304,4140.522,0.9527,1.049,0.909,1.1002
I00699,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,0.954,2,41412,1336,1400.488,0.9195,1.0854,0.9007,1.1102
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1.1099,1,57166,2308,2079.5494,0.9336,1.0696,0.9047,1.1053
I00699,RJN,EAST CHESHIRE NHS TRUST,0.9755,2,21405,907,929.7819,0.9017,1.1055,0.895,1.1174
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1.0521,2,45704,1440,1368.6378,0.9185,1.0864,0.9005,1.1105
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,0.8977,3,114700,3037,3382.9523,0.9477,1.0543,0.908,1.1014
I00699,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,1.0148,2,50890,1897,1869.2522,0.93,1.0736,0.9038,1.1065
I00699,RK9,PLYMOUTH HOSPITALS NHS TRUST,0.9888,2,69976,2384,2410.8858,0.9382,1.0645,0.9058,1.1039
I00699,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1.0389,2,89525,2897,2788.5301,0.9425,1.0599,0.9068,1.1027
I00699,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,0.6696,3,34798,521,778.0234,0.8929,1.1158,0.8918,1.1214
I00699,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,0.991,2,66813,2372,2393.554,0.938,1.0648,0.9058,1.104
I00699,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,1.0259,2,59857,2050,1998.327,0.9323,1.0711,0.9044,1.1058
I00699,RLQ,WYE VALLEY NHS TRUST,1.1688,1,28647,1163,995.0701,0.9049,1.1019,0.8961,1.116
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1.0466,2,23171,975,931.5977,0.9018,1.1054,0.895,1.1173
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1.0353,2,90398,3484,3365.2217,0.9476,1.0544,0.9079,1.1014
I00699,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1.0197,2,63661,1944,1906.4807,0.9307,1.0728,0.9039,1.1063
I00699,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,0.9805,2,47525,1756,1790.8696,0.9286,1.0752,0.9034,1.107
I00699,RMC,BOLTON NHS FOUNDATION TRUST,1.0621,2,63726,1812,1706.1145,0.9269,1.0771,0.9029,1.1076
I00699,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1.1348,1,33105,1388,1223.1535,0.914,1.0915,0.899,1.1123
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,0.9299,2,55466,1732,1862.5966,0.9299,1.0737,0.9037,1.1065
