INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00742,ENG,"ENGLAND",9265338,2208282,1914029,1747117,1626455,1463294,306161,23.8,20.7,18.9,17.6,15.8,3.3
I00742,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",62600,36795,8035,9010,4675,3105,975,58.8,12.8,14.4,7.5,5.0,1.6
I00742,RCF,"AIREDALE NHS FOUNDATION TRUST",33230,7490,3860,7685,7975,6040,175,22.5,11.6,23.1,24.0,18.2,0.5
I00742,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",41810,435,4620,10340,9325,16830,255,1.0,11.1,24.7,22.3,40.3,0.6
I00742,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",85575,17130,22710,16930,9945,5625,13230,20.0,26.5,19.8,11.6,6.6,15.5
I00742,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",45885,17370,12940,6500,5750,2525,800,37.9,28.2,14.2,12.5,5.5,1.7
I00742,R1H,"BARTS HEALTH NHS TRUST",175470,67475,63660,19690,11235,6690,6715,38.5,36.3,11.2,6.4,3.8,3.8
I00742,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",79520,16145,24440,14065,11620,11375,1875,20.3,30.7,17.7,14.6,14.3,2.4
I00742,RC1,"BEDFORD HOSPITAL NHS TRUST",36495,4350,7890,5070,9170,9825,185,11.9,21.6,13.9,25.1,26.9,0.5
I00742,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",54465,18625,11485,10960,7910,4870,610,34.2,21.1,20.1,14.5,8.9,1.1
I00742,RMC,"BOLTON NHS FOUNDATION TRUST",60800,27845,12015,6870,7435,6055,580,45.8,19.8,11.3,12.2,10.0,1.0
I00742,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",97625,53685,21420,12310,5980,2765,1465,55.0,21.9,12.6,6.1,2.8,1.5
I00742,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",68980,8425,11925,13325,17285,15955,2070,12.2,17.3,19.3,25.1,23.1,3.0
I00742,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",63735,1795,7220,10875,15120,28450,280,2.8,11.3,17.1,23.7,44.6,0.4
I00742,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",71195,20595,16390,13620,12820,7005,770,28.9,23.0,19.1,18.0,9.8,1.1
I00742,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",76110,2695,8550,17400,22570,23685,1215,3.5,11.2,22.9,29.7,31.1,1.6
I00742,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",94100,10875,25350,22330,13045,7710,14790,11.6,26.9,23.7,13.9,8.2,15.7
I00742,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",51145,10735,13685,8745,8805,7910,1270,21.0,26.8,17.1,17.2,15.5,2.5
I00742,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",48370,10655,5080,5155,7535,10845,9105,22.0,10.5,10.7,15.6,22.4,18.8
I00742,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",82480,23530,24990,12800,12550,8020,590,28.5,30.3,15.5,15.2,9.7,0.7
I00742,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",37280,9350,13605,6225,3895,3415,790,25.1,36.5,16.7,10.4,9.2,2.1
I00742,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",57880,8505,15590,11110,12145,10080,450,14.7,26.9,19.2,21.0,17.4,0.8
I00742,RP5,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST",73675,25620,17730,14005,11950,3790,580,34.8,24.1,19.0,16.2,5.1,0.8
I00742,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",29255,2905,4555,9895,8715,2820,365,9.9,15.6,33.8,29.8,9.6,1.2
I00742,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",67445,1720,8635,18785,14580,18040,5685,2.6,12.8,27.9,21.6,26.7,8.4
I00742,RJN,"EAST CHESHIRE NHS TRUST",19715,1245,3775,3295,4675,6550,165,6.3,19.1,16.7,23.7,33.2,0.8
