INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,Q1_NUMERATOR,Q2_NUMERATOR,Q3_NUMERATOR,Q4_NUMERATOR,Q5_NUMERATOR,NULL_NUMERATOR,Q1_RATE,Q2_RATE,Q3_RATE,Q4_RATE,Q5_RATE,NULL_RATE
I00743,ENG,ENGLAND,289318,60406,59135,59786,56976,50329,2686,20.8788,20.4394,20.6645,19.6932,17.3957,0.9284
I00743,R1F,ISLE OF WIGHT NHS TRUST,826,51,254,359,132,*,*,6.1743,30.7506,43.4625,15.9806,*,*
I00743,R1H,BARTS HEALTH NHS TRUST,3947,2155,834,422,271,225,40,54.5984,21.13,10.6917,6.866,5.7005,1.0134
I00743,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,2587,342,842,845,341,206,11,13.2199,32.5474,32.6633,13.1813,7.9629,0.4252
I00743,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1280,*,52,143,328,750,*,*,4.0625,11.1719,25.625,58.5938,*
I00743,RA3,WESTON AREA HEALTH NHS TRUST,1001,178,154,227,325,*,*,17.7822,15.3846,22.6773,32.4675,*,*
I00743,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,987,22,101,331,405,120,8,2.229,10.233,33.536,41.0334,12.1581,0.8105
I00743,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1738,350,386,283,340,359,20,20.1381,22.2094,16.2831,19.5627,20.6559,1.1507
I00743,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,1866,218,563,565,394,117,9,11.6827,30.1715,30.2787,21.1147,6.2701,0.4823
I00743,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1782,844,376,311,164,*,*,47.3625,21.0999,17.4523,9.2031,*,*
I00743,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2339,*,380,541,487,567,*,*,16.2463,23.1295,20.8209,24.2411,*
I00743,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2794,330,536,810,746,340,32,11.811,19.184,28.9907,26.7001,12.1689,1.1453
I00743,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1459,621,392,193,173,69,11,42.5634,26.8677,13.2282,11.8574,4.7293,0.7539
I00743,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,1030,*,360,262,190,140,*,*,34.9515,25.4369,18.4466,13.5922,*
I00743,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1294,33,159,226,385,485,6,2.5502,12.2875,17.4652,29.7527,37.4807,0.4637
I00743,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1665,*,424,593,311,232,*,*,25.4655,35.6156,18.6787,13.9339,*
I00743,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1160,117,239,427,304,*,*,10.0862,20.6034,36.8103,26.2069,*,*
I00743,RBK,WALSALL HEALTHCARE NHS TRUST,1616,740,386,226,163,94,7,45.7921,23.8861,13.9851,10.0866,5.8168,0.4332
I00743,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2246,681,433,328,398,370,36,30.3206,19.2787,14.6037,17.7204,16.4737,1.6028
I00743,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,2252,1037,420,418,206,160,11,46.048,18.6501,18.5613,9.1474,7.1048,0.4885
I00743,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1474,*,281,280,270,428,*,*,19.0638,18.9959,18.3175,29.0366,*
I00743,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1260,80,299,512,313,*,*,6.3492,23.7302,40.6349,24.8413,*,*
I00743,RC1,BEDFORD HOSPITAL NHS TRUST,1179,*,294,178,259,362,*,*,24.9364,15.0975,21.9678,30.704,*
I00743,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1684,*,403,348,339,362,*,*,23.9311,20.6651,20.1306,21.4964,*
I00743,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,3192,*,560,740,724,789,*,*,17.5439,23.183,22.6817,24.718,*
I00743,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,985,*,55,203,298,406,*,*,5.5838,20.6091,30.2538,41.2183,*
I00743,RCF,AIREDALE NHS FOUNDATION TRUST,1034,164,*,229,300,213,*,15.8607,*,22.147,29.0135,20.5996,*
I00743,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1514,171,507,548,255,*,*,11.2946,33.4875,36.1955,16.8428,*,*
I00743,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2000,46,243,483,567,654,7,2.3,12.15,24.15,28.35,32.7,0.35
I00743,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,1567,*,256,446,397,390,*,*,16.3369,28.462,25.335,24.8883,*
