INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.5413,0.3958,15.1658,1,0.0001
I00699,1,ADMIMETH_2,0,,,0,
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,ADMISSION_MONTH_1,0.1848,0.3694,0.2503,1,0.6169
I00699,1,ADMISSION_MONTH_2,0.1971,0.3733,0.2787,1,0.5975
I00699,1,ADMISSION_MONTH_3,0.1622,0.3652,0.1971,1,0.657
I00699,1,ADMISSION_MONTH_4,0.3244,0.3555,0.8329,1,0.3614
I00699,1,ADMISSION_MONTH_5,0.0131,0.3576,0.0013,1,0.9709
I00699,1,ADMISSION_MONTH_6,-0.8984,0.4675,3.6932,1,0.0546
I00699,1,ADMISSION_MONTH_7,0,,,0,
I00699,1,ADMISSION_MONTH_8,0.2728,0.3521,0.6003,1,0.4384
I00699,1,ADMISSION_MONTH_9,0.2894,0.3545,0.6665,1,0.4143
I00699,1,ADMISSION_MONTH_10,0.3546,0.3645,0.9461,1,0.3307
I00699,1,ADMISSION_MONTH_11,-0.2788,0.3958,0.4962,1,0.4812
I00699,1,ADMISSION_MONTH_12,0.0938,0.3678,0.065,1,0.7987
I00699,1,AGE_GROUP_1,-14.2197,2212.7278,0,1,0.9949
I00699,1,AGE_GROUP_2,-14.2147,1446.8894,0.0001,1,0.9922
I00699,1,AGE_GROUP_3,-14.2025,2220.0113,0,1,0.9949
I00699,1,AGE_GROUP_4,-14.3212,1345.7481,0.0001,1,0.9915
I00699,1,AGE_GROUP_5,-14.5265,829.3332,0.0003,1,0.986
I00699,1,AGE_GROUP_6,-14.65,692.264,0.0004,1,0.9831
I00699,1,AGE_GROUP_7,-1.0526,0.7653,1.8918,1,0.169
I00699,1,AGE_GROUP_8,0,,,0,
I00699,1,AGE_GROUP_9,0.7408,0.4073,3.3075,1,0.069
I00699,1,AGE_GROUP_10,-0.4027,0.5767,0.4876,1,0.485
I00699,1,AGE_GROUP_11,0.5347,0.4279,1.5609,1,0.2115
I00699,1,AGE_GROUP_12,0.5428,0.4599,1.3933,1,0.2379
I00699,1,AGE_GROUP_13,0.8595,0.4111,4.3707,1,0.0366
I00699,1,AGE_GROUP_14,1.0733,0.3941,7.416,1,0.0065
I00699,1,AGE_GROUP_15,1.4049,0.3913,12.8875,1,0.0003
I00699,1,AGE_GROUP_16,2.199,0.3604,37.2328,1,0
I00699,1,AGE_GROUP_17,1.9565,0.3621,29.2003,1,0
I00699,1,AGE_GROUP_18,2.4578,0.3721,43.6387,1,0
I00699,1,AGE_GROUP_19,2.7409,0.3917,48.9635,1,0
I00699,1,AGE_GROUP_20,3.4319,0.4907,48.9199,1,0
I00699,1,AGE_GROUP_21,0,,,0,
I00699,1,BIRTHWEIGHT_6,0,,,0,
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.9353,0.2142,19.0637,1,0
I00699,1,CHARLSON_INDEX_3,0.9988,0.2108,22.4489,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.5914,0.1712,11.931,1,0.0006
I00699,1,GENDER_3,0,,,0,
I00699,1,Intercept,-4.427,0.3985,123.3937,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,-0.3449,0.2008,2.9512,1,0.0858
I00699,1,YEAR_INDEX_3,0.0576,0.1791,0.1034,1,0.7478
I00699,2,ADMIMETH_1,-0.3919,0.0335,136.6957,1,0
I00699,2,ADMIMETH_2,0,,,0,
I00699,2,ADMIMETH_3,0,,,0,
I00699,2,ADMISSION_MONTH_1,0.3353,0.0188,318.3591,1,0
I00699,2,ADMISSION_MONTH_2,0.3033,0.0194,243.2743,1,0
I00699,2,ADMISSION_MONTH_3,0.2211,0.0191,134.2002,1,0
I00699,2,ADMISSION_MONTH_4,0.1191,0.019,39.2112,1,0
I00699,2,ADMISSION_MONTH_5,0.0602,0.019,10.0858,1,0.0015
I00699,2,ADMISSION_MONTH_6,0.0267,0.0192,1.9328,1,0.1645
I00699,2,ADMISSION_MONTH_7,0,,,0,
I00699,2,ADMISSION_MONTH_8,-0.0212,0.019,1.2477,1,0.264
I00699,2,ADMISSION_MONTH_9,0.0483,0.019,6.4976,1,0.0108
I00699,2,ADMISSION_MONTH_10,0.0925,0.0187,24.3976,1,0
I00699,2,ADMISSION_MONTH_11,0.142,0.0188,56.9928,1,0
