INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,ENGLAND,9323680,7685,165673,167049,0.1,1.8,1.8
I00720,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,63525,*,1430,1435,*,2.3,2.3
I00720,RCF,AIREDALE NHS FOUNDATION TRUST,33300,0,450,450,0,1.4,1.4
I00720,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,43445,40,1030,1035,0.1,2.4,2.4
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",84475,0,1745,1745,0,2.1,2.1
I00720,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,46990,0,795,795,0,1.7,1.7
I00720,R1H,BARTS HEALTH NHS TRUST,175375,445,2575,2655,0.3,1.5,1.5
I00720,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,79355,815,1055,1360,1,1.3,1.7
I00720,RC1,BEDFORD HOSPITAL NHS TRUST,36610,0,490,490,0,1.3,1.3
I00720,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54550,*,1080,1080,*,2,2
I00720,RMC,BOLTON NHS FOUNDATION TRUST,60760,0,830,830,0,1.4,1.4
I00720,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,97575,*,665,665,*,0.7,0.7
I00720,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,69285,0,1625,1625,0,2.3,2.3
I00720,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,64670,305,1295,1375,0.5,2,2.1
I00720,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,71120,0,1370,1370,0,1.9,1.9
I00720,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,76485,0,1735,1735,0,2.3,2.3
I00720,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,95885,25,1545,1550,0,1.6,1.6
I00720,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,51640,0,1030,1030,0,2,2
I00720,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,48155,*,730,730,*,1.5,1.5
I00720,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,82305,0,1850,1850,0,2.2,2.2
I00720,RJ6,CROYDON HEALTH SERVICES NHS TRUST,37115,0,955,955,0,2.6,2.6
