INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,ENG,ENGLAND,284962,5113,101331,101922,2,36,36
I00721,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2040,0,985,985,0,48,48
I00721,RCF,AIREDALE NHS FOUNDATION TRUST,975,0,240,240,0,25,25
I00721,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,1670,35,695,695,2,42,42
I00721,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2905,0,1060,1060,0,36,36
I00721,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1580,0,445,445,0,28,28
I00721,R1H,BARTS HEALTH NHS TRUST,3635,365,1355,1420,10,37,39
I00721,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2100,310,555,650,15,26,31
I00721,RC1,BEDFORD HOSPITAL NHS TRUST,1275,0,315,315,0,25,25
I00721,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2325,0,670,670,0,29,29
I00721,RMC,BOLTON NHS FOUNDATION TRUST,1745,0,495,495,0,28,28
I00721,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1860,0,420,420,0,23,23
I00721,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2315,0,965,965,0,42,42
I00721,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1570,190,815,855,12,52,54
I00721,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2270,0,860,860,0,38,38
I00721,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2140,0,920,920,0,43,43
I00721,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1555,10,875,875,1,56,56
I00721,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1790,0,550,550,0,31,31
I00721,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1490,0,530,530,0,36,36
I00721,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2960,0,1190,1190,0,40,40
I00721,RJ6,CROYDON HEALTH SERVICES NHS TRUST,1265,0,650,650,0,51,51
I00721,RN7,DARTFORD AND GRAVESHAM NHS TRUST,1490,0,775,775,0,52,52
I00721,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2720,0,1395,1395,0,51,51
I00721,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1090,0,380,380,0,35,35
I00721,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2195,55,795,800,3,36,36
I00721,RJN,EAST CHESHIRE NHS TRUST,910,0,215,215,0,24,24
I00721,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,4035,0,955,955,0,24,24
I00721,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2660,0,865,865,0,33,33
I00721,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,4385,0,1390,1390,0,32,32
I00721,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2520,0,540,540,0,21,21
I00721,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,1915,0,870,870,0,45,45
I00721,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,3555,*,1535,1535,*,43,43
I00721,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1385,180,475,480,13,34,35
I00721,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1095,0,260,260,0,24,24
I00721,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,3005,0,1060,1060,0,35,35
I00721,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,1720,45,640,645,3,37,38
I00721,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1450,*,815,815,*,56,56
I00721,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2055,150,840,870,7,41,42
I00721,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,940,0,290,290,0,31,31
I00721,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,525,0,270,270,0,51,51
I00721,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,3335,135,1075,1115,4,32,33
I00721,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2080,0,1225,1225,0,59,59
I00721,R1F,ISLE OF WIGHT NHS TRUST,845,0,395,395,0,47,47
I00721,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1685,0,445,445,0,26,26
I00721,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1700,0,490,490,0,29,29
I00721,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3170,0,1630,1630,0,51,51
