INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,1,ADMIMETH_1,-1.994,0.463,18.5451,1,0
I00699,1,ADMIMETH_2,0,,,0,
I00699,1,ADMIMETH_3,0,,,0,
I00699,1,ADMISSION_MONTH_1,0.0992,0.3674,0.0729,1,0.7871
I00699,1,ADMISSION_MONTH_2,0.1497,0.3708,0.1631,1,0.6863
I00699,1,ADMISSION_MONTH_3,0.0907,0.362,0.0627,1,0.8022
I00699,1,ADMISSION_MONTH_4,0.2406,0.3523,0.4663,1,0.4947
I00699,1,ADMISSION_MONTH_5,-0.0541,0.3546,0.0233,1,0.8787
I00699,1,ADMISSION_MONTH_6,-0.9771,0.4651,4.4142,1,0.0356
I00699,1,ADMISSION_MONTH_7,0,,,0,
I00699,1,ADMISSION_MONTH_8,0.2535,0.3448,0.5408,1,0.4621
I00699,1,ADMISSION_MONTH_9,0.3689,0.3409,1.1712,1,0.2791
I00699,1,ADMISSION_MONTH_10,0.2451,0.3557,0.4746,1,0.4909
I00699,1,ADMISSION_MONTH_11,-0.0456,0.3752,0.0147,1,0.9034
I00699,1,ADMISSION_MONTH_12,0.1464,0.3529,0.1721,1,0.6783
I00699,1,AGE_GROUP_1,-14.0327,2285.1091,0,1,0.9951
I00699,1,AGE_GROUP_2,-14.0314,1449.6024,0.0001,1,0.9923
I00699,1,AGE_GROUP_3,-14.1014,2066.4965,0,1,0.9946
I00699,1,AGE_GROUP_4,-14.1286,1349.8164,0.0001,1,0.9916
I00699,1,AGE_GROUP_5,-14.3596,815.3087,0.0003,1,0.9859
I00699,1,AGE_GROUP_6,-14.4522,672.3626,0.0005,1,0.9829
I00699,1,AGE_GROUP_7,-0.462,0.6579,0.4932,1,0.4825
I00699,1,AGE_GROUP_8,0,,,0,
I00699,1,AGE_GROUP_9,0.9556,0.4163,5.2685,1,0.0217
I00699,1,AGE_GROUP_10,-0.2866,0.5885,0.2371,1,0.6263
I00699,1,AGE_GROUP_11,0.7265,0.4335,2.8087,1,0.0938
I00699,1,AGE_GROUP_12,0.8061,0.4591,3.0825,1,0.0791
I00699,1,AGE_GROUP_13,0.9466,0.4281,4.8885,1,0.027
I00699,1,AGE_GROUP_14,1.2393,0.4114,9.0742,1,0.0026
I00699,1,AGE_GROUP_15,1.6206,0.4043,16.0692,1,0.0001
I00699,1,AGE_GROUP_16,2.372,0.3787,39.2243,1,0
I00699,1,AGE_GROUP_17,2.2067,0.3756,34.5097,1,0
I00699,1,AGE_GROUP_18,2.743,0.3887,49.804,1,0
I00699,1,AGE_GROUP_19,3.2223,0.4069,62.6991,1,0
I00699,1,AGE_GROUP_20,3.6668,0.4962,54.6093,1,0
I00699,1,AGE_GROUP_21,0,,,0,
I00699,1,BIRTHWEIGHT_6,0,,,0,
I00699,1,CHARLSON_INDEX_1,0,,,0,
I00699,1,CHARLSON_INDEX_2,0.9242,0.209,19.5651,1,0
I00699,1,CHARLSON_INDEX_3,0.8923,0.2088,18.2697,1,0
I00699,1,GENDER_1,0,,,0,
I00699,1,GENDER_2,-0.5511,0.1659,11.0342,1,0.0009
I00699,1,GENDER_3,0,,,0,
I00699,1,Intercept,-4.6399,0.4137,125.8027,1,0
I00699,1,YEAR_INDEX_1,0,,,0,
I00699,1,YEAR_INDEX_2,-0.1884,0.1936,0.9469,1,0.3305
I00699,1,YEAR_INDEX_3,0.2253,0.18,1.5674,1,0.2106
I00699,2,ADMIMETH_1,-0.4074,0.034,143.1892,1,0
I00699,2,ADMIMETH_2,0,,,0,
I00699,2,ADMIMETH_3,0,,,0,
I00699,2,ADMISSION_MONTH_1,0.3394,0.0188,325.2944,1,0
I00699,2,ADMISSION_MONTH_2,0.306,0.0195,247.0324,1,0
I00699,2,ADMISSION_MONTH_3,0.2225,0.0191,135.6019,1,0
I00699,2,ADMISSION_MONTH_4,0.1185,0.019,38.7656,1,0
I00699,2,ADMISSION_MONTH_5,0.0588,0.019,9.6039,1,0.0019
I00699,2,ADMISSION_MONTH_6,0.0275,0.0192,2.0592,1,0.1513
I00699,2,ADMISSION_MONTH_7,0,,,0,
I00699,2,ADMISSION_MONTH_8,-0.0188,0.019,0.9823,1,0.3216
I00699,2,ADMISSION_MONTH_9,0.0608,0.0192,10.0286,1,0.0015
I00699,2,ADMISSION_MONTH_10,0.1412,0.0194,53.0359,1,0
I00699,2,ADMISSION_MONTH_11,0.1739,0.0195,79.8179,1,0
I00699,2,ADMISSION_MONTH_12,0.2773,0.0188,217.2974,1,0
I00699,2,AGE_GROUP_1,-4.1901,0.1675,625.8839,1,0
I00699,2,AGE_GROUP_2,-3.7411,0.1653,512.2483,1,0
I00699,2,AGE_GROUP_3,-3.2909,0.1938,288.3831,1,0
I00699,2,AGE_GROUP_4,-2.7031,0.1878,207.1262,1,0
I00699,2,AGE_GROUP_5,-3.0578,0.1782,294.3557,1,0
I00699,2,AGE_GROUP_6,-2.585,0.1187,474.2418,1,0
I00699,2,AGE_GROUP_7,-2.3832,0.0946,634.5743,1,0
I00699,2,AGE_GROUP_8,-2.0009,0.0711,792.6289,1,0
I00699,2,AGE_GROUP_9,-1.7501,0.057,943.0063,1,0
I00699,2,AGE_GROUP_10,-1.4505,0.0457,1007.7439,1,0
I00699,2,AGE_GROUP_11,-1.2589,0.034,1368.0649,1,0
I00699,2,AGE_GROUP_12,-1.1467,0.0275,1738.0051,1,0
I00699,2,AGE_GROUP_13,-0.9562,0.0228,1761.1372,1,0
I00699,2,AGE_GROUP_14,-0.7692,0.0196,1545.1354,1,0
I00699,2,AGE_GROUP_15,-0.6216,0.0167,1387.6486,1,0
I00699,2,AGE_GROUP_16,-0.4357,0.0146,896.1488,1,0
I00699,2,AGE_GROUP_17,-0.232,0.0138,281.0156,1,0
I00699,2,AGE_GROUP_18,0,,,0,
I00699,2,AGE_GROUP_19,0.3032,0.0129,549.4015,1,0
I00699,2,AGE_GROUP_20,0.6767,0.0135,2505.1306,1,0
I00699,2,AGE_GROUP_21,0,,,0,
I00699,2,BIRTHWEIGHT_6,0,,,0,
I00699,2,CHARLSON_INDEX_1,0,,,0,
I00699,2,CHARLSON_INDEX_2,0.0826,0.0172,23.1355,1,0
I00699,2,CHARLSON_INDEX_3,0.7871,0.0122,4133.1889,1,0
I00699,2,GENDER_1,0,,,0,
I00699,2,GENDER_2,0.0534,0.0079,45.8903,1,0
I00699,2,GENDER_3,0,,,0,
I00699,2,Intercept,-1.8998,0.0204,8653.8827,1,0
I00699,2,YEAR_INDEX_1,0,,,0,
I00699,2,YEAR_INDEX_2,0.0593,0.0094,39.85,1,0
I00699,2,YEAR_INDEX_3,0.0798,0.0102,60.9065,1,0
I00699,3,ADMIMETH_1,-0.2253,0.2215,1.034,1,0.3092
I00699,3,ADMIMETH_2,0,,,0,
I00699,3,ADMIMETH_3,0,,,0,
I00699,3,ADMISSION_MONTH_1,0.3242,0.1713,3.5839,1,0.0583
I00699,3,ADMISSION_MONTH_2,0.328,0.1744,3.5347,1,0.0601
I00699,3,ADMISSION_MONTH_3,0,,,0,
I00699,3,ADMISSION_MONTH_4,0.1567,0.1702,0.8474,1,0.3573
I00699,3,ADMISSION_MONTH_5,-0.0546,0.1761,0.096,1,0.7566
I00699,3,ADMISSION_MONTH_6,-0.3272,0.1854,3.1154,1,0.0776
I00699,3,ADMISSION_MONTH_7,0.0609,0.1685,0.1305,1,0.7179
I00699,3,ADMISSION_MONTH_8,0.0708,0.1717,0.1698,1,0.6803
I00699,3,ADMISSION_MONTH_9,-0.0303,0.182,0.0278,1,0.8676
I00699,3,ADMISSION_MONTH_10,0.1161,0.1772,0.4294,1,0.5123
I00699,3,ADMISSION_MONTH_11,0.1813,0.1774,1.0448,1,0.3067
I00699,3,ADMISSION_MONTH_12,0.4588,0.1707,7.2271,1,0.0072
I00699,3,AGE_GROUP_1,-0.6427,1.046,0.3775,1,0.539
I00699,3,AGE_GROUP_2,0,,,0,
I00699,3,AGE_GROUP_3,-12.2071,206.5971,0.0035,1,0.9529
I00699,3,AGE_GROUP_4,-0.1674,1.0467,0.0256,1,0.873
I00699,3,AGE_GROUP_5,0.0727,1.0478,0.0048,1,0.9447
I00699,3,AGE_GROUP_6,-12.2683,490.6624,0.0006,1,0.9801
I00699,3,AGE_GROUP_7,-0.2683,1.0477,0.0656,1,0.7979
I00699,3,AGE_GROUP_8,1.1767,0.5897,3.9814,1,0.046
I00699,3,AGE_GROUP_9,1.3425,0.5138,6.8268,1,0.009
I00699,3,AGE_GROUP_10,1.3807,0.4909,7.9109,1,0.0049
I00699,3,AGE_GROUP_11,1.7485,0.4012,18.993,1,0
I00699,3,AGE_GROUP_12,1.2728,0.4183,9.2584,1,0.0023
I00699,3,AGE_GROUP_13,2.0306,0.3526,33.1569,1,0
I00699,3,AGE_GROUP_14,2.0799,0.349,35.5146,1,0
I00699,3,AGE_GROUP_15,2.2358,0.337,44.0085,1,0
I00699,3,AGE_GROUP_16,2.4634,0.3278,56.4845,1,0
I00699,3,AGE_GROUP_17,2.4905,0.3277,57.7551,1,0
I00699,3,AGE_GROUP_18,2.7199,0.3237,70.5832,1,0
I00699,3,AGE_GROUP_19,3.0862,0.3226,91.5267,1,0
I00699,3,AGE_GROUP_20,3.4617,0.3242,113.9911,1,0
I00699,3,AGE_GROUP_21,0,,,0,
I00699,3,BIRTHWEIGHT_6,0,,,0,
I00699,3,CHARLSON_INDEX_1,0,,,0,
I00699,3,CHARLSON_INDEX_2,0.3982,0.1583,6.332,1,0.0119
I00699,3,CHARLSON_INDEX_3,1.2158,0.1163,109.2437,1,0
I00699,3,GENDER_1,0,,,0,
I00699,3,GENDER_2,-0.0625,0.0711,0.7736,1,0.3791
I00699,3,GENDER_3,0,,,0,
I00699,3,Intercept,-6.1188,0.3323,338.968,1,0
I00699,3,YEAR_INDEX_1,0,,,0,
I00699,3,YEAR_INDEX_2,0.2379,0.086,7.6611,1,0.0056
I00699,3,YEAR_INDEX_3,0.4468,0.0856,27.2414,1,0
I00699,4,ADMIMETH_1,-0.9402,0.241,15.2177,1,0.0001
I00699,4,ADMIMETH_2,0,,,0,
I00699,4,ADMIMETH_3,0,,,0,
I00699,4,ADMISSION_MONTH_1,0.7227,0.2291,9.9537,1,0.0016
I00699,4,ADMISSION_MONTH_2,0.5739,0.24,5.7189,1,0.0168
I00699,4,ADMISSION_MONTH_3,0.0474,0.2602,0.0333,1,0.8553
I00699,4,ADMISSION_MONTH_4,0.1061,0.2507,0.1791,1,0.6721
I00699,4,ADMISSION_MONTH_5,-0.1352,0.2595,0.2715,1,0.6023
I00699,4,ADMISSION_MONTH_6,-0.0765,0.2557,0.0894,1,0.7649
I00699,4,ADMISSION_MONTH_7,0,,,0,
I00699,4,ADMISSION_MONTH_8,0.2681,0.2381,1.2682,1,0.2601
I00699,4,ADMISSION_MONTH_9,0.2157,0.2461,0.7686,1,0.3806
I00699,4,ADMISSION_MONTH_10,0.3433,0.2411,2.0274,1,0.1545
I00699,4,ADMISSION_MONTH_11,0.2111,0.245,0.7424,1,0.3889
