INDICATOR_CODE,DIAGNOSIS_GROUP,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,1,R1H,"BARTS HEALTH NHS TRUST",148,*,4.7556
I00699,1,R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST",141,*,6.8094
I00699,1,RA2,"ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST",7,0,0.2661
I00699,1,RA3,"WESTON AREA HEALTH NHS TRUST",*,*,0.1562
I00699,1,RA7,"UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST",25,0,0.5408
I00699,1,RA9,"TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST",*,0,0.0593
I00699,1,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",35,*,1.4794
I00699,1,RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",*,*,0.4040
I00699,1,RAL,"ROYAL FREE LONDON NHS FOUNDATION TRUST",40,*,2.0537
I00699,1,RAP,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST",34,*,0.6215
I00699,1,RAS,"THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST",15,0,0.3054
I00699,1,RAX,"KINGSTON HOSPITAL NHS FOUNDATION TRUST",7,0,0.2308
I00699,1,RBA,"TAUNTON AND SOMERSET NHS FOUNDATION TRUST",*,0,0.0613
I00699,1,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",*,0,0.1137
I00699,1,RBK,"WALSALL HEALTHCARE NHS TRUST",*,0,0.2068
I00699,1,RBL,"WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST",*,0,0.3150
I00699,1,RBN,"ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST",*,0,0.0119
I00699,1,RBT,"MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST",*,0,0.0199
I00699,1,RC1,"BEDFORD HOSPITAL NHS TRUST",*,*,0.2200
I00699,1,RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",20,*,0.9547
I00699,1,RCB,"YORK TEACHING HOSPITAL NHS FOUNDATION TRUST",*,0,0.5625
I00699,1,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",*,0,0.0170
I00699,1,RCF,"AIREDALE NHS FOUNDATION TRUST",*,0,0.5299
I00699,1,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",*,0,0.2190
I00699,1,RD1,"ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST",*,0,0.1543
I00699,1,RD3,"POOLE HOSPITAL NHS FOUNDATION TRUST",*,0,0.0557
I00699,1,RD8,"MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",10,0,0.4857
I00699,1,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",15,0,0.8498
I00699,1,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",*,0,0.0347
I00699,1,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",30,*,1.4894
I00699,1,RDZ,"THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST",*,0,0.0363
I00699,1,RE9,"SOUTH TYNESIDE NHS FOUNDATION TRUST",*,0,0.0126
I00699,1,REF,"ROYAL CORNWALL HOSPITALS NHS TRUST",*,0,0.0324
I00699,1,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",53,*,2.4054
I00699,1,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",*,0,0.0447
I00699,1,RFR,"THE ROTHERHAM NHS FOUNDATION TRUST",*,*,0.4939
I00699,1,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",8,0,0.5391
I00699,1,RGN,"PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST",9,*,0.4439
I00699,1,RGP,"JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",8,0,0.0638
I00699,1,RGQ,"IPSWICH HOSPITAL NHS TRUST",*,0,0.0395
I00699,1,RGR,"WEST SUFFOLK NHS FOUNDATION TRUST",*,0,0.0418
I00699,1,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",19,0,0.4017
I00699,1,RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST",*,0,0.1683
I00699,1,RHM,"UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST",33,*,1.4055
I00699,1,RHQ,"SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST",66,0,1.6644
I00699,1,RHU,"PORTSMOUTH HOSPITALS NHS TRUST",8,*,0.9903
I00699,1,RHW,"ROYAL BERKSHIRE NHS FOUNDATION TRUST",*,0,0.1817
I00699,1,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",28,*,1.4597
I00699,1,RJ2,"LEWISHAM AND GREENWICH NHS TRUST",42,*,1.6599
I00699,1,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",20,*,0.9126
I00699,1,RJ7,"ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",76,*,2.2753
I00699,1,RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST",*,0,0.0170
I00699,1,RJE,"UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST",18,*,0.4101
I00699,1,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",*,0,0.1818
I00699,1,RJL,"NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST",*,0,0.1014
I00699,1,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",*,*,0.4003
I00699,1,RJZ,"KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST",41,*,0.8068
I00699,1,RK5,"SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST",*,*,0.5299
I00699,1,RK9,"PLYMOUTH HOSPITALS NHS TRUST",*,0,0.2940
I00699,1,RKB,"UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST",51,*,2.7411
I00699,1,RKE,"THE WHITTINGTON HOSPITAL NHS TRUST",16,*,0.9057
I00699,1,RL4,"THE ROYAL WOLVERHAMPTON NHS TRUST",28,*,2.1606
I00699,1,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",*,0,0.1155
I00699,1,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",*,0,0.1884
I00699,1,RM1,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",*,0,0.2244
I00699,1,RM2,"UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST",7,0,0.2980
I00699,1,RM3,"SALFORD ROYAL NHS FOUNDATION TRUST",11,*,0.5257
I00699,1,RMC,"BOLTON NHS FOUNDATION TRUST",19,0,1.0646
I00699,1,RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST",7,*,0.2286
I00699,1,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",7,0,0.2683
I00699,1,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",7,*,0.6265
I00699,1,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",13,0,0.8510
I00699,1,RNA,"THE DUDLEY GROUP NHS FOUNDATION TRUST",15,*,1.8620
I00699,1,RNL,"NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST",*,0,0.1820
I00699,1,RNQ,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST",6,0,0.4288
I00699,1,RNS,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST",8,0,0.1112
I00699,1,RNZ,"SALISBURY NHS FOUNDATION TRUST",*,0,0.0136
I00699,1,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",*,0,0.0266
I00699,1,RPA,"MEDWAY NHS FOUNDATION TRUST",*,*,0.1322
I00699,1,RQ6,"ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST",23,0,1.0819
I00699,1,RQ8,"MID ESSEX HOSPITAL SERVICES NHS TRUST",*,0,0.0796
I00699,1,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",29,*,1.1032
I00699,1,RQQ,"HINCHINGBROOKE HEALTH CARE NHS TRUST",*,0,0.0450
I00699,1,RQW,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST",*,0,0.4768
I00699,1,RQX,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",22,*,0.7624
I00699,1,RR1,"HEART OF ENGLAND NHS FOUNDATION TRUST",58,*,2.8745
I00699,1,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",*,0,0.0746
I00699,1,RR8,"LEEDS TEACHING HOSPITALS NHS TRUST",39,*,2.6854
I00699,1,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",*,*,0.2416
