INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00721,ENG,"ENGLAND",285677,4856,84478,84988,1.6998,29.5712,29.7497
I00721,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",2078,86,1123,1128,4.1386,54.0423,54.2830
I00721,RCF,"AIREDALE NHS FOUNDATION TRUST",1009,0,300,300,0.0000,29.7324,29.7324
I00721,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",1656,0,738,738,0.0000,44.5652,44.5652
I00721,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",3229,0,833,833,0.0000,25.7975,25.7975
I00721,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",1459,0,349,349,0.0000,23.9205,23.9205
I00721,R1H,"BARTS HEALTH NHS TRUST",3634,284,1175,1179,7.8151,32.3335,32.4436
I00721,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2062,374,395,574,18.1377,19.1562,27.8371
I00721,RC1,"BEDFORD HOSPITAL NHS TRUST",1180,0,299,299,0.0000,25.3390,25.3390
I00721,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",2359,3,523,524,0.1272,22.1704,22.2128
I00721,RMC,"BOLTON NHS FOUNDATION TRUST",1717,0,489,489,0.0000,28.4799,28.4799
I00721,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",1819,0,451,451,0.0000,24.7938,24.7938
I00721,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",2340,0,617,617,0.0000,26.3675,26.3675
I00721,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",1542,145,655,659,9.4034,42.4773,42.7367
I00721,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",1355,0,404,404,0.0000,29.8155,29.8155
I00721,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",2316,0,646,646,0.0000,27.8929,27.8929
I00721,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",2143,0,735,735,0.0000,34.2977,34.2977
I00721,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",1720,0,465,465,0.0000,27.0349,27.0349
I00721,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",1542,19,485,485,1.2322,31.4527,31.4527
I00721,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",1698,0,454,454,0.0000,26.7373,26.7373
I00721,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",2029,0,351,351,0.0000,17.2992,17.2992
I00721,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",2274,0,567,567,0.0000,24.9340,24.9340
I00721,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",1524,0,617,617,0.0000,40.4856,40.4856
I00721,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",3090,0,871,871,0.0000,28.1877,28.1877
I00721,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",1233,0,428,428,0.0000,34.7121,34.7121
I00721,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",1424,0,660,660,0.0000,46.3483,46.3483
I00721,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",3231,276,602,631,8.5422,18.6320,19.5296
