INDICATOR_CODE,PROVIDER_CODE,PROVIDER_NAME,DENOMINATOR,TREATMENT_NUMERATOR,DIAGNOSIS_NUMERATOR,COMBINED_NUMERATOR,TREATMENT_RATE,DIAGNOSIS_RATE,COMBINED_RATE
I00720,ENG,"ENGLAND",8903159,7643,135965,137188,0.0858,1.5272,1.5409
I00720,REM,"AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",48478,141,1771,1780,0.2909,3.6532,3.6718
I00720,RCF,"AIREDALE NHS FOUNDATION TRUST",34898,0,475,475,0.0000,1.3611,1.3611
I00720,RTK,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST",41381,0,1107,1107,0.0000,2.6751,2.6751
I00720,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",83005,0,1284,1284,0.0000,1.5469,1.5469
I00720,RFF,"BARNSLEY HOSPITAL NHS FOUNDATION TRUST",42669,0,640,640,0.0000,1.4999,1.4999
I00720,R1H,"BARTS HEALTH NHS TRUST",155685,371,1922,1948,0.2383,1.2345,1.2512
I00720,RDD,"BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",54208,937,776,1295,1.7285,1.4315,2.3889
I00720,RC1,"BEDFORD HOSPITAL NHS TRUST",33423,0,467,467,0.0000,1.3972,1.3972
I00720,RXL,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST",57348,4,825,826,0.0070,1.4386,1.4403
I00720,RMC,"BOLTON NHS FOUNDATION TRUST",65685,1,844,845,0.0015,1.2849,1.2864
I00720,RAE,"BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST",75105,0,696,696,0.0000,0.9267,0.9267
I00720,RXH,"BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST",70761,0,952,952,0.0000,1.3454,1.3454
I00720,RXQ,"BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",57812,288,1050,1058,0.4982,1.8162,1.8301
I00720,RJF,"BURTON HOSPITALS NHS FOUNDATION TRUST",42047,1,599,599,0.0024,1.4246,1.4246
I00720,RWY,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST",66567,0,1070,1070,0.0000,1.6074,1.6074
I00720,RGT,"CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",79897,0,1324,1324,0.0000,1.6571,1.6571
I00720,RW3,"CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST",104575,0,856,856,0.0000,0.8186,0.8186
I00720,RQM,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST",89808,45,779,788,0.0501,0.8674,0.8774
I00720,RFS,"CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST",49519,0,904,904,0.0000,1.8256,1.8256
I00720,RLN,"CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST",56964,0,746,746,0.0000,1.3096,1.3096
I00720,RDE,"COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST",57589,0,914,914,0.0000,1.5871,1.5871
I00720,RJR,"COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST",48421,1,925,925,0.0021,1.9103,1.9103
I00720,RXP,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",82750,0,1371,1371,0.0000,1.6568,1.6568
I00720,RJ6,"CROYDON HEALTH SERVICES NHS TRUST",44400,0,729,729,0.0000,1.6419,1.6419
I00720,RN7,"DARTFORD AND GRAVESHAM NHS TRUST",57138,0,962,962,0.0000,1.6836,1.6836
I00720,RTG,"DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST",87960,436,1036,1097,0.4957,1.1778,1.2472
I00720,RP5,"DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST",78053,0,1647,1647,0.0000,2.1101,2.1101
I00720,RBD,"DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST",31529,0,623,623,0.0000,1.9760,1.9760
I00720,RWH,"EAST AND NORTH HERTFORDSHIRE NHS TRUST",68489,294,1701,1701,0.4293,2.4836,2.4836
I00720,RJN,"EAST CHESHIRE NHS TRUST",20486,1,240,240,0.0049,1.1715,1.1715
I00720,RVV,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",109028,0,1466,1466,0.0000,1.3446,1.3446
I00720,RXR,"EAST LANCASHIRE HOSPITALS NHS TRUST",80175,3,1147,1150,0.0037,1.4306,1.4344
I00720,RXC,"EAST SUSSEX HEALTHCARE NHS TRUST",53087,0,788,788,0.0000,1.4844,1.4844
I00720,RVR,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",61732,2,1316,1317,0.0032,2.1318,2.1334
I00720,RDU,"FRIMLEY HEALTH NHS FOUNDATION TRUST",126256,2,2568,2568,0.0016,2.0340,2.0340
I00720,RR7,"GATESHEAD HEALTH NHS FOUNDATION TRUST",35339,174,328,341,0.4924,0.9282,0.9649
I00720,RLT,"GEORGE ELIOT HOSPITAL NHS TRUST",21874,0,803,803,0.0000,3.6710,3.6710
I00720,RTE,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST",86177,0,837,837,0.0000,0.9713,0.9713
I00720,RN3,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST",57385,103,948,954,0.1795,1.6520,1.6625
I00720,RJ1,"GUY'S AND ST THOMAS' NHS FOUNDATION TRUST",87668,1,1386,1386,0.0011,1.5810,1.5810
I00720,RN5,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST",60348,205,733,800,0.3397,1.2146,1.3256
I00720,RCD,"HARROGATE AND DISTRICT NHS FOUNDATION TRUST",26273,0,323,323,0.0000,1.2294,1.2294
