INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00732,R1F,ISLE OF WIGHT NHS TRUST,766,14908,5.1
I00732,R1H,BARTS HEALTH NHS TRUST,3368,143494,2.3
I00732,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,2266,86969,2.6
I00732,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1192,33264,3.6
I00732,RA3,WESTON AREA HEALTH NHS TRUST,907,17197,5.3
I00732,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,860,19882,4.3
I00732,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,1499,57462,2.6
I00732,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,1564,33136,4.7
I00732,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1591,64707,2.5
I00732,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1927,43032,4.5
I00732,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2715,82014,3.3
I00732,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1060,36471,2.9
I00732,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,895,35490,2.5
I00732,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,1110,42941,2.6
I00732,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,1472,42764,3.4
I00732,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1027,24075,4.3
I00732,RBK,WALSALL HEALTHCARE NHS TRUST,1465,38141,3.8
I00732,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2016,56639,3.6
I00732,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,1961,56493,3.5
I00732,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,1393,42335,3.3
I00732,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,1193,25272,4.7
I00732,RC1,BEDFORD HOSPITAL NHS TRUST,1064,24014,4.4
I00732,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1469,54996,2.7
I00732,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2891,66318,4.4
