INDICATOR_CODE,PROVIDER,PROVIDER NAME,NUMERATOR,DENOMINATOR,RATE
I00731,R1F,ISLE OF WIGHT NHS TRUST,8,3343,0.2
I00731,R1H,BARTS HEALTH NHS TRUST,124,19690,0.6
I00731,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,38,12204,0.3
I00731,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,46,16128,0.3
I00731,RA3,WESTON AREA HEALTH NHS TRUST,13,1759,0.7
I00731,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,21,3567,0.6
I00731,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,196,15096,1.3
I00731,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,43,5330,0.8
I00731,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,56,12630,0.4
I00731,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,75,9578,0.8
I00731,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,107,16790,0.6
I00731,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,18,2308,0.8
I00731,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,19,3646,0.5
I00731,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,12,3879,0.3
I00731,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,49,8586,0.6
I00731,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,28,4543,0.6
I00731,RBK,WALSALL HEALTHCARE NHS TRUST,21,4161,0.5
I00731,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,41,9032,0.5
I00731,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,30,8243,0.4
I00731,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,19,3865,0.5
I00731,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,25,3568,0.7
I00731,RC1,BEDFORD HOSPITAL NHS TRUST,20,3703,0.5
I00731,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,39,8257,0.5
I00731,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,49,9905,0.5
I00731,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,20,4263,0.5
I00731,RCF,AIREDALE NHS FOUNDATION TRUST,29,3170,0.9
I00731,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",27,5082,0.5
I00731,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,27,6267,0.4
I00731,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,24,4046,0.6
I00731,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,14,3924,0.4
I00731,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,61,6768,0.9
I00731,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,37,7189,0.5
I00731,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,73,15839,0.5
I00731,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,61,11618,0.5
I00731,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,156,2059,7.6
I00731,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,59,11128,0.5
I00731,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,110,8900,1.2
I00731,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",69,8505,0.8
I00731,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,27,4317,0.6
I00731,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,31,7144,0.4
I00731,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,25,4417,0.6
I00731,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,11,2326,0.5
